date,BIDLO,ASKHI,PRC,VOL,RET,OPENPRC,epsfxq,ltq,niq,revtq,capxy,npm,de_ratio,curr_ratio,ptb
2012-04-26,85.15,86.2,86.07,17263700,-0.008981,85.28,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-04-27,85.96,86.69,86.08,10680400,0.000116,86.5,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-04-30,85.87,86.8,86.34,11735700,0.00302,85.96,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-05-01,86.13,87.52,87.04,13818300,0.008108,86.46,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-05-02,85.83,86.65,86.2,11108900,-0.009651,86.56,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-05-03,85.31,86.39,85.65,9998800,-0.00638,86.36,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-05-04,84.4,85.31,84.57,15056300,-0.012609,85.11,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-05-07,84.1,84.79,84.48,12018400,-0.001064,84.29,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-05-08,82.915,84.26,84.02,19607100,-0.005445,83.75,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-05-09,82.88,84.07,83.31,17428800,-0.00845,83.04,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-05-10,82.55,83.59,82.84,13236000,0.0012,83.37,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-05-11,82.54,83.79,83.1,12063000,0.003139,82.69,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-05-14,81.96,82.46,82.12,12676300,-0.011793,82.27,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-05-15,81.527,82.73,81.79,15763800,-0.004019,82.0,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-05-16,81.79,83.15,82.17,15040900,0.004646,81.96,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-05-17,81.68,82.61,81.91,17700400,-0.003164,82.15,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-05-18,81.03,82.72,81.47,21747600,-0.005372,82.37,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-05-21,81.07,82.13,82.04,13730800,0.006996,81.42,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-05-22,81.52,82.8431,81.95,13790000,-0.001097,82.14,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-05-23,79.96,82.08,82.04,17582500,0.001098,81.79,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-05-24,81.705,82.78,82.61,14114400,0.006948,82.29,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-05-25,81.68,82.96,82.08,12756600,-0.006416,82.86,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-05-29,81.32,82.64,81.93,15932000,-0.001828,82.64,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-05-30,79.59,81.38,79.79,19593000,-0.02612,81.08,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-05-31,78.41,80.14,78.63,38958200,-0.014538,79.88,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-06-01,77.47,78.56,77.92,22872900,-0.00903,77.87,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-06-04,77.2,78.25,77.83,17712300,-0.001155,78.09,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-06-05,77.13,78.29,77.6,17721000,-0.002955,77.59,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-06-06,78.08,80.24,80.18,23882300,0.033247,78.37,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-06-07,80.35,81.23,80.69,18415100,0.006361,80.98,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-06-08,79.46,80.92,80.84,18146400,0.001859,80.08,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-06-11,80.17,81.85,80.27,18035300,-0.007051,81.62,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-06-12,80.62,81.51,81.26,14167500,0.012333,80.74,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-06-13,80.28,81.64,80.63,15098100,-0.007753,80.94,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-06-14,80.73,82.5,82.13,16943700,0.018603,80.86,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-06-15,82.22,83.45,83.22,27350200,0.013272,82.57,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-06-18,82.35,83.18,83.11,13885000,-0.001322,82.51,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-06-19,83.31,84.63,84.48,21053200,0.016484,83.73,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-06-20,84.06,85.39,84.97,23275000,0.0058,84.4,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-06-21,82.05,85.37,82.11,33752400,-0.033659,85.04,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-06-22,82.11,83.22,82.11,84752600,0.0,82.68,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-06-25,79.78,81.435,81.24,28765500,-0.010596,81.22,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-06-26,81.21,82.97,82.4,22854600,0.014279,81.51,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-06-27,82.71,83.66,83.2,15302100,0.009709,82.81,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-06-28,82.0186,83.46,83.1,19141000,-0.001202,82.66,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-06-29,84.46,85.7,85.57,24914500,0.029723,84.78,2.0,181035.0,9450.0,110696.0,7843.0,0.09,1.086,0.947,2.101
2012-07-02,84.54,85.47,85.34,14448000,-0.002688,85.44,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-07-03,85.62,86.28,86.28,9791100,0.011015,85.69,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-07-05,85.15,86.04,85.57,10797200,-0.008229,85.33,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-07-06,84.2,85.04,84.8,13260900,-0.008998,84.26,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-07-09,83.02,84.55,83.65,22366700,-0.013561,84.52,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-07-10,82.83,84.39,83.11,14112000,-0.006455,84.08,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-07-11,83.24,84.68,84.38,18340700,0.015281,83.48,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-07-12,83.32,84.55,84.12,15567100,-0.003081,83.41,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-07-13,84.26,85.57,85.47,13642800,0.016048,84.45,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-07-16,84.66,85.42,85.05,11269900,-0.004914,84.83,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-07-17,84.1,85.82,85.73,14059300,0.007995,85.18,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-07-18,85.07,86.22,86.21,14203400,0.005599,85.34,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-07-19,85.62,86.38,86.21,14902200,0.0,86.02,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-07-20,85.266,86.15,85.95,16838300,-0.003016,85.87,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-07-23,84.33,85.46,85.21,13599600,-0.00861,84.8,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-07-24,83.5,85.26,84.58,13948600,-0.007393,85.21,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-07-25,84.66,85.55,85.24,16565900,0.007803,85.14,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-07-26,85.26,86.7,86.52,19150800,0.015016,85.56,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-07-27,85.5,87.85,87.45,24088100,0.010749,86.59,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-07-30,87.08,87.83,87.56,11183900,0.001258,87.28,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-07-31,86.79,87.6602,86.85,12215800,-0.008109,87.37,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-08-01,86.18,87.45,86.91,14312300,0.000691,87.02,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-08-02,85.5,86.75,85.88,14530400,-0.011851,86.1,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-08-03,86.8,87.89,87.55,13983200,0.019446,87.07,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-08-06,87.37,87.88,87.45,9629700,-0.001142,87.55,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-08-07,87.6816,88.0,87.92,12400100,0.005375,87.88,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-08-08,87.68,88.5,88.28,12864800,0.004095,87.75,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-08-09,87.51,88.48,88.2,12215200,0.005551,87.84,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-08-10,87.15,88.4888,88.44,11149700,0.002721,87.67,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-08-13,87.77,88.24,88.14,8716300,-0.003392,88.1,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-08-14,87.9,88.64,88.2,8676200,0.000681,88.17,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-08-15,87.91,88.67,88.0,8510600,-0.002268,88.19,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-08-16,87.96,88.87,88.67,11313900,0.007614,88.19,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-08-17,88.16,88.91,88.4,11177600,-0.003045,88.89,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-08-20,87.63,88.22,87.95,8814000,-0.005091,88.07,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-08-21,87.26,88.41,87.46,10767700,-0.005571,88.14,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-08-22,87.02,87.91,87.73,10160700,0.003087,87.2,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-08-23,86.98,87.79,87.31,9667200,-0.004787,87.79,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-08-24,86.93,88.3,88.05,9762200,0.008476,87.16,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-08-27,87.61,88.195,87.74,8252600,-0.003521,88.07,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-08-28,87.42,88.4,88.1,9649400,0.004103,87.57,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-08-29,87.74,88.19,87.9,8377700,-0.00227,88.07,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-08-30,87.02,87.73,87.2,8915800,-0.007964,87.38,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-08-31,87.14,87.85,87.3,14182600,0.001147,87.61,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-09-04,86.52,87.46,87.12,10604700,-0.002062,87.33,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-09-05,87.06,87.655,87.33,10114700,0.00241,87.52,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-09-06,87.85,89.25,88.99,15715500,0.019008,87.89,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-09-07,89.27,90.0,89.92,15626100,0.010451,89.27,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-09-10,89.4,90.0,89.48,10753000,-0.004893,89.82,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-09-11,89.55,89.95,89.62,9349600,0.001565,89.75,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-09-12,89.41,89.9,89.55,9983200,-0.000781,89.63,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-09-13,89.43,91.56,91.23,19875000,0.01876,89.71,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-09-14,91.25,92.4,92.3,21390600,0.011729,91.5,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-09-17,91.55,92.5,91.91,11894100,-0.004225,91.92,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-09-18,91.4,92.22,91.65,10950100,-0.002829,91.43,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-09-19,90.57,91.75,90.57,16302200,-0.011784,91.48,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-09-20,90.09,91.69,91.52,12238700,0.010489,90.14,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-09-21,91.64,92.2301,91.92,19608100,0.004371,92.03,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-09-24,91.3,92.21,91.88,11024500,-0.000435,91.31,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-09-25,91.54,92.57,91.74,14036100,-0.001524,92.11,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-09-26,91.1,92.0395,91.23,11616800,-0.005559,91.72,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-09-27,91.19,92.25,91.8,10634300,0.006248,91.83,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-09-28,90.93,91.65,91.45,12508400,-0.003813,91.48,3.41,161660.0,15910.0,104143.0,16188.0,0.104,1.07,0.963,2.108
2012-10-01,91.6,92.5,91.8,10346400,0.003827,91.79,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-10-02,91.28,92.18,91.72,9507900,-0.000871,92.12,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-10-03,91.17,91.805,91.7,10329300,-0.000218,91.65,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-10-04,91.91,92.5433,92.22,11509300,0.005671,92.08,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-10-05,92.23,93.0,92.55,9894400,0.003578,92.59,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-10-08,92.04,92.87,92.68,8765200,0.001405,92.15,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-10-09,92.11,93.36,92.13,13799600,-0.005934,92.83,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-10-10,90.67,92.02,91.03,15334700,-0.01194,91.8,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-10-11,91.17,91.875,91.17,9791600,0.001538,91.57,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-10-12,90.51,91.72,91.03,9944100,-0.001536,91.51,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-10-15,90.54,91.69,91.51,10651600,0.005273,91.35,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-10-16,91.8,92.48,92.38,9070400,0.009507,91.89,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-10-17,92.61,93.54,93.39,10759100,0.010933,92.62,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-10-18,92.97,93.57,93.48,11816300,0.000964,92.97,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-10-19,91.75,93.67,92.15,15929700,-0.014228,93.57,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-10-22,91.08,92.26,92.19,11446900,0.000434,91.67,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-10-23,90.01,91.38,90.18,14085600,-0.021803,91.13,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-10-24,89.77,90.62,89.88,11332500,-0.003327,90.46,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-10-25,89.68,90.8,90.43,10387100,0.006119,90.63,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-10-26,90.01,91.07,90.62,11585300,0.002101,90.56,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-10-31,90.11,91.41,91.17,14848900,0.006069,91.03,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-11-01,90.2,91.67,91.6,15778600,0.004716,90.25,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-11-02,90.06,91.94,90.27,12744800,-0.01452,91.76,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-11-05,89.7,90.81,90.63,11222800,0.003988,90.04,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-11-06,90.73,92.05,91.61,12027800,0.010813,90.86,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-11-07,87.7,90.24,88.18,19423500,-0.031219,90.24,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-11-08,87.03,88.4253,87.0695,13745200,-0.012594,88.27,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-11-09,86.61,87.945,87.21,13407000,0.001614,86.61,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-11-12,86.95,87.69,87.32,9004500,0.001261,87.27,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-11-13,86.44,87.99,86.47,12262500,-0.009734,86.75,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-11-14,85.88,87.11,86.07,14526200,-0.004626,86.745,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-11-15,85.37,86.56,86.14,13786700,0.000813,86.09,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-11-16,85.06,86.71,86.45,17405700,0.003599,86.14,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-11-19,87.085,88.2,87.67,12911900,0.014112,87.4,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-11-20,86.77,87.8801,87.5,10289300,-0.001939,87.51,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-11-21,87.48,88.02,88.01,13909000,0.005829,87.81,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-11-23,88.01,89.09,89.09,11931000,0.012271,88.25,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-11-26,88.03,88.63,88.62,16424200,-0.005275,88.32,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-11-27,87.24,88.54,87.35,11842200,-0.014331,88.4,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-11-28,86.275,88.19,88.1,15959900,0.008586,86.53,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-11-29,87.63,88.69,88.12,11579100,0.000227,88.37,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-11-30,87.825,88.4,88.14,15523500,0.000227,88.07,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-12-03,87.47,88.58,87.61,10937800,-0.006013,88.55,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-12-04,87.19,87.97,87.19,11979900,-0.004794,87.38,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-12-05,87.1,88.265,87.73,12718200,0.006193,87.27,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-12-06,87.24,88.06,88.0,12076900,0.003078,87.76,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-12-07,87.77,88.64,88.6,10609200,0.006818,88.17,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-12-10,88.24,88.95,88.41,11549300,-0.002144,88.58,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-12-11,88.4,89.49,88.99,12635000,0.00656,88.61,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-12-12,88.91,90.37,89.45,14733300,0.005169,89.09,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-12-13,88.27,89.45,88.58,12292500,-0.009726,89.16,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-12-14,87.92,88.45,88.08,13363500,-0.005645,88.0,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-12-17,88.1,88.94,88.87,15677200,0.008969,88.36,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-12-18,88.56,89.74,89.56,15396700,0.007764,88.75,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-12-19,88.38,89.61,88.4364,15095000,-0.012546,89.54,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-12-20,87.98,88.94,88.89,15789900,0.005129,88.38,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-12-21,87.01,88.6,87.23,33065000,-0.018675,87.66,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-12-24,86.8,87.32,86.92,6385200,-0.003554,87.13,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-12-26,86.57,87.68,87.07,10738200,0.001726,87.21,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-12-27,85.75,87.24,86.86,14259900,-0.002412,87.05,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-12-28,85.07,86.288,85.1,13359500,-0.020263,86.1,2.09,162836.0,9570.0,102852.0,24214.0,0.104,1.054,0.988,2.007
2012-12-31,84.7,86.66,86.55,19812700,0.017039,85.04,2.2,162135.0,9950.0,101409.0,34271.0,0.107,0.978,1.005,1.945
2013-01-02,87.24,88.72,88.71,16148900,0.024957,87.79,2.2,162135.0,9950.0,101409.0,34271.0,0.107,0.978,1.005,1.945
2013-01-03,88.16,88.89,88.55,13269200,-0.001804,88.46,2.2,162135.0,9950.0,101409.0,34271.0,0.107,0.978,1.005,1.945
2013-01-04,88.37,89.09,88.96,11428600,0.00463,88.5,2.2,162135.0,9950.0,101409.0,34271.0,0.107,0.978,1.005,1.945
2013-01-07,87.57,88.49,87.93,11801300,-0.011578,88.31,2.2,162135.0,9950.0,101409.0,34271.0,0.107,0.978,1.005,1.945
2013-01-08,87.29,88.48,88.48,14229900,0.006255,87.82,2.2,162135.0,9950.0,101409.0,34271.0,0.107,0.978,1.005,1.945
2013-01-09,87.755,88.54,88.14,10892200,-0.003843,88.4,2.2,162135.0,9950.0,101409.0,34271.0,0.107,0.978,1.005,1.945
2013-01-10,88.37,89.48,89.1,13100000,0.010892,88.75,2.2,162135.0,9950.0,101409.0,34271.0,0.107,0.978,1.005,1.945
2013-01-11,88.865,89.71,89.61,11646500,0.005724,88.97,2.2,162135.0,9950.0,101409.0,34271.0,0.107,0.978,1.005,1.945
2013-01-14,89.319,89.75,89.58,9606600,-0.000335,89.46,2.2,162135.0,9950.0,101409.0,34271.0,0.107,0.978,1.005,1.945
2013-01-15,89.0,89.61,89.53,9195300,-0.000558,89.18,2.2,162135.0,9950.0,101409.0,34271.0,0.107,0.978,1.005,1.945
2013-01-16,89.07,89.48,89.47,9645800,-0.00067,89.16,2.2,162135.0,9950.0,101409.0,34271.0,0.107,0.978,1.005,1.945
2013-01-17,89.6,90.94,90.2,13401400,0.008159,89.76,2.2,162135.0,9950.0,101409.0,34271.0,0.107,0.978,1.005,1.945
2013-01-18,89.83,90.83,90.8,17197700,0.006652,90.09,2.2,162135.0,9950.0,101409.0,34271.0,0.107,0.978,1.005,1.945
2013-01-22,90.21,90.94,90.92,11898500,0.001322,90.27,2.2,162135.0,9950.0,101409.0,34271.0,0.107,0.978,1.005,1.945
2013-01-23,90.42,90.88,90.7,10907100,-0.00242,90.5,2.2,162135.0,9950.0,101409.0,34271.0,0.107,0.978,1.005,1.945
2013-01-24,90.75,91.72,91.35,11099900,0.007167,90.88,2.2,162135.0,9950.0,101409.0,34271.0,0.107,0.978,1.005,1.945
2013-01-25,91.13,91.8,91.73,11091800,0.00416,91.57,2.2,162135.0,9950.0,101409.0,34271.0,0.107,0.978,1.005,1.945
2013-01-28,90.77,91.67,91.11,11618500,-0.006759,91.67,2.2,162135.0,9950.0,101409.0,34271.0,0.107,0.978,1.005,1.945
2013-01-29,91.2,91.93,91.76,11702200,0.007134,91.21,2.2,162135.0,9950.0,101409.0,34271.0,0.107,0.978,1.005,1.945
2013-01-30,90.38,91.72,90.67,15647300,-0.011879,91.17,2.2,162135.0,9950.0,101409.0,34271.0,0.107,0.978,1.005,1.945
2013-01-31,89.74,91.21,89.97,15994800,-0.00772,90.69,2.2,162135.0,9950.0,101409.0,34271.0,0.107,0.978,1.005,1.945
