gvkey,datadate,tic,actq,ancq,epsfxq,lctq,ltq,revtq,capxy,roa,roe,pe_inc,divyield,pcf,roce,fcf_ocf,debt_ebitda,gpm,opmad,evm,intcov_ratio,at_turn,cfm,npm,PEG_trailing,de_ratio,curr_ratio,ptb,price,relative_quarterly_return,target
111864,2010-09-30,CTSH,3234.68,1011.599,0.66,804.169,879.095,1216.913,110.961,0.26,0.244,14.904,,32.335,0.285,0.794,0.0,0.422,0.187,17.91,,1.127,0.186,0.16,2.694,0.244,4.044,5.846,64.47,0.18065662358355628,0.034774869815303866
111864,2010-12-31,CTSH,3518.234,1064.84,0.66,930.726,998.643,1310.602,185.512,0.244,0.235,32.435,,30.582,0.276,0.757,0.0,0.422,0.188,23.066,,1.16,0.184,0.16,1.187,0.279,3.78,6.515,73.29,0.034774869815303866,0.05643569323234865
111864,2011-03-31,CTSH,3535.8,1102.073,0.67,801.713,873.684,1371.253,55.815,0.261,0.245,14.91,,28.634,0.293,0.731,0.0,0.424,0.189,19.448,,1.162,0.18,0.158,0.552,0.253,4.115,6.14,81.4,0.05643569323234865,-0.09510267000518413
111864,2011-06-30,CTSH,3757.897,1158.805,0.67,887.351,964.853,1485.242,89.55,0.259,0.24,11.927,,21.702,0.293,0.765,0.0,0.424,0.187,19.876,,1.171,0.175,0.153,0.456,0.253,4.102,4.871,73.34,-0.09510267000518413,-0.001798703972700877
111864,2011-09-30,CTSH,3812.197,1291.918,0.73,1040.73,1164.593,1600.954,163.66,0.258,0.231,12.335,,20.713,0.293,0.758,0.0,0.423,0.186,18.602,,1.199,0.168,0.147,0.482,0.263,3.995,5.16,62.7,-0.001798703972700877,-0.08584574120728483
111864,2011-12-31,CTSH,4085.506,1422.427,0.78,1209.705,1555.047,1663.707,288.221,0.249,0.234,24.895,,24.595,0.302,0.671,0.0,0.422,0.186,15.546,,1.213,0.165,0.144,0.97,0.393,3.377,5.441,64.31,-0.08584574120728483,0.07658136771316415
111864,2012-03-31,CTSH,4196.742,1471.383,0.79,1021.245,1300.876,1711.349,60.451,0.261,0.235,9.806,,19.045,0.305,0.686,0.0,0.421,0.184,16.008,,1.219,0.163,0.142,0.376,0.308,3.812,4.058,76.95,0.07658136771316415,-0.18739325493462966
111864,2012-06-30,CTSH,4152.352,1501.867,0.82,1151.095,1561.886,1795.22,138.772,0.261,0.237,10.301,,18.449,0.309,0.676,0.0,0.422,0.185,14.421,,1.235,0.163,0.142,0.414,0.341,3.673,4.686,60.0,-0.18739325493462966,0.10439256279242781
111864,2012-09-30,CTSH,4541.531,1565.508,0.91,1275.588,1534.669,1891.688,208.716,0.265,0.248,10.186,,18.418,0.321,0.696,0.0,0.42,0.186,14.055,,1.232,0.165,0.143,0.403,0.35,3.645,4.409,69.89,0.10439256279242781,0.0697914524757679
111864,2012-12-31,CTSH,4814.294,1707.277,0.92,1377.33,1667.188,1948.215,334.465,0.251,0.239,22.317,,19.758,0.309,0.715,0.0,0.418,0.185,14.755,,1.221,0.164,0.143,0.904,0.343,3.495,4.77,73.8823,0.0697914524757679,-0.05827652173349529
111864,2013-03-31,CTSH,4836.64,1872.662,0.93,1225.843,1493.368,2020.738,72.185,0.261,0.244,9.029,,17.041,0.315,0.697,0.0,0.413,0.184,13.475,,1.225,0.164,0.143,0.373,0.334,3.647,3.728,76.621,-0.05827652173349529,-0.21626229498014538
111864,2013-06-30,CTSH,5133.961,1878.359,0.99,1357.297,1688.572,2161.24,122.51,0.267,0.243,9.773,,18.63,0.321,0.732,0.0,0.41,0.188,12.796,,1.218,0.163,0.142,0.404,0.32,3.691,4.138,62.64,-0.21626229498014538,0.2697501777916709
111864,2013-09-30,CTSH,5739.205,1877.944,1.05,1602.038,1968.873,2305.723,154.346,0.266,0.237,12.068,,22.193,0.318,0.781,0.0,0.407,0.188,12.725,,1.211,0.161,0.14,0.566,0.324,3.69,5.015,82.12,0.2697501777916709,0.13046376375286273
111864,2013-12-31,CTSH,6147.882,2061.032,1.06,1774.508,2073.123,2355.488,261.626,0.251,0.223,25.821,,22.198,0.305,0.816,0.0,0.405,0.19,16.585,,1.201,0.159,0.139,1.333,0.338,3.465,5.133,100.98,0.13046376375286273,-0.5118843385204789
111864,2014-03-31,CTSH,6290.74,1988.559,0.57,1502.866,1656.342,2422.348,43.256,0.264,0.231,22.929,,19.618,0.318,0.846,0.0,0.405,0.192,13.505,,1.188,0.16,0.14,,0.311,3.738,4.452,50.6,-0.5118843385204789,-0.08034047015463464
111864,2014-06-30,CTSH,6740.69,1946.604,0.61,1567.662,1696.465,2517.094,81.957,0.259,0.229,20.461,,17.931,0.309,0.857,0.0,0.404,0.191,14.41,,1.171,0.162,0.142,,0.291,3.865,3.965,48.91,-0.08034047015463464,-0.09079760608291232
111864,2014-09-30,CTSH,7260.026,1967.017,0.58,1741.464,1845.333,2581.009,137.547,0.249,0.22,23.576,,19.868,0.292,0.852,0.0,0.401,0.188,14.531,6282.41,1.148,0.161,0.142,,0.268,4.014,4.443,44.77,-0.09079760608291232,0.1323206648847952
111864,2014-12-31,CTSH,6750.297,4968.619,0.59,2592.094,3978.698,2742.23,212.203,0.209,0.203,26.589,,25.86,0.243,0.856,0.786,0.402,0.184,16.18,763.727,1.03,0.161,0.14,1.464,0.514,2.604,4.766,52.66,0.1323206648847952,0.18040381483134116
111864,2015-03-31,CTSH,6406.5,4976.9,0.62,1884.1,3204.9,2911.4,58.0,0.227,0.203,26.967,,26.254,0.254,0.849,0.315,0.401,0.179,15.079,257.785,1.049,0.159,0.137,,0.354,3.488,4.695,62.39,0.18040381483134116,-0.018525137597427355
111864,2015-06-30,CTSH,6771.4,5026.2,0.68,1956.5,3256.8,3085.1,133.6,0.219,0.197,25.379,,24.707,0.24,0.83,0.42,0.401,0.175,15.403,171.397,1.026,0.158,0.134,,0.386,3.326,4.372,61.09,-0.018525137597427355,0.09423293258681786
111864,2015-09-30,CTSH,7237.9,5029.7,0.65,2128.4,3440.6,3187.0,198.7,0.215,0.192,25.325,,21.969,0.232,0.847,0.499,0.401,0.173,15.863,132.794,1.011,0.157,0.131,,0.417,3.173,4.336,62.61,0.09423293258681786,-0.10590264370594704
111864,2015-12-31,CTSH,7908.6,5156.8,0.69,2713.7,3787.3,3232.5,272.8,0.199,0.188,21.502,,16.118,0.215,0.873,0.522,0.401,0.173,15.337,121.017,1.002,0.157,0.131,1.386,0.408,2.914,3.739,60.02,-0.10590264370594704,0.03692161453454079
111864,2016-03-31,CTSH,7570.9,5165.0,0.72,2050.4,3123.6,3202.0,63.7,0.209,0.189,22.423,,18.312,0.224,0.863,0.426,0.4,0.173,15.21,123.354,1.019,0.159,0.132,,0.375,3.332,3.869,62.7,0.03692161453454079,-0.1060740281104835
111864,2016-06-30,CTSH,7758.9,5381.2,0.41,2120.0,3277.2,3369.9,138.6,0.207,0.165,23.161,,18.005,0.221,0.857,0.403,0.398,0.173,14.662,122.464,1.015,0.144,0.117,,0.363,3.382,3.534,57.24,-0.1060740281104835,-0.19956229708086903
111864,2016-09-30,CTSH,8199.8,5516.9,0.73,2300.7,3424.4,3453.2,212.8,0.206,0.165,21.516,,19.515,0.219,0.832,0.39,0.399,0.172,13.497,120.868,1.007,0.145,0.118,,0.349,3.423,3.246,47.71,-0.19956229708086903,0.14184484826857968
111864,2016-12-31,CTSH,8600.0,5662.0,0.68,2418.0,3534.0,3461.9,300.0,0.196,0.155,23.243,,22.254,0.209,0.815,0.328,0.399,0.172,13.044,122.053,0.987,0.143,0.115,2.722,0.329,3.557,3.361,56.03,0.14184484826857968,0.006951120584357096
111864,2017-03-31,CTSH,7842.0,5787.0,0.92,2585.0,3646.0,3546.0,66.0,0.203,0.165,24.42,0.897,21.545,0.214,0.835,0.356,0.394,0.171,12.522,118.593,1.011,0.149,0.121,2.676,0.34,3.438,3.945,59.52,0.006951120584357096,0.08990490093065695
111864,2017-06-30,CTSH,8099.0,5839.0,0.8,2415.0,3455.0,3670.0,126.0,0.204,0.185,22.683,0.848,20.998,0.216,0.856,0.355,0.391,0.171,12.616,113.714,1.018,0.162,0.133,1.851,0.339,3.369,3.985,66.4,0.08990490093065695,0.05287690928191724
111864,2017-09-30,CTSH,8557.0,6023.0,0.84,2600.0,3601.0,3766.0,204.0,0.209,0.187,22.378,0.83,19.644,0.221,0.866,0.336,0.386,0.174,13.349,112.143,1.024,0.163,0.134,1.77,0.338,3.304,3.88,72.54,0.05287690928191724,-0.0821798233246559
111864,2017-12-31,CTSH,9111.0,6110.0,-0.03,2839.0,4552.0,3828.0,284.0,0.203,0.14,32.419,0.975,20.038,0.224,0.882,0.291,0.382,0.175,14.225,112.565,1.005,0.131,0.102,11.849,0.427,3.209,4.46,71.02,-0.0821798233246559,0.14572914124608682
111864,2018-03-31,CTSH,8990.0,6055.0,0.88,2469.0,4057.0,3912.0,96.0,0.217,0.139,30.261,1.06,17.533,0.234,0.875,0.278,0.383,0.177,14.03,116.87,1.033,0.127,0.097,18.003,0.363,3.367,3.977,80.5,0.14572914124608682,-0.0481041536119039
111864,2018-06-30,CTSH,8303.0,6503.0,0.78,2537.0,4158.0,4006.0,187.0,0.221,0.134,31.753,1.02,17.257,0.241,0.869,0.248,0.387,0.181,13.931,116.875,1.04,0.124,0.094,19.155,0.378,3.347,4.216,78.99,-0.0481041536119039,-0.09915572553179863
111864,2018-09-30,CTSH,8727.0,6547.0,0.82,2693.0,4296.0,4078.0,281.0,0.224,0.131,29.073,1.12,15.13,0.248,0.868,0.234,0.39,0.182,13.685,120.208,1.049,0.122,0.091,28.971,0.394,3.334,3.704,77.15,-0.09915572553179863,-0.0343501818425731
111864,2018-12-31,CTSH,8677.0,7236.0,1.12,2777.0,4489.0,4129.0,377.0,0.217,0.187,19.717,1.13,15.749,0.246,0.855,0.22,0.39,0.181,11.057,108.148,1.036,0.161,0.13,1.568,0.393,3.125,3.517,63.48,-0.0343501818425731,-0.0024377986924521977
111864,2019-03-31,CTSH,7883.0,8213.0,0.77,2720.0,4960.0,4110.0,106.0,0.22,0.181,17.745,1.29,14.256,0.245,0.844,0.285,0.387,0.177,12.816,103.0,1.052,0.155,0.124,1.715,0.405,3.131,3.116,72.45,-0.0024377986924521977,-0.15893162130151928
111864,2019-06-30,CTSH,7206.0,8311.0,0.9,2824.0,4960.0,4141.0,202.0,0.211,0.185,17.006,1.3,14.08,0.232,0.837,0.362,0.379,0.169,12.414,103.037,1.048,0.158,0.126,0.998,0.424,2.95,3.198,63.39,-0.15893162130151928,-0.0534844400090605
111864,2019-09-30,CTSH,7391.0,8453.0,0.9,2919.0,5142.0,4248.0,299.0,0.207,0.188,17.374,1.25,15.512,0.226,0.825,0.439,0.373,0.166,11.651,98.571,1.05,0.158,0.126,0.99,0.446,2.772,3.263,60.265,-0.0534844400090605,-0.0562203019425882
111864,2019-12-31,CTSH,7611.0,8593.0,0.72,2983.0,5182.0,4284.0,392.0,0.207,0.163,18.52,1.44,13.377,0.226,0.843,0.516,0.368,0.168,10.756,108.154,1.045,0.141,0.11,1.689,0.47,2.551,3.023,62.02,-0.0562203019425882,-0.050715048621556735
111864,2020-03-31,CTSH,8325.0,9104.0,0.67,2872.0,6816.0,4225.0,112.0,0.208,0.162,16.614,1.66,10.506,0.223,0.854,0.639,0.362,0.165,10.248,111.76,1.04,0.136,0.105,2.221,0.515,2.633,2.692,46.47,-0.050715048621556735,0.023195592911156915
111864,2020-06-30,CTSH,8531.0,9685.0,0.67,3212.0,7244.0,4000.0,205.0,0.198,0.15,22.588,1.32,11.579,0.209,0.874,0.799,0.359,0.16,10.363,96.036,0.99,0.128,0.097,9.264,0.563,2.658,3.296,56.82,0.023195592911156915,0.13701566964834422
111864,2020-09-30,CTSH,8619.0,10168.0,0.64,3296.0,7647.0,4243.0,309.0,0.187,0.135,28.937,1.13,12.51,0.196,0.88,0.951,0.362,0.157,10.997,97.407,0.949,0.12,0.088,,0.615,2.676,3.648,69.42,0.13701566964834422,0.06361477320302211
111864,2020-12-31,CTSH,6851.0,10072.0,0.59,3540.0,6087.0,4184.0,398.0,0.178,0.126,28.591,1.31,11.819,0.189,0.879,0.604,0.363,0.144,15.347,99.75,1.005,0.117,0.084,7.271,0.562,1.935,3.531,81.95,0.06361477320302211,-0.10446104328409145
111864,2021-03-31,CTSH,6595.0,10065.0,0.95,3150.0,5623.0,4401.0,88.0,0.167,0.139,25.109,1.34,12.652,0.174,0.875,0.875,0.368,0.144,13.689,121.15,0.954,0.124,0.091,3.603,0.605,2.318,3.357,78.12,-0.10446104328409145,-0.19512152278220274
111864,2021-06-30,CTSH,6451.0,10378.0,0.97,3183.0,5624.0,4585.0,163.0,0.177,0.15,24.225,1.26,15.76,0.188,0.86,0.697,0.374,0.147,13.373,196.615,1.007,0.129,0.097,2.102,0.565,2.165,3.508,69.26,-0.19512152278220274,0.06913358185098772
111864,2021-09-30,CTSH,6995.0,10237.0,1.03,3319.0,5686.0,4744.0,214.0,0.185,0.166,21.966,1.23,15.95,0.199,0.882,0.538,0.374,0.147,13.019,263.0,1.059,0.137,0.105,1.192,0.516,2.039,3.483,74.21,0.06913358185098772,0.08905244479763486
111864,2021-12-31,CTSH,7342.0,10510.0,1.1,3529.0,5861.0,4777.0,279.0,0.197,0.184,21.267,1.25,18.107,0.217,0.888,0.484,0.373,0.154,14.103,316.222,1.064,0.146,0.115,2.355,0.489,2.08,3.7,88.72,0.08905244479763486,0.060175133173912765
111864,2022-03-31,CTSH,7077.0,10357.0,1.07,3186.0,5461.0,4826.0,120.0,0.203,0.188,17.914,1.45,14.859,0.221,0.881,0.479,0.369,0.153,12.592,322.667,1.092,0.146,0.116,1.986,0.484,2.108,3.195,89.67,0.060175133173912765,-0.08290049998876947
111864,2022-06-30,CTSH,7023.0,10235.0,1.11,3153.0,5308.0,4906.0,163.0,0.204,0.19,14.657,1.71,12.546,0.223,0.893,0.459,0.367,0.154,12.252,297.0,1.104,0.147,0.117,1.742,0.47,2.156,2.691,67.49,-0.08290049998876947,-0.09613949749870176
111864,2022-09-30,CTSH,7317.0,10030.0,1.22,3223.0,5389.0,4857.0,242.0,0.206,0.194,13.824,1.74,11.881,0.223,0.886,0.443,0.364,0.156,11.443,231.846,1.108,0.151,0.121,1.32,0.46,2.197,2.632,57.44,-0.09613949749870176,-0.07515741674508913
111864,2022-12-31,CTSH,7266.0,10586.0,1.02,3347.0,5543.0,4839.0,332.0,0.198,0.185,14.202,1.85,12.421,0.216,0.871,0.438,0.359,0.153,8.67,156.158,1.088,0.147,0.118,0.955,0.45,2.171,2.554,57.19,-0.07515741674508913,-0.004876122595394827
111864,2023-03-31,CTSH,7228.0,10919.0,1.14,3321.0,5486.0,4812.0,98.0,0.201,0.188,13.918,1.86,10.603,0.217,0.896,0.437,0.356,0.152,9.299,113.615,1.1,0.148,0.119,0.964,0.444,2.211,2.463,60.93,-0.004876122595394827,-0.011605933389996714
111864,2023-06-30,CTSH,6951.0,11016.0,0.91,3056.0,5064.0,4886.0,166.0,0.194,0.177,16.692,1.62,14.472,0.21,0.866,0.441,0.35,0.149,9.364,87.485,1.088,0.142,0.113,1.171,0.431,2.222,2.756,65.28,-0.011605933389996714,0.07415936044985438
7241,1969-12-31,CVS,,,1.38,,,110.981,,0.308,0.291,23.85,1.93,35.288,0.452,-0.181,0.268,0.421,0.093,11.069,21.025,2.919,0.065,0.053,1.794,0.657,2.603,5.897,70.0,0.08830623843510443,0.11925297166444238
7241,1970-03-31,CVS,,,0.36,,,86.237,,0.308,0.209,18.584,2.38,28.594,0.452,-0.181,0.268,0.421,0.093,11.069,21.025,2.919,0.065,0.052,1.587,0.657,2.603,4.778,76.5,0.11925297166444238,-0.4191786276041155
7241,1970-06-30,CVS,,,0.39,,,108.043,,0.308,0.274,20.448,2.19,42.588,0.452,-0.181,0.268,0.421,0.093,11.069,21.025,2.919,0.065,0.05,1.732,0.657,2.603,4.486,30.0,-0.4191786276041155,0.041996699669967
7241,1970-09-30,CVS,,,0.45,,,105.517,,0.308,0.256,23.465,1.87,36.423,0.452,-0.181,0.268,0.421,0.093,11.069,21.025,2.919,0.065,0.049,1.902,0.657,2.603,6.086,36.0,0.041996699669967,0.04460079958833063
7241,1970-12-31,CVS,,,0.75,,,138.334,,0.296,0.26,27.119,1.67,33.611,0.435,-0.188,0.245,0.425,0.089,11.257,16.422,2.916,0.06,0.048,2.313,0.678,2.302,6.374,41.0,0.04460079958833063,0.1065706761245584
7241,1971-03-31,CVS,,,0.19,,,101.493,,0.296,0.246,29.986,1.5,37.374,0.435,-0.188,0.245,0.425,0.089,11.257,16.422,2.916,0.06,0.046,3.164,0.678,2.302,7.148,49.0,0.1065706761245584,0.12853012803167319
7241,1971-06-30,CVS,,,0.44,,,126.52,,0.296,0.252,29.918,1.46,19.259,0.435,-0.188,0.245,0.425,0.089,11.257,16.422,2.916,0.06,0.046,2.731,0.678,2.302,7.074,55.0,0.12853012803167319,0.03182274095012294
7241,1971-09-30,CVS,,,0.6,,,134.113,,0.296,0.268,28.788,1.4,39.913,0.435,-0.188,0.245,0.425,0.089,11.257,16.422,2.916,0.06,0.047,2.134,0.678,2.302,6.957,56.0,0.03182274095012294,0.06454556349690566
7241,1971-12-31,CVS,152.907,57.069,0.84,54.813,92.758,150.584,,0.295,0.256,33.816,1.19,34.097,0.407,0.145,0.622,0.433,0.093,14.027,20.67,2.748,0.062,0.048,2.646,0.834,2.79,7.792,61.75,0.06454556349690566,0.1220109032952188
7241,1972-03-31,CVS,,,0.25,,,132.393,,0.295,0.271,30.751,1.27,17.76,0.407,0.145,0.622,0.433,0.093,14.027,20.67,2.589,0.062,0.047,2.285,0.872,2.79,7.381,72.375,0.1220109032952188,-0.6056579150877734
7241,1972-06-30,CVS,,,0.23,,,149.924,,0.295,0.263,30.93,1.25,30.39,0.407,0.145,0.622,0.433,0.093,14.027,20.67,2.7,0.062,0.046,2.44,0.839,2.79,7.278,28.5,-0.6056579150877734,-0.02305558557584919
7241,1972-09-30,CVS,,,0.32,,,162.2,,0.295,0.26,30.023,1.27,30.294,0.407,0.145,0.622,0.433,0.093,14.027,20.67,2.834,0.062,0.045,2.36,0.809,2.79,6.852,28.75,-0.02305558557584919,0.08433130788744037
7241,1972-12-31,CVS,185.008,68.37,0.49,61.201,105.206,187.401,,0.285,0.244,22.458,1.63,60.087,0.373,-0.654,0.536,0.414,0.09,13.037,20.6,2.728,0.061,0.046,1.704,0.749,3.023,4.852,33.125,0.08433130788744037,-0.09185426705984823
7241,1973-03-31,CVS,,,0.11,,,138.429,,0.285,0.248,21.848,1.72,20.814,0.373,-0.654,0.536,0.414,0.09,13.037,20.6,2.518,0.061,0.044,2.007,0.813,3.023,4.585,28.25,-0.09185426705984823,-0.1782624014423383
7241,1973-06-30,CVS,,,0.35,,,190.342,,0.285,0.257,18.602,1.94,18.835,0.373,-0.654,0.536,0.414,0.09,13.037,20.6,2.677,0.061,0.046,1.243,0.769,3.023,4.208,21.375,-0.1782624014423383,0.17848821491031752
7241,1973-09-30,CVS,,,0.34,,,180.918,,0.285,0.246,10.174,3.48,9.097,0.361,-0.654,0.536,0.414,0.089,13.037,20.904,2.751,0.065,0.046,0.691,0.728,3.023,2.246,26.0,0.17848821491031752,-0.48321861693430856
7241,1973-12-31,CVS,208.263,79.745,0.43,74.805,120.048,200.856,,0.259,0.214,8.943,4.21,12.977,0.335,-0.175,0.518,0.415,0.083,4.568,16.051,2.625,0.058,0.043,0.762,0.759,2.784,1.759,10.875,-0.48321861693430856,-0.11683958123449811
7241,1974-03-31,CVS,,,0.03,,,144.005,,0.259,0.204,6.848,5.88,25.147,0.302,-0.175,0.518,0.415,0.079,4.568,13.073,2.486,0.056,0.04,0.743,0.787,2.784,1.293,9.125,-0.11683958123449811,-0.18274046053839654
7241,1974-06-30,CVS,,,0.3,,,204.72,,0.259,0.189,7.386,5.7,7.434,0.272,-0.175,0.518,0.415,0.074,4.568,10.232,2.536,0.054,0.038,0.996,0.768,2.784,1.295,6.75,-0.18274046053839654,0.27985309187355234
7241,1974-09-30,CVS,,,0.31,,,195.154,,0.259,0.179,5.14,8.41,3.808,0.262,-0.175,0.518,0.415,0.073,4.568,9.219,2.586,0.052,0.036,1.357,0.75,2.784,0.856,6.875,0.27985309187355234,-0.151732623687298
7241,1974-12-31,CVS,206.478,83.205,0.44,59.77,104.983,221.18,,0.23,0.167,9.259,4.8,5.787,0.277,0.574,0.537,0.402,0.07,3.183,9.264,2.649,0.051,0.035,4.59,0.606,3.455,1.457,6.375,-0.151732623687298,1.0390326492323885
7241,1975-03-31,CVS,241.278,81.775,0.13,92.904,137.892,174.217,,0.23,0.186,13.136,3.1,5.413,0.268,0.574,0.537,0.402,0.073,3.183,10.681,2.596,0.053,0.037,3.721,0.722,2.933,2.254,14.375,1.0390326492323885,-0.03756676124509717
7241,1975-06-30,CVS,220.965,81.16,0.38,69.037,109.712,229.257,,0.23,0.192,12.5,3.05,6.749,0.288,0.574,0.537,0.402,0.075,3.183,13.408,2.688,0.054,0.038,1.943,0.68,3.016,2.206,15.875,-0.03756676124509717,0.09529800738349237
7241,1975-09-30,CVS,247.329,81.266,0.5,84.738,125.14,232.601,,0.333,0.214,12.5,2.65,5.597,0.4,0.574,0.38,0.276,0.099,3.727,26.125,2.758,0.057,0.042,1.034,0.668,2.989,2.409,15.5,0.09529800738349237,0.08593560694931113
7241,1975-12-31,CVS,275.74,84.089,0.78,96.059,136.9,272.246,,0.305,0.24,12.221,3.11,8.158,0.397,0.757,0.311,0.421,0.094,5.026,45.707,2.797,0.064,0.049,0.634,0.666,2.871,2.672,18.0,0.08593560694931113,0.17996113143856785
7241,1976-03-31,CVS,303.134,118.571,0.26,123.564,192.942,234.896,,0.322,0.261,10.482,3.38,14.619,0.422,0.757,0.372,0.42,0.094,4.846,45.707,2.745,0.064,0.049,0.481,0.721,2.804,2.428,23.75,0.17996113143856785,-0.09890353011067132
7241,1976-06-30,CVS,284.134,122.136,0.56,106.898,170.581,301.021,,0.329,0.272,10.893,2.97,16.442,0.446,0.757,0.398,0.421,0.098,4.788,45.707,2.745,0.064,0.05,0.482,0.762,2.7,2.633,21.75,-0.09890353011067132,0.025276774731161522
7241,1976-09-30,CVS,318.348,127.0,0.7,129.312,192.901,329.947,,0.338,0.283,11.522,2.57,23.541,0.461,0.757,0.415,0.417,0.099,4.751,45.707,2.788,0.064,0.05,0.448,0.803,2.592,2.875,22.5,0.025276774731161522,0.1677942480679082
7241,1976-12-31,CVS,340.841,131.472,0.94,132.528,196.307,362.312,,0.333,0.273,9.705,4.02,9.428,0.459,0.448,0.423,0.412,0.099,5.427,38.899,2.952,0.063,0.05,0.32,0.784,2.572,2.393,26.75,0.1677942480679082,-0.05606259055749507
7241,1977-03-31,CVS,350.615,133.628,0.24,145.633,203.635,275.164,,0.319,0.271,8.299,4.74,9.627,0.438,0.448,0.412,0.41,0.097,4.804,38.899,2.806,0.06,0.048,0.269,0.803,2.516,2.026,23.0,-0.05606259055749507,0.00624320790224675
7241,1977-06-30,CVS,318.274,131.039,0.6,114.396,165.55,343.289,,0.312,0.264,9.929,3.9,10.393,0.433,0.448,0.394,0.408,0.095,4.816,38.899,2.832,0.06,0.047,0.3,0.764,2.545,2.378,23.625,0.00624320790224675,0.13454940097057944
7241,1977-09-30,CVS,356.304,139.212,0.84,141.312,192.493,396.755,,0.325,0.267,10.496,3.49,11.294,0.449,0.448,0.359,0.406,0.097,4.672,38.899,2.898,0.06,0.047,0.291,0.731,2.559,2.508,25.875,0.13454940097057944,0.09210873343672787
7241,1977-12-31,CVS,411.175,142.521,1.27,164.452,218.766,458.379,,0.333,0.269,8.644,4.55,8.35,0.469,0.558,0.309,0.412,0.103,4.6,47.534,2.872,0.062,0.05,0.211,0.728,2.5,2.112,27.875,0.09210873343672787,0.03951328080425143
7241,1978-03-31,CVS,419.424,165.799,0.3,176.622,248.348,325.917,,0.351,0.279,10.008,3.85,9.558,0.49,0.558,0.33,0.411,0.102,4.271,47.534,2.926,0.061,0.049,0.265,0.727,2.522,2.518,27.25,0.03951328080425143,0.020899043489796654
7241,1978-06-30,CVS,390.287,171.662,0.69,152.483,223.865,410.673,,0.351,0.274,10.524,3.56,13.831,0.488,0.558,0.341,0.41,0.103,4.309,47.534,2.899,0.061,0.048,0.288,0.745,2.484,2.64,29.75,0.020899043489796654,-0.09438849338542077
7241,1978-09-30,CVS,443.251,184.788,0.99,188.467,266.076,456.544,,0.351,0.275,8.0,4.46,11.661,0.487,0.558,0.359,0.412,0.104,4.246,47.534,2.837,0.062,0.049,0.248,0.772,2.44,1.986,29.125,-0.09438849338542077,-0.0317133646578619
7241,1978-12-31,CVS,467.964,200.554,1.53,185.275,266.899,554.238,,0.347,0.267,7.848,5.07,9.329,0.484,0.197,0.381,0.412,0.108,3.708,60.663,2.859,0.063,0.05,0.307,0.741,2.526,1.923,26.375,-0.0317133646578619,0.05672607562128906
7241,1979-03-31,CVS,480.098,203.549,0.25,204.705,281.192,369.538,,0.342,0.269,8.526,4.75,13.098,0.471,0.197,0.369,0.409,0.104,3.994,60.663,2.818,0.061,0.048,0.391,0.765,2.437,2.064,29.375,0.05672607562128906,-0.03852531975630025
7241,1979-06-30,CVS,450.703,211.685,0.87,179.002,256.607,488.899,,0.341,0.271,8.413,4.57,11.775,0.473,0.197,0.362,0.409,0.104,3.831,60.663,2.829,0.061,0.049,0.417,0.755,2.432,2.066,28.625,-0.03852531975630025,0.010599841554009837
7241,1979-09-30,CVS,512.592,217.217,1.08,223.522,299.772,526.508,,0.333,0.265,7.239,5.19,11.413,0.46,0.197,0.368,0.407,0.101,3.839,60.663,2.826,0.06,0.048,0.412,0.747,2.412,1.739,30.5,0.010599841554009837,-0.09264952825060102
7241,1979-12-31,CVS,540.558,232.799,1.84,204.006,296.601,637.825,,0.316,0.258,6.188,6.4,7.041,0.43,0.341,0.404,0.405,0.101,3.665,74.479,2.806,0.062,0.05,0.344,0.695,2.65,1.468,27.5,-0.09264952825060102,0.00874223053211376
7241,1980-03-31,CVS,565.707,239.014,0.28,239.688,327.112,434.88,,0.321,0.265,7.647,5.14,8.966,0.441,0.341,0.378,0.403,0.098,3.683,74.479,2.812,0.06,0.049,0.41,0.732,2.446,1.837,26.25,0.00874223053211376,0.2000349831381274
7241,1980-06-30,CVS,526.426,247.602,0.98,205.386,289.374,572.861,,0.318,0.261,9.061,4.22,10.4,0.434,0.341,0.377,0.403,0.097,3.753,74.479,2.819,0.06,0.048,0.475,0.721,2.458,2.165,34.625,0.2000349831381274,-0.007961578133058422
7241,1980-09-30,CVS,587.892,262.67,1.12,247.483,333.205,585.146,,0.31,0.253,8.531,4.44,10.071,0.42,0.341,0.375,0.403,0.095,3.921,74.479,2.786,0.06,0.048,0.493,0.707,2.477,1.962,37.75,-0.007961578133058422,-0.16156807847782417
7241,1980-12-31,CVS,605.833,283.635,2.16,228.975,313.03,739.357,,0.308,0.243,9.581,4.14,9.658,0.408,0.298,0.349,0.405,0.098,4.066,55.931,2.805,0.061,0.049,0.619,0.604,2.646,2.152,34.75,-0.16156807847782417,0.26801634708732713
7241,1981-03-31,CVS,644.393,287.259,0.2,275.904,354.043,469.909,,0.302,0.244,10.538,3.83,11.164,0.406,0.298,0.345,0.404,0.094,4.422,55.931,2.748,0.06,0.048,0.75,0.663,2.469,2.332,44.125,0.26801634708732713,0.02672200466588892
7241,1981-06-30,CVS,596.492,302.333,1.23,234.806,313.051,680.408,,0.308,0.247,8.678,4.4,8.432,0.414,0.298,0.321,0.404,0.095,4.423,55.931,2.773,0.061,0.049,0.579,0.643,2.466,1.942,43.75,0.02672200466588892,0.08026348165971675
