gvkey,datadate,tic,actq,ancq,epsfxq,lctq,ltq,revtq,capxy,roa,roe,pe_inc,divyield,pcf,roce,fcf_ocf,debt_ebitda,gpm,opmad,evm,intcov_ratio,at_turn,cfm,npm,PEG_trailing,de_ratio,curr_ratio,ptb,price,relative_quarterly_return,target
1690,1980-12-31,AAPL,145.72,16.402,0.14,28.866,31.117,67.621,,0.851,0.868,80.303,,-74.325,1.24,,0.027,0.433,0.202,13.535,56.192,2.206,0.112,0.1,,0.556,2.612,11.083,34.12496948,,-0.28381891270125936
1690,1981-03-31,AAPL,173.152,17.587,0.16,39.428,43.693,78.765,,0.606,0.468,77.035,,-85.319,1.587,,0.02,0.44,0.194,17.753,45.675,1.917,0.112,0.104,,0.42,3.234,12.188,24.49998474,-0.28381891270125936,0.09644511616534701
1690,1981-06-30,AAPL,201.262,21.085,0.21,49.914,58.268,90.719,,0.539,0.388,34.698,,-56.89,2.136,,0.028,0.463,0.206,18.791,54.142,1.74,0.112,0.115,,0.368,3.681,6.507,25.99998474,0.09644511616534701,-0.2989121448014944
1690,1981-09-30,AAPL,227.104,27.734,0.19,70.28,77.451,97.678,,0.467,0.376,26.607,,-44.727,0.583,,0.182,0.487,0.198,11.468,50.879,2.091,0.143,0.118,,0.437,3.231,5.659,15.24999619,-0.2989121448014944,0.3959903198779462
1690,1981-12-31,AAPL,249.16,36.026,0.24,83.952,92.894,133.553,,0.409,0.286,22.812,,-180.62,0.429,,0.031,0.503,0.186,14.316,50.879,1.682,0.14,0.114,,0.4,3.492,5.086,22.12498474,0.3959903198779462,-0.1508745905647858
1690,1982-03-31,AAPL,263.14,39.249,0.24,72.3,85.1,131.019,,0.402,0.285,15.909,,31.409,0.479,,0.028,0.519,0.183,11.643,50.879,1.702,0.139,0.111,,0.418,3.403,3.478,16.87498474,-0.1508745905647858,-0.2234543478188763
1690,1982-06-30,AAPL,283.437,40.524,0.26,76.377,89.427,142.681,,0.39,0.274,19.355,,21.844,0.507,,0.027,0.53,0.174,9.045,50.879,1.732,0.138,0.106,,0.42,3.377,4.176,12.74999619,-0.2234543478188763,0.3327493914162245
1690,1982-09-30,AAPL,317.075,40.712,0.32,85.756,100.695,175.808,,0.388,0.271,30.071,,22.712,0.449,0.672,0.062,0.534,0.175,8.84,,1.903,0.134,0.105,,0.392,3.697,6.792,18.24998474,0.3327493914162245,0.4690753632348894
1690,1982-12-31,AAPL,361.065,47.092,0.4,94.876,118.414,214.293,,0.437,0.302,37.398,,25.365,0.461,0.672,0.023,0.547,0.181,8.025,,1.907,0.135,0.107,,0.394,3.719,8.444,29.875,0.4690753632348894,0.326626396485165
1690,1983-03-31,AAPL,407.248,52.209,0.4,103.054,133.713,227.982,,0.457,0.308,41.848,,34.438,0.534,0.672,0.02,0.547,0.183,9.364,,1.964,0.133,0.107,,0.399,3.802,9.489,42.25,0.326626396485165,0.057759231635760466
1690,1983-06-30,AAPL,467.211,57.981,0.4,127.201,164.446,267.284,,0.462,0.306,24.507,,42.421,0.605,0.672,0.018,0.534,0.178,11.437,,2.023,0.126,0.102,,0.419,3.779,5.515,48.875,0.057759231635760466,-0.5147193082838677
1690,1983-09-30,AAPL,468.993,87.586,0.08,128.786,178.678,273.21,,0.333,0.22,15.918,,353.76,0.403,-44.598,0.009,0.508,0.132,9.01,,2.15,0.101,0.078,,0.473,3.642,2.828,23.125,-0.5147193082838677,0.06091862923319524
1690,1983-12-31,AAPL,510.515,96.966,0.1,162.563,221.329,316.228,13.82,0.242,0.159,26.786,,114.814,0.403,-44.598,0.009,0.478,0.087,17.499,,2.019,0.076,0.054,0.459,0.481,3.554,3.514,24.375,0.06091862923319524,0.05024789071354274
1690,1984-03-31,AAPL,528.553,97.744,0.15,164.676,224.827,300.102,20.895,0.173,0.109,40.24,,195.875,0.403,-44.598,0.009,0.456,0.056,19.538,,1.998,0.063,0.038,1.056,0.517,3.387,3.817,24.75,0.05024789071354274,0.10840024824193695
1690,1984-06-30,AAPL,611.341,96.611,0.3,218.759,283.61,422.143,26.764,0.129,0.089,42.063,,125.639,0.403,-44.598,0.009,0.437,0.036,19.702,,2.1,0.05,0.029,1.934,0.571,3.141,3.262,26.5,0.10840024824193695,-0.12657017148403538
1690,1984-09-30,AAPL,687.55,101.235,0.5,255.184,324.221,477.399,39.614,0.192,0.133,23.571,,-50.266,0.217,,0.0,0.445,0.06,11.753,,2.253,0.067,0.042,1.304,0.698,2.694,2.808,25.125,-0.12657017148403538,0.14328853847637024
1690,1984-12-31,AAPL,853.101,113.449,0.75,375.152,452.512,698.296,15.056,0.311,0.217,14.559,,-34.922,0.217,,0.0,0.435,0.091,7.497,,2.457,0.076,0.055,0.411,0.712,2.644,2.541,29.125,0.14328853847637024,-0.3242347611769163
1690,1985-03-31,AAPL,747.524,128.435,0.16,258.282,336.436,435.344,33.604,0.266,0.203,10.161,,-49.921,0.217,,0.0,0.428,0.087,7.609,,2.435,0.066,0.052,0.212,0.719,2.618,1.73,22.125,-0.3242347611769163,-0.24800629831144283
1690,1985-06-30,AAPL,744.372,128.61,-0.28,274.019,349.308,374.929,42.719,0.234,0.125,13.274,,10.04,0.217,0.61,0.0,0.435,0.076,7.356,,2.267,0.057,0.035,0.473,0.716,2.608,1.543,18.0,-0.24800629831144283,-0.07121420776386223
1690,1985-09-30,AAPL,822.064,114.112,0.36,295.424,385.69,409.709,54.064,0.219,0.104,20.328,,5.806,0.29,0.748,0.0,0.439,0.077,5.152,,2.224,0.054,0.032,,0.701,2.783,1.943,15.75,-0.07121420776386223,0.23645632828409635
1690,1985-12-31,AAPL,915.136,106.886,0.91,294.845,408.183,533.89,6.51,0.231,0.118,21.739,,6.293,0.297,0.867,0.0,0.477,0.093,5.709,,1.892,0.068,0.041,3.041,0.664,2.877,2.141,22.0,0.23645632828409635,0.15336391174142028
1690,1986-03-31,AAPL,950.714,105.584,0.5,264.383,391.124,408.943,18.503,0.284,0.145,24.832,,8.065,0.35,0.866,0.0,0.523,0.118,4.981,,1.777,0.089,0.054,1.003,0.652,3.041,2.963,28.25,0.15336391174142028,0.21993243368388304
1690,1986-06-30,AAPL,1000.313,115.119,0.49,272.387,405.221,448.279,48.071,0.318,0.208,16.372,,8.961,0.421,0.775,0.0,0.543,0.143,5.204,,1.744,0.109,0.08,0.407,0.626,3.272,2.805,35.875,0.21993243368388304,0.01161643914773891
1690,1986-09-30,AAPL,1040.933,119.194,0.51,328.534,466.041,510.786,66.629,0.31,0.209,16.736,,9.223,0.44,0.755,0.0,0.558,0.144,6.463,,1.815,0.108,0.081,0.426,0.671,3.168,3.012,33.5,0.01161643914773891,0.16205050314741354
1690,1986-12-31,AAPL,1153.254,121.652,0.91,359.666,516.649,662.253,15.74,0.293,0.195,29.046,,17.153,0.393,0.704,0.0,0.561,0.13,6.833,,1.763,0.104,0.077,0.578,0.629,3.384,4.799,40.5,0.16205050314741354,0.3880668462160801
1690,1987-03-31,AAPL,1242.66,132.805,0.51,363.342,540.527,575.327,38.699,0.28,0.186,32.645,0.608,24.437,0.373,0.58,0.0,0.545,0.12,8.567,,1.784,0.099,0.072,0.533,0.643,3.352,4.997,64.5,0.3880668462160801,-0.4142596327861534
1690,1987-06-30,AAPL,1244.166,144.482,0.4,404.782,608.62,637.064,61.006,0.295,0.198,39.56,0.444,39.07,0.401,0.542,0.0,0.542,0.126,9.544,,1.835,0.101,0.075,0.593,0.695,3.214,6.898,40.5,-0.4142596327861534,0.336410412605588
1690,1987-09-30,AAPL,1307.425,170.506,0.54,478.678,641.443,786.424,86.127,0.335,0.238,20.0,0.97,26.853,0.485,0.444,0.0,0.539,0.14,16.119,,2.017,0.108,0.082,0.345,0.767,2.731,4.164,56.5,0.336410412605588,-0.024371686365500023
1690,1987-12-31,AAPL,1430.884,192.016,0.92,564.955,753.884,1042.442,34.14,0.386,0.287,20.331,0.744,19.923,0.573,0.61,0.0,0.539,0.151,10.122,,2.074,0.116,0.092,0.399,0.766,2.884,5.047,42.0,-0.024371686365500023,-0.09541733157566079
1690,1988-03-31,AAPL,1405.341,222.635,0.61,506.306,722.673,867.161,68.059,0.408,0.322,16.802,0.771,18.438,0.63,0.586,0.0,0.541,0.157,9.363,,2.179,0.12,0.098,0.328,0.804,2.756,4.583,40.0,-0.09541733157566079,0.09981676580787191
1690,1988-06-30,AAPL,1427.99,267.028,0.71,542.922,780.452,993.051,101.198,0.422,0.35,14.344,0.803,17.285,0.671,0.553,0.0,0.539,0.154,8.904,,2.297,0.119,0.099,0.192,0.822,2.662,4.243,46.25,0.09981676580787191,-0.05905133652848471
1690,1988-09-30,AAPL,1782.994,299.092,0.84,827.093,1078.661,1168.719,144.001,0.392,0.355,12.216,1.06,15.688,0.63,0.511,0.183,0.53,0.152,7.79,153.663,2.287,0.117,0.098,0.138,1.075,2.156,3.681,43.25,-0.05905133652848471,-0.09073152605110102
1690,1988-12-31,AAPL,1924.983,351.164,1.1,857.51,1132.851,1405.137,73.967,0.422,0.366,11.12,1.1,22.739,0.689,0.064,0.093,0.521,0.148,7.131,153.663,2.309,0.114,0.095,0.139,0.936,2.393,3.148,40.25,-0.09073152605110102,-0.17665967688981177
1690,1989-03-31,AAPL,1920.623,400.397,0.44,797.633,1115.682,1246.917,124.124,0.373,0.32,15.453,0.838,38.382,0.589,-0.295,0.148,0.508,0.13,7.257,153.663,2.299,0.101,0.082,0.242,0.963,2.333,3.894,35.625,-0.17665967688981177,0.07952121630763243
1690,1989-06-30,AAPL,1961.07,439.401,0.74,746.8,1080.982,1248.212,179.287,0.355,0.3,14.263,0.899,14.08,0.543,0.44,0.164,0.506,0.126,6.842,153.663,2.233,0.1,0.079,0.313,0.944,2.35,3.379,41.25,0.07952121630763243,-0.019237154233065823
1690,1989-09-30,AAPL,2294.428,449.471,1.24,895.243,1258.153,1383.747,238.993,0.315,0.293,12.535,0.994,11.013,0.474,0.529,0.075,0.514,0.12,7.477,,2.19,0.11,0.086,0.27,0.847,2.563,3.022,44.5,-0.019237154233065823,-0.22003758727053024
1690,1989-12-31,AAPL,2325.549,487.785,0.96,892.67,1289.511,1493.383,62.868,0.319,0.272,10.059,1.29,6.586,0.453,0.647,0.108,0.526,0.117,6.423,,2.091,0.109,0.082,0.226,0.857,2.551,2.216,35.25,-0.22003758727053024,0.17993112499849484
1690,1990-03-31,AAPL,2269.736,505.934,1.04,774.297,1224.776,1346.202,105.691,0.354,0.296,10.364,1.07,5.389,0.507,0.766,0.058,0.549,0.136,5.601,,2.039,0.124,0.094,0.197,0.825,2.675,2.541,40.25,0.17993112499849484,0.058615385908437734
1690,1990-06-30,AAPL,2338.974,550.562,0.96,886.888,1382.689,1364.76,156.454,0.357,0.29,8.81,1.19,4.686,0.51,0.771,0.044,0.562,0.139,5.35,,1.992,0.129,0.096,0.176,0.85,2.676,2.211,44.75,0.058615385908437734,-0.23162683399292017
1690,1990-09-30,AAPL,2403.326,572.381,0.81,1027.055,1528.887,1354.09,224.305,0.332,0.25,9.748,1.31,4.398,0.479,0.767,0.129,0.568,0.134,3.657,,1.944,0.122,0.085,0.271,1.057,2.34,2.176,29.0,-0.23162683399292017,0.4342414428145043
1690,1990-12-31,AAPL,2544.009,613.249,1.28,1072.273,1612.185,1675.506,74.166,0.333,0.254,13.998,0.838,7.04,0.479,0.747,0.05,0.564,0.131,4.927,,1.946,0.122,0.087,0.533,0.95,2.541,3.139,43.0,0.4342414428145043,0.45699343496161116
1690,1991-03-31,AAPL,2812.86,609.316,1.07,996.167,1607.798,1597.678,113.197,0.319,0.249,11.408,1.02,9.192,0.473,0.619,0.047,0.548,0.123,5.811,,1.926,0.117,0.083,0.596,0.971,2.536,2.305,68.0,0.45699343496161116,-0.4075351309389901
1690,1991-06-30,AAPL,2828.334,627.127,-0.44,1286.811,1789.114,1528.604,166.724,0.289,0.155,19.485,0.906,36.439,0.426,-0.373,0.086,0.528,0.112,5.996,,1.893,0.087,0.053,5.036,1.01,2.416,2.871,41.5,-0.4075351309389901,0.1664692215092376
1690,1991-09-30,AAPL,2863.61,629.987,0.67,1217.051,1726.921,1507.061,218.348,0.271,0.147,19.671,0.946,46.693,0.385,-0.697,0.17,0.507,0.106,6.861,,1.95,0.082,0.049,,0.977,2.353,2.639,49.5,0.1664692215092376,0.06352664478018988
1690,1991-12-31,AAPL,3071.55,673.914,1.36,1270.754,1822.696,1862.612,51.649,0.27,0.145,25.376,0.711,38.545,0.396,0.056,0.098,0.486,0.109,7.084,,1.841,0.082,0.05,,0.969,2.427,3.232,56.375,0.06352664478018988,0.06538678210698456
1690,1992-03-31,AAPL,3256.943,683.931,1.09,1250.929,1853.924,1716.025,93.563,0.267,0.141,22.295,0.803,13.929,0.388,0.615,0.129,0.474,0.11,6.616,,1.808,0.082,0.05,,0.966,2.392,2.669,58.25,0.06538678210698456,-0.18698897520161917
1690,1992-06-30,AAPL,3423.152,698.0,1.07,1357.707,1999.757,1740.171,151.039,0.276,0.214,10.979,1.04,5.942,0.401,0.779,0.126,0.47,0.117,6.369,,1.784,0.107,0.075,0.617,0.937,2.475,1.974,48.0,-0.18698897520161917,-0.0835641824292318
1690,1992-09-30,AAPL,3558.394,665.297,0.81,1425.52,2036.321,1767.734,194.853,0.265,0.209,13.279,0.835,7.716,0.376,0.78,0.18,0.467,0.114,5.407,,1.837,0.105,0.075,0.925,0.931,2.496,2.437,45.125,-0.0835641824292318,0.28123232232151274
1690,1992-12-31,AAPL,3703.323,791.282,1.33,1537.819,2211.807,2000.292,44.289,0.247,0.196,12.326,0.906,9.508,0.354,0.715,0.174,0.457,0.109,6.503,,1.722,0.101,0.073,0.775,0.934,2.502,2.112,59.75,0.28123232232151274,-0.1747051822980411
1690,1993-03-31,AAPL,3654.637,815.449,0.92,1469.503,2183.876,1973.894,92.782,0.225,0.179,13.711,0.848,21.017,0.317,0.382,0.163,0.441,0.099,6.555,,1.729,0.094,0.067,1.814,0.95,2.476,2.2,51.5,-0.1747051822980411,-0.23048574212507145
1690,1993-06-30,AAPL,3920.371,847.609,-1.63,2097.246,2747.511,1861.979,165.407,0.171,0.063,18.531,1.81,-12.72,0.234,0.78,0.251,0.41,0.073,8.014,,1.694,0.048,0.024,,1.046,2.272,1.147,39.5,-0.23048574212507145,-0.4268725554459487
1690,1993-09-30,AAPL,4338.352,833.058,0.02,2515.202,3145.032,2140.789,213.118,0.127,0.032,43.151,1.52,-5.528,0.165,,1.378,0.363,0.054,5.923,36.542,1.698,0.032,0.011,,1.552,1.725,1.377,23.375,-0.4268725554459487,0.23495095718464398
1690,1993-12-31,AAPL,4208.004,834.434,0.34,2328.161,2989.179,2468.854,23.564,0.09,-0.012,-104.29,1.32,-11.393,0.102,,1.145,0.317,0.03,10.978,36.542,1.737,0.016,-0.004,,1.319,1.917,1.567,29.25,0.23495095718464398,0.18108700651309717
1690,1994-03-31,AAPL,4421.793,864.09,0.15,2172.07,3176.794,2076.7,99.386,0.059,-0.046,-26.116,1.64,-10.312,0.047,,2.348,0.282,0.014,15.156,36.542,1.687,0.004,-0.015,,1.469,1.853,1.23,33.25,0.18108700651309717,-0.19964255480210724
1690,1994-06-30,AAPL,4259.988,863.422,1.16,1917.487,2878.295,2149.908,123.375,0.074,0.073,21.669,1.33,45.036,0.078,-0.689,2.116,0.269,0.024,10.861,36.542,1.714,0.041,0.022,13.116,1.445,1.929,1.476,26.5,-0.19964255480210724,0.22970112236560225
1690,1994-09-30,AAPL,4476.449,826.293,0.95,1944.305,2919.441,2493.286,159.587,0.108,0.109,14.272,1.29,6.042,0.136,0.783,1.059,0.273,0.043,8.207,9.972,1.755,0.052,0.034,0.177,1.225,2.302,1.458,33.68699646,0.22970112236560225,0.16515121044072056
1690,1994-12-31,AAPL,4718.0,815.0,1.55,1935.0,2971.0,2832.0,22.0,0.147,0.16,10.367,1.22,5.757,0.203,0.841,0.895,0.286,0.063,6.075,9.972,1.798,0.065,0.048,,1.285,2.243,1.438,39.0,0.16515121044072056,-0.18638399399716266
1690,1995-03-31,AAPL,5161.0,889.0,0.59,2243.0,3336.0,2652.0,52.0,0.166,0.17,9.779,1.15,5.964,0.242,0.867,0.81,0.288,0.072,5.369,9.972,1.841,0.066,0.051,,1.222,2.315,1.438,35.25,-0.18638399399716266,0.22940649794945633
1690,1995-06-30,AAPL,5191.0,921.0,0.83,2178.0,3284.0,2575.0,110.0,0.169,0.15,10.969,1.12,7.765,0.244,0.783,0.74,0.291,0.074,5.754,9.972,1.835,0.06,0.045,0.384,1.193,2.355,1.444,46.43699646,0.22940649794945633,-0.2706419083593432
1690,1995-09-30,AAPL,5224.0,1007.0,0.47,2325.0,3330.0,3003.0,159.0,0.137,0.127,11.083,1.26,-19.527,0.199,,0.97,0.27,0.06,6.78,13.771,1.918,0.05,0.038,0.161,1.148,2.247,1.301,37.25,-0.2706419083593432,-0.19823003961202645
1690,1995-12-31,AAPL,5551.0,1002.0,-0.56,2705.0,3759.0,3148.0,31.0,0.068,0.048,20.677,,-6.691,0.079,,1.974,0.233,0.024,13.324,4.741,1.824,0.026,0.015,,1.22,2.235,0.955,31.875,-0.19823003961202645,-0.2907981723358404
1690,1996-03-31,AAPL,4277.0,957.0,-5.99,2273.0,3178.0,2185.0,40.0,-0.115,-0.181,-4.976,,-3.684,-0.24,,-1.02,0.142,-0.079,-7.01,-14.197,1.809,-0.046,-0.059,,1.281,2.135,1.216,24.56199646,-0.2907981723358404,-0.1789031302703683
1690,1996-06-30,AAPL,4454.0,891.0,-0.26,1926.0,3325.0,2179.0,55.0,-0.167,-0.233,-3.825,,-5.351,-0.337,,-0.835,0.115,-0.108,-4.353,-19.965,1.8,-0.062,-0.074,,1.391,2.114,1.215,21.0,-0.1789031302703683,0.039612354925275595
1690,1996-09-30,AAPL,4515.0,849.0,0.2,2003.0,3306.0,2321.0,67.0,-0.181,-0.271,-3.661,,5.787,-0.351,0.871,-1.083,0.114,-0.122,-3.719,-20.067,1.696,-0.067,-0.083,,1.606,2.254,1.245,22.18699646,0.039612354925275595,-0.13687142438986488
1690,1996-12-31,AAPL,4419.0,853.0,-0.96,2044.0,3330.0,2129.0,20.0,-0.19,-0.313,-2.318,,4.752,-0.382,0.718,-0.948,0.117,-0.137,-3.518,-20.067,1.662,-0.083,-0.098,,1.627,2.142,0.889,20.875,-0.13687142438986488,-0.1478615251070341
1690,1997-03-31,AAPL,3642.0,845.0,-5.64,2011.0,3245.0,1601.0,36.0,-0.056,-0.34,-2.496,,2.362,-0.138,0.881,-3.776,0.211,-0.051,-12.421,-20.067,1.608,-0.087,-0.101,,1.819,2.133,1.379,18.25,-0.1478615251070341,-0.38826620560682734
1690,1997-06-30,AAPL,3493.0,848.0,-0.44,1910.0,3145.0,1737.0,42.0,-0.047,-0.396,-3.18,,6.934,-0.124,0.864,-4.593,0.216,-0.047,-14.421,-20.067,1.6,-0.095,-0.11,,2.023,2.017,1.86,14.25,-0.38826620560682734,0.4516909048071609
1690,1997-09-30,AAPL,3424.0,809.0,-1.26,1818.0,3033.0,1614.0,53.0,-0.059,-0.561,-2.141,,12.087,-0.154,0.718,-3.425,0.21,-0.057,-13.687,-5.676,1.476,-0.131,-0.148,,2.528,1.883,1.729,21.68699646,0.4516909048071609,-0.4192370205879965
1690,1997-12-31,AAPL,3373.0,753.0,0.33,1669.0,2882.0,1578.0,7.0,-0.026,-0.532,-3.37,,12.761,-0.099,0.831,-8.718,0.221,-0.037,-27.502,-5.676,1.52,-0.116,-0.134,,2.52,1.881,2.232,13.125,-0.4192370205879965,0.959916639800815
1690,1998-03-31,AAPL,3213.0,750.0,0.38,1384.0,2575.0,1405.0,12.0,0.027,-0.081,-26.894,,12.215,-0.001,0.9,8.56,0.235,-0.0,30.709,-5.676,1.52,0.001,-0.018,,2.314,1.991,2.4,27.5,0.959916639800815,0.014055428347463872
1690,1998-06-30,AAPL,3375.0,666.0,0.65,1389.0,2555.0,1402.0,29.0,0.061,0.03,1.989,,6.46,0.059,0.938,3.805,0.252,0.021,16.091,-5.676,1.466,0.029,0.007,,2.077,2.138,2.711,28.6875,0.014055428347463872,0.43201526437930793
1690,1998-09-30,AAPL,3698.0,591.0,0.68,1520.0,2647.0,1556.0,46.0,0.089,0.207,15.208,,5.59,0.12,0.941,2.517,0.268,0.045,16.512,4.323,1.394,0.071,0.052,,1.612,2.433,2.602,38.125,0.43201526437930793,-0.1349000227442676
1690,1998-12-31,AAPL,3867.0,725.0,0.95,1484.0,2669.0,1710.0,5.0,0.112,0.274,0.117,,5.554,0.157,0.949,2.081,0.282,0.058,12.261,4.323,1.439,0.086,0.068,,1.622,2.45,2.37,40.9375,-0.1349000227442676,-0.16862178911355974
1690,1999-03-31,AAPL,4092.0,843.0,0.84,1544.0,2760.0,1530.0,24.0,0.117,0.295,0.126,,6.19,0.162,0.94,1.931,0.285,0.063,12.065,4.323,1.388,0.096,0.08,,1.471,2.532,2.629,35.9375,-0.16862178911355974,0.22157654958290096
1690,1999-06-30,AAPL,4298.0,721.0,1.2,1539.0,2049.0,1558.0,31.0,0.116,0.318,0.159,,9.857,0.164,0.947,1.529,0.286,0.067,12.952,4.323,1.349,0.108,0.094,0.0,1.162,2.621,2.938,46.3125,0.22157654958290096,0.4326352638477443
1690,1999-09-30,AAPL,4285.0,876.0,0.63,1549.0,2057.0,1336.0,47.0,0.1,0.249,27.112,,19.766,0.135,0.941,0.637,0.29,0.063,22.57,8.213,1.298,0.112,0.098,,0.663,2.766,4.988,63.3125,0.4326352638477443,0.4784629574402659
1690,1999-12-31,AAPL,4909.0,2677.0,1.03,1965.0,3172.0,2343.0,38.0,0.109,0.241,0.277,,19.486,0.151,0.916,0.86,0.281,0.068,19.266,12.694,1.192,0.106,0.093,,0.793,2.665,3.572,102.8125,0.4784629574402659,0.30101007844189875
1690,2000-03-31,AAPL,4912.0,2095.0,1.28,1853.0,2792.0,1945.0,65.0,0.109,0.214,0.181,,18.474,0.155,0.881,0.485,0.285,0.075,23.49,20.731,1.16,0.113,0.102,,0.685,2.665,2.906,135.8125,0.30101007844189875,-0.5850102478052592
1690,2000-06-30,AAPL,5157.0,1775.0,0.55,1873.0,2756.0,1825.0,76.0,0.111,0.181,0.537,,22.351,0.158,0.896,0.436,0.291,0.081,24.587,30.15,1.117,0.109,0.098,0.001,0.677,2.661,4.297,52.375,-0.5850102478052592,-0.4959168133223645
1690,2000-09-30,AAPL,5427.0,1376.0,0.47,1933.0,2696.0,1870.0,107.0,0.118,0.205,7.569,,6.707,0.163,0.87,0.426,0.282,0.078,12.812,29.524,1.335,0.109,0.098,,0.656,2.808,1.233,25.75,-0.4959168133223645,-0.34141872160095665
1690,2000-12-31,AAPL,4926.0,1060.0,-0.61,1637.0,2274.0,1007.0,22.0,0.013,0.083,0.302,,14.354,0.0,0.793,3.364,0.245,0.0,151.325,0.095,0.995,0.073,0.06,,0.649,2.799,1.565,14.875,-0.34141872160095665,0.6048460232397864
1690,2001-03-31,AAPL,5345.0,785.0,0.12,1795.0,2392.0,1431.0,39.0,-0.013,0.046,0.614,,20.785,-0.041,0.758,-3.529,0.239,-0.029,-114.65,-8.381,0.949,0.048,0.034,,0.643,2.881,1.733,22.07,0.6048460232397864,-0.0017680430278983472
1690,2001-06-30,AAPL,5248.0,823.0,0.17,1614.0,2213.0,1475.0,69.0,-0.033,0.016,1.577,,95.699,-0.072,-0.471,-1.468,0.234,-0.052,-36.44,-15.1,0.926,0.027,0.012,0.002,0.621,3.001,1.572,23.25,-0.0017680430278983472,-0.18110073973141194
1690,2001-09-30,AAPL,5143.0,878.0,0.19,1518.0,2101.0,1450.0,232.0,-0.036,-0.009,-304.29,,40.426,-0.078,-0.254,-1.372,0.249,-0.062,-24.934,-20.813,0.836,0.012,-0.007,,0.536,3.388,1.787,15.51,-0.18110073973141194,0.3065279137228878
1690,2001-12-31,AAPL,5272.0,850.0,0.11,1579.0,2156.0,1375.0,36.0,0.035,0.051,0.657,,31.952,0.026,-0.025,1.486,0.311,0.019,35.475,7.643,0.942,0.055,0.036,,0.572,3.229,1.814,21.9,0.3065279137228878,0.08216328774759629
1690,2002-03-31,AAPL,5414.0,850.0,0.11,1709.0,2250.0,1495.0,79.0,0.042,0.049,0.717,,28.978,0.034,0.049,1.23,0.313,0.025,30.226,11.917,0.947,0.055,0.035,,0.553,3.283,1.953,23.67,0.08216328774759629,-0.09621927906396421
1690,2002-06-30,AAPL,5443.0,850.0,0.09,1718.0,2227.0,1429.0,110.0,0.037,0.042,0.538,,18.772,0.027,0.032,1.374,0.309,0.02,31.835,10.364,0.931,0.051,0.031,0.031,0.547,3.261,1.243,17.72,-0.09621927906396421,-0.023392135781816314
1690,2002-09-30,AAPL,5388.0,910.0,-0.13,1658.0,2203.0,1443.0,174.0,0.027,0.015,86.111,,62.524,0.011,-0.955,1.927,0.3,0.008,33.664,4.182,0.932,0.032,0.011,,0.538,3.25,1.287,14.5,-0.023392135781816314,-0.09087388832659937
1690,2002-12-31,AAPL,5384.0,885.0,-0.02,1595.0,2153.0,1472.0,20.0,0.021,0.005,5.361,,34.464,0.003,-0.006,2.374,0.293,0.002,49.569,1.2,0.93,0.024,0.004,,0.542,3.238,1.243,14.33,-0.09087388832659937,0.022703003879988803
1690,2003-03-31,AAPL,5468.0,893.0,0.04,2007.0,2222.0,1475.0,60.0,0.017,-0.001,-16.027,,25.94,-0.004,0.387,3.034,0.295,-0.003,55.666,-1.889,0.923,0.02,-0.001,,0.536,3.107,1.586,14.14,0.022703003879988803,0.19901842910969703
1690,2003-06-30,AAPL,5546.0,895.0,0.05,2025.0,2243.0,1545.0,106.0,0.015,-0.004,-6.729,,27.504,-0.005,0.43,3.263,0.295,-0.004,61.938,-2.625,0.936,0.018,-0.003,,0.533,2.991,1.952,19.06,0.19901842910969703,0.06506157811173385
1690,2003-09-30,AAPL,5887.0,928.0,0.11,2357.0,2592.0,1715.0,164.0,0.021,0.016,110.053,,26.589,0.006,0.433,2.222,0.293,0.004,57.767,3.125,0.947,0.029,0.011,,0.614,2.498,1.82,20.72,0.06506157811173385,-0.08504851288142956
1690,2003-12-31,AAPL,6029.0,942.0,0.17,2382.0,2641.0,2006.0,44.0,0.035,0.032,1.124,,22.221,0.025,0.528,1.341,0.29,0.017,31.651,14.125,1.014,0.037,0.02,0.007,0.574,2.614,2.042,21.37,-0.08504851288142956,0.25247357827105055
1690,2004-03-31,AAPL,5784.0,951.0,0.12,1980.0,2245.0,1909.0,79.0,0.045,0.04,1.089,,29.54,0.039,0.493,0.766,0.289,0.025,28.078,25.143,1.064,0.04,0.024,,0.564,2.659,2.375,27.04,0.25247357827105055,0.19041189439429496
1690,2004-06-30,AAPL,6286.0,937.0,0.16,2155.0,2411.0,2014.0,117.0,0.057,0.049,1.081,,23.723,0.054,0.69,0.392,0.29,0.032,25.066,49.4,1.102,0.045,0.028,,0.554,2.703,2.78,32.54,0.19041189439429496,0.21386016755960247
1690,2004-09-30,AAPL,7055.0,995.0,0.26,2680.0,2974.0,2350.0,176.0,0.067,0.059,94.437,,28.863,0.073,0.812,0.0,0.291,0.042,30.428,116.333,1.114,0.051,0.033,18.157,0.586,2.632,5.311,38.75,0.21386016755960247,0.5746021385749818
1690,2004-12-31,AAPL,8322.0,1040.0,0.7,3224.0,3572.0,3490.0,58.0,0.115,0.109,1.292,,24.603,0.143,0.872,0.0,0.295,0.069,19.09,678.0,1.245,0.068,0.052,0.005,0.555,2.734,6.201,64.4,0.5746021385749818,-0.32709876920314107
1690,2005-03-31,AAPL,9007.0,1104.0,0.33,3352.0,3725.0,3243.0,101.0,0.15,0.147,1.595,,16.671,0.201,0.899,0.0,0.299,0.091,18.719,116.333,1.277,0.082,0.067,,0.575,2.688,5.026,41.67,-0.32709876920314107,-0.12572781588851956
