epoch,step,train_loss
0,49,0.05844145640730858
0,99,0.06790541857481003
0,149,0.04169541969895363
0,199,0.009983655996620655
0,249,0.0002535821695346385
0,299,0.0019052374409511685
0,349,0.1503795087337494
0,399,0.010070321150124073
0,449,0.011189891956746578
0,499,0.1523716151714325
0,549,0.2464998960494995
0,599,0.282429575920105
0,649,1.7709795429254882e-05
0,699,0.0009222104563377798
0,749,0.0016716393874958158
0,799,0.013277221471071243
0,849,0.0247211717069149
0,899,0.002372946823015809
0,949,0.0012706698616966605
0,999,0.04228128865361214
0,1049,0.033990830183029175
0,1099,0.006489786319434643
0,1149,0.0009716963395476341
0,1199,0.0892588198184967
0,1249,0.008809229359030724
0,1299,0.0002293376310262829
0,1349,0.013419406488537788
0,1399,0.00025966245448216796
0,1449,0.0029291671235114336
0,1499,0.2208441197872162
0,1549,0.0009083250188268721
0,1599,0.0131698502227664
0,1649,0.049881771206855774
0,1699,0.0028415024280548096
0,1749,0.008948304690420628
0,1799,0.012086906470358372
0,1849,0.026840394362807274
0,1899,0.005932675674557686
0,1949,3.5416221635387046e-06
0,1999,3.303843186586164e-05
0,2049,0.0007888187537901103
0,2099,0.02572055533528328
0,2149,0.013116329908370972
0,2199,0.0005309930420480669
0,2249,0.0017108750762417912
0,2299,0.019525881856679916
0,2349,0.0014052849728614092
0,2399,0.010240532457828522
0,2449,0.005809802561998367
0,2499,0.05946311727166176
0,2549,0.00795501098036766
0,2599,0.00246740342117846
0,2649,0.004535534884780645
0,2699,0.0009408179321326315
0,2749,0.007650281768292189
0,2799,0.00027748532011173666
0,2849,0.026345301419496536
0,2899,0.06342549622058868
0,2949,0.0013727028854191303
0,2999,0.0007783648325130343
0,3049,0.025409016758203506
0,3099,0.003238309407606721
0,3149,0.019032128155231476
0,3199,0.008024405688047409
0,3249,0.00030648356187157333
0,3299,0.19132296741008759
0,3349,0.01698797382414341
0,3399,6.5215813265240286e-06
0,3449,0.007302506361156702
0,3499,0.06072072312235832
0,3549,0.03015291318297386
0,3599,0.0007588954758830369
0,3649,0.009910475462675095
0,3699,0.011152951046824455
0,3749,0.009340624324977398
0,3799,0.00018707217532210052
0,3849,0.08965229988098145
0,3899,0.0001232159702340141
0,3949,0.01161531638354063
0,3999,0.0032001531217247248
0,4049,6.394885713234544e-05
0,4099,0.0035675843246281147
0,4149,0.0006948250229470432
0,4199,0.0032963231205940247
0,4249,0.00021227344404906034
0,4299,0.010225367732346058
0,4349,0.004375179298222065
0,4399,0.011679614894092083
0,4449,0.04221755266189575
0,4499,0.00012922640598844737
0,4549,5.038367362431018e-06
0,4599,0.023690974339842796
0,4649,0.0026927965227514505
0,4699,0.013819262385368347
0,4749,0.0018498130375519395
0,4799,0.01294611394405365
0,4849,0.0021522657480090857
0,4899,0.07459335774183273
0,4949,0.008531950414180756
0,4999,0.0025951629504561424
0,5049,3.143977167496814e-08
0,5099,1.0964354260067921e-05
0,5149,0.025303544476628304
0,5199,0.006804231088608503
0,5249,0.021804338321089745
0,5299,0.006693980190902948
0,5349,0.01138669066131115
0,5399,2.0344672520877793e-05
0,5449,0.052000995725393295
0,5499,0.00020906879217363894
0,5549,0.015126482583582401
0,5599,0.0035153755452483892
0,5649,1.739305410808356e-08
0,5699,0.057936765253543854
0,5749,0.05461271107196808
0,5799,0.012009947560727596
0,5849,0.011236279271543026
0,5899,0.13696078956127167
0,5949,0.004798838868737221
0,5999,0.003180739004164934
0,6049,0.0464225634932518
0,6099,0.0037712675984948874
0,6149,0.002659182297065854
0,6199,0.0017829358112066984
0,6249,0.05045708268880844
0,6299,0.00019761090516112745
0,6349,0.011986279860138893
0,6399,0.0002555775281507522
0,6449,0.015008581802248955
0,6499,0.002635803073644638
0,6549,0.00460352236405015
0,6599,0.00023789402621332556
0,6649,0.010182168334722519
0,6699,0.007487600669264793
0,6749,0.028481386601924896
0,6799,0.04888365790247917
0,6849,0.000896305893547833
0,6899,0.0035651689395308495
0,6949,0.0010092082666233182
0,6999,0.006134437397122383
0,7049,0.0031225704587996006
0,7099,0.0005218120058998466
0,7149,0.0013138509821146727
0,7199,0.0031735661905258894
0,7249,0.2726340591907501
0,7299,0.02220488153398037
0,7349,0.0022959064226597548
0,7399,0.00524509372189641
0,7449,0.041494086384773254
0,7499,0.05389533191919327
0,7549,0.016399092972278595
0,7599,0.0028336814139038324
0,7649,0.0014986522728577256
0,7699,0.05374545231461525
0,7749,0.021559186279773712
0,7799,0.0028571016155183315
0,7849,3.5505593132256763e-06
0,7899,0.001583282952196896
