epoch,step,train_loss,val_loss
0,49,1.4894828796386719,
0,99,0.22020861506462097,
0,149,1.5234802961349487,
0,199,0.20615588128566742,
0,249,2.1384522914886475,
0,299,0.6577538251876831,
0,349,0.006629532668739557,
0,399,0.050551049411296844,
0,449,4.310023541620467e-06,
0,499,0.06505607068538666,
0,549,0.70061194896698,
0,599,0.1633467674255371,
0,649,0.3908095061779022,
0,699,0.12366358935832977,
0,749,0.7743315696716309,
0,799,0.6564307808876038,
0,849,0.1022132933139801,
0,899,0.08998031914234161,
0,949,0.545490026473999,
0,999,2.810615301132202,
0,1049,0.4060173034667969,
0,1099,0.3851892352104187,
0,1149,0.3175015449523926,
0,1199,0.33290523290634155,
0,1249,0.37237435579299927,
0,1279,,0.5501043796539307
1,1299,1.4403382539749146,
1,1349,0.2412979006767273,
1,1399,0.09913748502731323,
1,1449,1.2030023336410522,
1,1499,0.3079419732093811,
1,1549,0.2598552107810974,
1,1599,0.5336882472038269,
1,1649,0.32378950715065,
1,1699,0.00960124097764492,
1,1749,0.41336140036582947,
1,1799,0.3322298526763916,
1,1849,0.5491605997085571,
1,1899,0.6669272780418396,
1,1949,0.13034023344516754,
1,1999,0.005448115523904562,
1,2049,0.21918174624443054,
1,2099,0.009335204027593136,
1,2149,0.35672634840011597,
1,2199,2.0671534538269043,
1,2249,0.017998917028307915,
1,2299,2.0277318954467773,
1,2349,0.2912743091583252,
1,2399,0.3126992881298065,
1,2449,0.15602828562259674,
1,2499,0.4151217043399811,
1,2549,1.0583564043045044,
1,2559,,0.5366259813308716
2,2599,0.010258915834128857,
2,2649,0.3549748361110687,
2,2699,0.005244522821158171,
2,2749,2.973999500274658,
2,2799,0.26087549328804016,
2,2849,0.02550211176276207,
2,2899,0.13353411853313446,
2,2949,1.9520522356033325,
2,2999,0.005917677190154791,
2,3049,0.13896948099136353,
2,3099,0.21206052601337433,
2,3149,0.00180024781730026,
2,3199,0.928787887096405,
2,3249,0.3944839835166931,
2,3299,0.013941778801381588,
2,3349,0.5240899324417114,
2,3399,0.6634581685066223,
2,3449,1.401354193687439,
2,3499,0.027112575247883797,
2,3549,0.20838718116283417,
2,3599,0.003631554776802659,
2,3649,1.2442731857299805,
2,3699,0.39721834659576416,
2,3749,0.004055796191096306,
2,3799,1.3497923612594604,
2,3839,,0.5681480169296265
