Date,Volume,Return,Earnings_Per_Share,Long_Term_Debt,Net_Income,Revenue,Capital_Expenditure,Net_Profit_Margin,Debt_Equity_Ratio,Current_Ratio,Price_To_Book_Ratio,Monthly_Percent_Change,Short_MA,Long_MA,Price_Day_0,Price_Day_1,Price_Day_2,Price_Day_3,Price_Day_4,Price_Day_5,Price_Day_6,Price_Day_7,Price_Day_8,Price_Day_9,Price_Day_10,Price_Day_11,Price_Day_12,Price_Day_13,Price_Day_14,Price_Day_15,Price_Day_16,Price_Day_17,Price_Day_18,Price_Day_19,Price_Day_20,Price_Day_21,Price_Day_22,Price_Day_23,Price_Day_24,Price_Day_25,Price_Day_26,Price_Day_27,Price_Day_28,Price_Day_29,Price_Day_30
2010-09-20,21799100,0.012669,1.6,145701.0,7560.0,82747.0,11400.0,0.078,1.075,1.072,1.922,8.77335499593827,61.1,61.062,61.55,60.78,60.97,61.0,61.01,61.0,61.2,61.05,60.75,60.55,61.32,61.06,60.91,59.11,59.0,59.8,58.48,58.91,58.94,59.5,58.89,59.29,60.15,60.82,59.88,59.91,60.23,60.39,61.93,62.45,61.97
2010-09-21,20533100,-0.000162,1.6,145701.0,7560.0,82747.0,11400.0,0.078,1.075,1.072,1.922,10.237244068898285,61.29,61.16799999999999,61.54,61.55,60.78,60.97,61.0,61.01,61.0,61.2,61.05,60.75,60.55,61.32,61.06,60.91,59.11,59.0,59.8,58.48,58.91,58.94,59.5,58.89,59.29,60.15,60.82,59.88,59.91,60.23,60.39,61.93,62.45
2010-09-22,18203600,-0.001462,1.6,145701.0,7560.0,82747.0,11400.0,0.078,1.075,1.072,1.922,10.61025223759153,61.51333333333333,61.258,61.45,61.54,61.55,60.78,60.97,61.0,61.01,61.0,61.2,61.05,60.75,60.55,61.32,61.06,60.91,59.11,59.0,59.8,58.48,58.91,58.94,59.5,58.89,59.29,60.15,60.82,59.88,59.91,60.23,60.39,61.93
2010-09-23,18099500,-0.004882,1.6,145701.0,7560.0,82747.0,11400.0,0.078,1.075,1.072,1.922,13.45870809484873,61.379999999999995,61.294000000000004,61.15,61.45,61.54,61.55,60.78,60.97,61.0,61.01,61.0,61.2,61.05,60.75,60.55,61.32,61.06,60.91,59.11,59.0,59.8,58.48,58.91,58.94,59.5,58.89,59.29,60.15,60.82,59.88,59.91,60.23,60.39
2010-09-24,25145300,0.009812,1.6,145701.0,7560.0,82747.0,11400.0,0.078,1.075,1.072,1.922,13.360323886639677,61.45000000000001,61.488,61.75,61.15,61.45,61.54,61.55,60.78,60.97,61.0,61.01,61.0,61.2,61.05,60.75,60.55,61.32,61.06,60.91,59.11,59.0,59.8,58.48,58.91,58.94,59.5,58.89,59.29,60.15,60.82,59.88,59.91,60.23
2010-09-27,16642800,-0.000648,1.6,145701.0,7560.0,82747.0,11400.0,0.078,1.075,1.072,1.922,13.952357802625171,61.53666666666666,61.519999999999996,61.71,61.75,61.15,61.45,61.54,61.55,60.78,60.97,61.0,61.01,61.0,61.2,61.05,60.75,60.55,61.32,61.06,60.91,59.11,59.0,59.8,58.48,58.91,58.94,59.5,58.89,59.29,60.15,60.82,59.88,59.91
2010-09-28,18809400,0.005672,1.6,145701.0,7560.0,82747.0,11400.0,0.078,1.075,1.072,1.922,13.809216886883648,61.84,61.624,62.06,61.71,61.75,61.15,61.45,61.54,61.55,60.78,60.97,61.0,61.01,61.0,61.2,61.05,60.75,60.55,61.32,61.06,60.91,59.11,59.0,59.8,58.48,58.91,58.94,59.5,58.89,59.29,60.15,60.82,59.88
2010-09-29,21160900,-0.007573,1.6,145701.0,7560.0,82747.0,11400.0,0.078,1.075,1.072,1.922,15.4895275207014,61.78666666666667,61.652,61.59,62.06,61.71,61.75,61.15,61.45,61.54,61.55,60.78,60.97,61.0,61.01,61.0,61.2,61.05,60.75,60.55,61.32,61.06,60.91,59.11,59.0,59.8,58.48,58.91,58.94,59.5,58.89,59.29,60.15,60.82
2010-09-30,25463700,0.003247,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,16.24858391325457,61.81333333333333,61.779999999999994,61.79,61.59,62.06,61.71,61.75,61.15,61.45,61.54,61.55,60.78,60.97,61.0,61.01,61.0,61.2,61.05,60.75,60.55,61.32,61.06,60.91,59.11,59.0,59.8,58.48,58.91,58.94,59.5,58.89,59.29,60.15
2010-10-01,24167000,0.012138,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,13.511352734250073,61.97333333333333,61.938,62.54,61.79,61.59,62.06,61.71,61.75,61.15,61.45,61.54,61.55,60.78,60.97,61.0,61.01,61.0,61.2,61.05,60.75,60.55,61.32,61.06,60.91,59.11,59.0,59.8,58.48,58.91,58.94,59.5,58.89,59.29
2010-10-04,16902400,-0.005596,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,13.3301173822158,62.173333333333325,62.034000000000006,62.19,62.54,61.79,61.59,62.06,61.71,61.75,61.15,61.45,61.54,61.55,60.78,60.97,61.0,61.01,61.0,61.2,61.05,60.75,60.55,61.32,61.06,60.91,59.11,59.0,59.8,58.48,58.91,58.94,59.5,58.89
2010-10-05,25185300,0.017205,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,8.978817578248497,62.663333333333334,62.274,63.26,62.19,62.54,61.79,61.59,62.06,61.71,61.75,61.15,61.45,61.54,61.55,60.78,60.97,61.0,61.01,61.0,61.2,61.05,60.75,60.55,61.32,61.06,60.91,59.11,59.0,59.8,58.48,58.91,58.94,59.5
2010-10-06,21649000,0.010749,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,7.9293087269315095,63.129999999999995,62.74399999999999,63.94,63.26,62.19,62.54,61.79,61.59,62.06,61.71,61.75,61.15,61.45,61.54,61.55,60.78,60.97,61.0,61.01,61.0,61.2,61.05,60.75,60.55,61.32,61.06,60.91,59.11,59.0,59.8,58.48,58.91,58.94
2010-10-07,19468700,-0.001408,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,10.117462803445576,63.68333333333334,63.15599999999999,63.85,63.94,63.26,62.19,62.54,61.79,61.59,62.06,61.71,61.75,61.15,61.45,61.54,61.55,60.78,60.97,61.0,61.01,61.0,61.2,61.05,60.75,60.55,61.32,61.06,60.91,59.11,59.0,59.8,58.48,58.91
2010-10-08,22379200,0.008301,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,9.568188878533723,64.05666666666667,63.524,64.38,63.85,63.94,63.26,62.19,62.54,61.79,61.59,62.06,61.71,61.75,61.15,61.45,61.54,61.55,60.78,60.97,61.0,61.01,61.0,61.2,61.05,60.75,60.55,61.32,61.06,60.91,59.11,59.0,59.8,58.48
2010-10-11,13856400,0.002641,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,8.73741285824942,64.26,63.996,64.55,64.38,63.85,63.94,63.26,62.19,62.54,61.79,61.59,62.06,61.71,61.75,61.15,61.45,61.54,61.55,60.78,60.97,61.0,61.01,61.0,61.2,61.05,60.75,60.55,61.32,61.06,60.91,59.11,59.0,59.8
2010-10-12,20733800,0.002324,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,6.61514683153014,64.54333333333334,64.284,64.7,64.55,64.38,63.85,63.94,63.26,62.19,62.54,61.79,61.59,62.06,61.71,61.75,61.15,61.45,61.54,61.55,60.78,60.97,61.0,61.01,61.0,61.2,61.05,60.75,60.55,61.32,61.06,60.91,59.11,59.0
2010-10-13,22562000,0.005255,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,7.44157441574414,64.76333333333334,64.504,65.04,64.7,64.55,64.38,63.85,63.94,63.26,62.19,62.54,61.79,61.59,62.06,61.71,61.75,61.15,61.45,61.54,61.55,60.78,60.97,61.0,61.01,61.0,61.2,61.05,60.75,60.55,61.32,61.06,60.91,59.11
2010-10-14,17790900,0.003998,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,6.079632465543643,65.01333333333334,64.79400000000001,65.3,65.04,64.7,64.55,64.38,63.85,63.94,63.26,62.19,62.54,61.79,61.59,62.06,61.71,61.75,61.15,61.45,61.54,61.55,60.78,60.97,61.0,61.01,61.0,61.2,61.05,60.75,60.55,61.32,61.06,60.91
2010-10-15,25505400,-0.001685,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,6.534744592728954,65.17666666666668,64.95599999999999,65.19,65.3,65.04,64.7,64.55,64.38,63.85,63.94,63.26,62.19,62.54,61.79,61.59,62.06,61.71,61.75,61.15,61.45,61.54,61.55,60.78,60.97,61.0,61.01,61.0,61.2,61.05,60.75,60.55,61.32,61.06
2010-10-18,22491300,0.01672,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,4.948702474351239,65.58999999999999,65.30199999999999,66.28,65.19,65.3,65.04,64.7,64.55,64.38,63.85,63.94,63.26,62.19,62.54,61.79,61.59,62.06,61.71,61.75,61.15,61.45,61.54,61.55,60.78,60.97,61.0,61.01,61.0,61.2,61.05,60.75,60.55,61.32
2010-10-19,25375400,-0.017501,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,9.536240786240777,65.53000000000002,65.386,65.12,66.28,65.19,65.3,65.04,64.7,64.55,64.38,63.85,63.94,63.26,62.19,62.54,61.79,61.59,62.06,61.71,61.75,61.15,61.45,61.54,61.55,60.78,60.97,61.0,61.01,61.0,61.2,61.05,60.75,60.55
2010-10-20,20543900,0.013667,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,8.286623238903195,65.80333333333334,65.58,66.01,65.12,66.28,65.19,65.3,65.04,64.7,64.55,64.38,63.85,63.94,63.26,62.19,62.54,61.79,61.59,62.06,61.71,61.75,61.15,61.45,61.54,61.55,60.78,60.97,61.0,61.01,61.0,61.2,61.05,60.75
2010-10-21,21291100,0.004696,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,7.343184559710503,65.81666666666668,65.784,66.32,66.01,65.12,66.28,65.19,65.3,65.04,64.7,64.55,64.38,63.85,63.94,63.26,62.19,62.54,61.79,61.59,62.06,61.71,61.75,61.15,61.45,61.54,61.55,60.78,60.97,61.0,61.01,61.0,61.2,61.05
2010-10-22,13333100,0.000302,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,7.491709375942114,66.22333333333334,66.01400000000001,66.34,66.32,66.01,65.12,66.28,65.19,65.3,65.04,64.7,64.55,64.38,63.85,63.94,63.26,62.19,62.54,61.79,61.59,62.06,61.71,61.75,61.15,61.45,61.54,61.55,60.78,60.97,61.0,61.01,61.0,61.2
2010-10-25,16517000,-0.00211,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,7.945619335347417,66.28666666666668,65.998,66.2,66.34,66.32,66.01,65.12,66.28,65.19,65.3,65.04,64.7,64.55,64.38,63.85,63.94,63.26,62.19,62.54,61.79,61.59,62.06,61.71,61.75,61.15,61.45,61.54,61.55,60.78,60.97,61.0,61.01,61.0
2010-10-26,17652900,0.004985,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,7.996392604839911,66.35666666666668,66.28,66.53,66.2,66.34,66.32,66.01,65.12,66.28,65.19,65.3,65.04,64.7,64.55,64.38,63.85,63.94,63.26,62.19,62.54,61.79,61.59,62.06,61.71,61.75,61.15,61.45,61.54,61.55,60.78,60.97,61.0,61.01
2010-10-27,23358900,-0.012927,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,9.639104613978983,66.13333333333334,66.212,65.67,66.53,66.2,66.34,66.32,66.01,65.12,66.28,65.19,65.3,65.04,64.7,64.55,64.38,63.85,63.94,63.26,62.19,62.54,61.79,61.59,62.06,61.71,61.75,61.15,61.45,61.54,61.55,60.78,60.97,61.0
2010-10-28,20464100,0.008375,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,9.000302023557849,66.14,66.19200000000001,66.22,65.67,66.53,66.2,66.34,66.32,66.01,65.12,66.28,65.19,65.3,65.04,64.7,64.55,64.38,63.85,63.94,63.26,62.19,62.54,61.79,61.59,62.06,61.71,61.75,61.15,61.45,61.54,61.55,60.78,60.97
2010-10-29,19270800,0.004077,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,8.828395247405632,66.12666666666667,66.22200000000001,66.49,66.22,65.67,66.53,66.2,66.34,66.32,66.01,65.12,66.28,65.19,65.3,65.04,64.7,64.55,64.38,63.85,63.94,63.26,62.19,62.54,61.79,61.59,62.06,61.71,61.75,61.15,61.45,61.54,61.55,60.78
2010-11-01,22372600,0.006918,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,7.8117998506348085,66.55333333333333,66.372,66.95,66.49,66.22,65.67,66.53,66.2,66.34,66.32,66.01,65.12,66.28,65.19,65.3,65.04,64.7,64.55,64.38,63.85,63.94,63.26,62.19,62.54,61.79,61.59,62.06,61.71,61.75,61.15,61.45,61.54,61.55
2010-11-02,26192100,0.013293,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,5.910966981132062,67.09333333333333,66.634,67.84,66.95,66.49,66.22,65.67,66.53,66.2,66.34,66.32,66.01,65.12,66.28,65.19,65.3,65.04,64.7,64.55,64.38,63.85,63.94,63.26,62.19,62.54,61.79,61.59,62.06,61.71,61.75,61.15,61.45,61.54
2010-11-03,26553000,0.001916,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,6.252758569957334,67.58666666666667,67.09400000000001,67.97,67.84,66.95,66.49,66.22,65.67,66.53,66.2,66.34,66.32,66.01,65.12,66.28,65.19,65.3,65.04,64.7,64.55,64.38,63.85,63.94,63.26,62.19,62.54,61.79,61.59,62.06,61.71,61.75,61.15,61.45
2010-11-04,31222600,0.020744,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,4.02133179590661,68.39666666666666,67.726,69.38,67.97,67.84,66.95,66.49,66.22,65.67,66.53,66.2,66.34,66.32,66.01,65.12,66.28,65.19,65.3,65.04,64.7,64.55,64.38,63.85,63.94,63.26,62.19,62.54,61.79,61.59,62.06,61.71,61.75,61.15
2010-11-05,26531700,0.008936,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,3.1714285714285695,69.11666666666667,68.428,70.0,69.38,67.97,67.84,66.95,66.49,66.22,65.67,66.53,66.2,66.34,66.32,66.01,65.12,66.28,65.19,65.3,65.04,64.7,64.55,64.38,63.85,63.94,63.26,62.19,62.54,61.79,61.59,62.06,61.71,61.75
2010-11-08,23636600,0.004571,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,3.412969283276459,69.89999999999999,69.102,70.32,70.0,69.38,67.97,67.84,66.95,66.49,66.22,65.67,66.53,66.2,66.34,66.32,66.01,65.12,66.28,65.19,65.3,65.04,64.7,64.55,64.38,63.85,63.94,63.26,62.19,62.54,61.79,61.59,62.06,61.71
2010-11-09,33938100,0.010665,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,3.0723488602576836,70.31666666666666,69.66,70.63,70.32,70.0,69.38,67.97,67.84,66.95,66.49,66.22,65.67,66.53,66.2,66.34,66.32,66.01,65.12,66.28,65.19,65.3,65.04,64.7,64.55,64.38,63.85,63.94,63.26,62.19,62.54,61.79,61.59,62.06
2010-11-10,25482300,0.007079,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,2.9101644875580033,70.69333333333333,70.292,71.13,70.63,70.32,70.0,69.38,67.97,67.84,66.95,66.49,66.22,65.67,66.53,66.2,66.34,66.32,66.01,65.12,66.28,65.19,65.3,65.04,64.7,64.55,64.38,63.85,63.94,63.26,62.19,62.54,61.79,61.59
2010-11-11,23791300,0.009841,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,1.6427676458304425,71.19666666666666,70.782,71.83,71.13,70.63,70.32,70.0,69.38,67.97,67.84,66.95,66.49,66.22,65.67,66.53,66.2,66.34,66.32,66.01,65.12,66.28,65.19,65.3,65.04,64.7,64.55,64.38,63.85,63.94,63.26,62.19,62.54,61.79
2010-11-12,24598000,-0.011694,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,3.4230173263840076,71.31666666666666,70.97999999999999,70.99,71.83,71.13,70.63,70.32,70.0,69.38,67.97,67.84,66.95,66.49,66.22,65.67,66.53,66.2,66.34,66.32,66.01,65.12,66.28,65.19,65.3,65.04,64.7,64.55,64.38,63.85,63.94,63.26,62.19,62.54
2010-11-15,18779500,-0.007184,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,4.100454029511918,71.10000000000001,71.01199999999999,70.48,70.99,71.83,71.13,70.63,70.32,70.0,69.38,67.97,67.84,66.95,66.49,66.22,65.67,66.53,66.2,66.34,66.32,66.01,65.12,66.28,65.19,65.3,65.04,64.7,64.55,64.38,63.85,63.94,63.26,62.19
2010-11-16,27595000,-0.02185,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,6.411372207716857,70.13666666666667,70.674,68.94,70.48,70.99,71.83,71.13,70.63,70.32,70.0,69.38,67.97,67.84,66.95,66.49,66.22,65.67,66.53,66.2,66.34,66.32,66.01,65.12,66.28,65.19,65.3,65.04,64.7,64.55,64.38,63.85,63.94,63.26
2010-11-17,17471800,0.001015,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,5.9556586002028675,69.47666666666667,70.25,69.01,68.94,70.48,70.99,71.83,71.13,70.63,70.32,70.0,69.38,67.97,67.84,66.95,66.49,66.22,65.67,66.53,66.2,66.34,66.32,66.01,65.12,66.28,65.19,65.3,65.04,64.7,64.55,64.38,63.85,63.94
2010-11-18,18325200,0.018838,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,6.030436637747112,69.42,69.946,70.31,69.01,68.94,70.48,70.99,71.83,71.13,70.63,70.32,70.0,69.38,67.97,67.84,66.95,66.49,66.22,65.67,66.53,66.2,66.34,66.32,66.01,65.12,66.28,65.19,65.3,65.04,64.7,64.55,64.38,63.85
2010-11-19,24116300,0.003271,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,6.180890275021263,69.95333333333333,69.856,70.54,70.31,69.01,68.94,70.48,70.99,71.83,71.13,70.63,70.32,70.0,69.38,67.97,67.84,66.95,66.49,66.22,65.67,66.53,66.2,66.34,66.32,66.01,65.12,66.28,65.19,65.3,65.04,64.7,64.55,64.38
2010-11-22,18907900,-0.004962,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,6.425416726029357,70.34666666666668,69.798,70.19,70.54,70.31,69.01,68.94,70.48,70.99,71.83,71.13,70.63,70.32,70.0,69.38,67.97,67.84,66.95,66.49,66.22,65.67,66.53,66.2,66.34,66.32,66.01,65.12,66.28,65.19,65.3,65.04,64.7,64.55
2010-11-23,22671900,-0.017239,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,8.988112496375765,69.90333333333335,69.80600000000001,68.98,70.19,70.54,70.31,69.01,68.94,70.48,70.99,71.83,71.13,70.63,70.32,70.0,69.38,67.97,67.84,66.95,66.49,66.22,65.67,66.53,66.2,66.34,66.32,66.01,65.12,66.28,65.19,65.3,65.04,64.7
2010-11-24,19351000,0.013047,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,8.171150543789366,69.68333333333334,69.97999999999999,69.88,68.98,70.19,70.54,70.31,69.01,68.94,70.48,70.99,71.83,71.13,70.63,70.32,70.0,69.38,67.97,67.84,66.95,66.49,66.22,65.67,66.53,66.2,66.34,66.32,66.01,65.12,66.28,65.19,65.3,65.04
2010-11-26,7324700,-0.008729,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,8.459650642413743,69.37666666666667,69.772,69.27,69.88,68.98,70.19,70.54,70.31,69.01,68.94,70.48,70.99,71.83,71.13,70.63,70.32,70.0,69.38,67.97,67.84,66.95,66.49,66.22,65.67,66.53,66.2,66.34,66.32,66.01,65.12,66.28,65.19,65.3
2010-11-29,20025300,0.002599,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,8.984881209503232,69.53333333333333,69.554,69.45,69.27,69.88,68.98,70.19,70.54,70.31,69.01,68.94,70.48,70.99,71.83,71.13,70.63,70.32,70.0,69.38,67.97,67.84,66.95,66.49,66.22,65.67,66.53,66.2,66.34,66.32,66.01,65.12,66.28,65.19
2010-11-30,27524200,0.001584,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,10.092006900517534,69.42666666666668,69.42800000000001,69.56,69.45,69.27,69.88,68.98,70.19,70.54,70.31,69.01,68.94,70.48,70.99,71.83,71.13,70.63,70.32,70.0,69.38,67.97,67.84,66.95,66.49,66.22,65.67,66.53,66.2,66.34,66.32,66.01,65.12,66.28
2010-12-01,26590200,0.025446,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,7.542408523762786,70.11333333333334,69.898,71.33,69.56,69.45,69.27,69.88,68.98,70.19,70.54,70.31,69.01,68.94,70.48,70.99,71.83,71.13,70.63,70.32,70.0,69.38,67.97,67.84,66.95,66.49,66.22,65.67,66.53,66.2,66.34,66.32,66.01,65.12
2010-12-02,21281300,0.002103,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,8.89759373251259,70.79,70.218,71.48,71.33,69.56,69.45,69.27,69.88,68.98,70.19,70.54,70.31,69.01,68.94,70.48,70.99,71.83,71.13,70.63,70.32,70.0,69.38,67.97,67.84,66.95,66.49,66.22,65.67,66.53,66.2,66.34,66.32,66.01
2010-12-03,19459200,-0.004057,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,10.563281359741532,71.33333333333333,70.602,71.19,71.48,71.33,69.56,69.45,69.27,69.88,68.98,70.19,70.54,70.31,69.01,68.94,70.48,70.99,71.83,71.13,70.63,70.32,70.0,69.38,67.97,67.84,66.95,66.49,66.22,65.67,66.53,66.2,66.34,66.32
2010-12-06,15986700,0.001686,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,9.718132099284803,71.32666666666667,70.974,71.31,71.19,71.48,71.33,69.56,69.45,69.27,69.88,68.98,70.19,70.54,70.31,69.01,68.94,70.48,70.99,71.83,71.13,70.63,70.32,70.0,69.38,67.97,67.84,66.95,66.49,66.22,65.67,66.53,66.2,66.34
2010-12-07,23699000,0.002104,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,8.80212706409181,71.32,71.354,71.46,71.31,71.19,71.48,71.33,69.56,69.45,69.27,69.88,68.98,70.19,70.54,70.31,69.01,68.94,70.48,70.99,71.83,71.13,70.63,70.32,70.0,69.38,67.97,67.84,66.95,66.49,66.22,65.67,66.53,66.2
2010-12-08,22662500,0.005458,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,9.92345163535144,71.54,71.458,71.85,71.46,71.31,71.19,71.48,71.33,69.56,69.45,69.27,69.88,68.98,70.19,70.54,70.31,69.01,68.94,70.48,70.99,71.83,71.13,70.63,70.32,70.0,69.38,67.97,67.84,66.95,66.49,66.22,65.67,66.53
2010-12-09,17972700,0.002088,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,9.152777777777782,71.77,71.56199999999998,72.0,71.85,71.46,71.31,71.19,71.48,71.33,69.56,69.45,69.27,69.88,68.98,70.19,70.54,70.31,69.01,68.94,70.48,70.99,71.83,71.13,70.63,70.32,70.0,69.38,67.97,67.84,66.95,66.49,66.22,65.67
2010-12-10,17699500,0.0025,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,9.005264616237184,72.01,71.75999999999999,72.18,72.0,71.85,71.46,71.31,71.19,71.48,71.33,69.56,69.45,69.27,69.88,68.98,70.19,70.54,70.31,69.01,68.94,70.48,70.99,71.83,71.13,70.63,70.32,70.0,69.38,67.97,67.84,66.95,66.49,66.22
2010-12-13,21172300,0.002494,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,10.08844665561083,72.18,71.97,72.36,72.18,72.0,71.85,71.46,71.31,71.19,71.48,71.33,69.56,69.45,69.27,69.88,68.98,70.19,70.54,70.31,69.01,68.94,70.48,70.99,71.83,71.13,70.63,70.32,70.0,69.38,67.97,67.84,66.95,66.49
2010-12-14,20627800,-0.002488,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,10.66777500692711,72.24000000000001,72.114,72.18,72.36,72.18,72.0,71.85,71.46,71.31,71.19,71.48,71.33,69.56,69.45,69.27,69.88,68.98,70.19,70.54,70.31,69.01,68.94,70.48,70.99,71.83,71.13,70.63,70.32,70.0,69.38,67.97,67.84,66.95
2010-12-15,20978900,-0.004572,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,9.937369519832986,72.13000000000001,72.114,71.85,72.18,72.36,72.18,72.0,71.85,71.46,71.31,71.19,71.48,71.33,69.56,69.45,69.27,69.88,68.98,70.19,70.54,70.31,69.01,68.94,70.48,70.99,71.83,71.13,70.63,70.32,70.0,69.38,67.97,67.84
2010-12-16,18515700,0.00515,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,11.714206590972042,72.08333333333334,72.158,72.22,71.85,72.18,72.36,72.18,72.0,71.85,71.46,71.31,71.19,71.48,71.33,69.56,69.45,69.27,69.88,68.98,70.19,70.54,70.31,69.01,68.94,70.48,70.99,71.83,71.13,70.63,70.32,70.0,69.38,67.97
2010-12-17,36761200,-0.000692,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,16.267147013994727,72.08,72.156,72.17,72.22,71.85,72.18,72.36,72.18,72.0,71.85,71.46,71.31,71.19,71.48,71.33,69.56,69.45,69.27,69.88,68.98,70.19,70.54,70.31,69.01,68.94,70.48,70.99,71.83,71.13,70.63,70.32,70.0,69.38
2010-12-20,16045700,0.000693,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,15.494322902243143,72.20333333333333,72.128,72.22,72.17,72.22,71.85,72.18,72.36,72.18,72.0,71.85,71.46,71.31,71.19,71.48,71.33,69.56,69.45,69.27,69.88,68.98,70.19,70.54,70.31,69.01,68.94,70.48,70.99,71.83,71.13,70.63,70.32,70.0
2010-12-21,21773700,0.006923,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,14.74147414741474,72.37,72.236,72.72,72.22,72.17,72.22,71.85,72.18,72.36,72.18,72.0,71.85,71.46,71.31,71.19,71.48,71.33,69.56,69.45,69.27,69.88,68.98,70.19,70.54,70.31,69.01,68.94,70.48,70.99,71.83,71.13,70.63,70.32
2010-12-22,14609700,0.0011,1.44,149394.0,7350.0,85181.0,19201.0,0.083,1.059,1.054,2.256,14.395604395604403,72.58,72.426,72.8,72.72,72.22,72.17,72.22,71.85,72.18,72.36,72.18,72.0,71.85,71.46,71.31,71.19,71.48,71.33,69.56,69.45,69.27,69.88,68.98,70.19,70.54,70.31,69.01,68.94,70.48,70.99,71.83,71.13,70.63
