gvkey,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,tic,ajexq,curcdq,datacqtr,datafqtr,rdq,actq,cshoq,epsfiq,teqq,cshfdy,oancfy,costat,dvpspq
004213,2013-06-30,2013,2,INDL,C,D,STD,ECL,1.000000000000,USD,2013Q2,2013Q2,2013-07-30,4698.2000,301.3710,0.6900,6738.7000,304.2000,393.0000,A,0.2300
004213,2013-09-30,2013,3,INDL,C,D,STD,ECL,1.000000000000,USD,2013Q3,2013Q3,2013-10-29,4796.0000,301.2990,1.0000,6845.9000,305.3000,929.2000,A,0.2300
004213,2013-12-31,2013,4,INDL,C,D,STD,ECL,1.000000000000,USD,2013Q4,2013Q4,2014-02-21,4698.4000,301.1350,0.9300,7409.4000,305.9000,1559.8000,A,0.2300
004213,2014-03-31,2014,1,INDL,C,D,STD,ECL,1.000000000000,USD,2014Q1,2014Q1,2014-04-28,4703.0000,300.1990,0.6200,7273.1000,306.5000,214.4000,A,0.2750
004213,2014-06-30,2014,2,INDL,C,D,STD,ECL,1.000000000000,USD,2014Q2,2014Q2,2014-07-29,4772.1000,299.6300,1.0200,7460.1000,305.9000,531.9000,A,0.2750
004213,2014-09-30,2014,3,INDL,C,D,STD,ECL,1.000000000000,USD,2014Q3,2014Q3,2014-10-28,4871.8000,300.1160,1.1900,7766.3000,306.0000,1145.0000,A,0.2750
004213,2014-12-31,2014,4,INDL,C,D,STD,ECL,1.000000000000,USD,2014Q4,2014Q4,2015-02-24,4871.1000,299.8530,1.1000,7382.1000,305.9000,1815.6000,A,0.2750
004213,2015-03-31,2015,1,INDL,C,D,STD,ECL,1.000000000000,USD,2015Q1,2015Q1,2015-04-28,4921.8000,297.7610,0.7700,6936.0000,303.2000,112.5000,A,0.3300
004213,2015-06-30,2015,2,INDL,C,D,STD,ECL,1.000000000000,USD,2015Q2,2015Q2,2015-07-28,4971.1000,295.0920,1.0000,6879.5000,302.2000,636.6000,A,0.3300
004213,2015-09-30,2015,3,INDL,C,D,STD,ECL,1.000000000000,USD,2015Q3,2015Q3,2015-11-02,4642.4000,295.3040,0.8600,6842.6000,301.5000,1395.2000,A,0.3300
004213,2015-12-31,2015,4,INDL,C,D,STD,ECL,1.000000000000,USD,2015Q4,2015Q4,2016-02-23,4447.5000,295.9680,0.6900,6980.4000,301.4000,1999.8000,A,0.3300
004213,2016-03-31,2016,1,INDL,C,D,STD,ECL,1.000000000000,USD,2016Q1,2016Q1,2016-05-03,4194.9000,293.3050,0.7700,6652.1000,298.3000,472.5000,A,0.3500
004213,2016-06-30,2016,2,INDL,C,D,STD,ECL,1.000000000000,USD,2016Q2,2016Q2,2016-08-02,4095.4000,291.5950,0.8700,6669.6000,297.5000,874.8000,A,0.3500
004213,2016-09-30,2016,3,INDL,C,D,STD,ECL,1.000000000000,USD,2016Q3,2016Q3,2016-11-01,4172.0000,291.5520,1.2700,6941.8000,297.1000,1491.7000,A,0.3500
004213,2016-12-31,2016,4,INDL,C,D,STD,ECL,1.000000000000,USD,2016Q4,2016Q4,2017-02-21,4279.4000,291.8250,1.2400,6970.9000,296.7000,1939.7000,A,0.3500
004213,2017-03-31,2017,1,INDL,C,D,STD,ECL,1.000000000000,USD,2017Q1,2017Q1,2017-05-02,4307.3000,290.0450,0.8600,6878.5000,295.0000,425.7000,A,0.3700
004213,2017-06-30,2017,2,INDL,C,D,STD,ECL,1.000000000000,USD,2017Q2,2017Q2,2017-08-01,4532.1000,289.3810,1.0000,6988.7000,294.6000,859.7000,A,0.3700
004213,2017-09-30,2017,3,INDL,C,D,STD,ECL,1.000000000000,USD,2017Q3,2017Q3,2017-10-31,4614.5000,288.9140,1.3400,7299.2000,294.2000,1444.9000,A,0.3700
004213,2017-12-31,2017,4,INDL,C,D,STD,ECL,1.000000000000,USD,2017Q4,2017Q4,2018-02-20,4596.4000,289.3230,1.9200,7688.7000,294.0000,2091.3000,A,0.3700
004213,2018-03-31,2018,1,INDL,C,D,STD,ECL,1.000000000000,USD,2018Q1,2018Q1,2018-05-01,4596.8000,288.5200,0.8400,7669.9000,292.7000,487.2000,A,0.4100
004213,2018-06-30,2018,2,INDL,C,D,STD,ECL,1.000000000000,USD,2018Q2,2018Q2,2018-07-31,4607.9000,288.9040,1.2000,7908.5000,293.0000,785.7000,A,0.4100
004213,2018-09-30,2018,3,INDL,C,D,STD,ECL,1.000000000000,USD,2018Q3,2018Q3,2018-10-30,4822.3000,288.8730,1.4800,7983.0000,293.1000,1450.4000,A,0.4100
004213,2018-12-31,2018,4,INDL,C,D,STD,ECL,1.000000000000,USD,2018Q4,2018Q4,2019-02-19,4677.7000,287.7140,1.3500,8053.6000,292.8000,2277.7000,A,0.4100
004213,2019-03-31,2019,1,INDL,C,D,STD,ECL,1.000000000000,USD,2019Q1,2019Q1,2019-04-30,4751.0000,288.2420,1.0100,8266.9000,292.3000,378.1000,A,0.4600
004213,2019-06-30,2019,2,INDL,C,D,STD,ECL,1.000000000000,USD,2019Q2,2019Q2,2019-07-30,4853.5000,287.7520,1.2600,8269.4000,292.2000,917.5000,A,0.4600
004213,2019-09-30,2019,3,INDL,C,D,STD,ECL,1.000000000000,USD,2019Q3,2019Q3,2019-10-29,4870.1000,288.2440,1.5900,8612.4000,292.5000,1599.7000,A,0.4600
004213,2019-12-31,2019,4,INDL,C,D,STD,ECL,1.000000000000,USD,2019Q4,2019Q4,2020-02-18,4828.4000,288.4100,1.4700,8725.8000,292.5000,2420.7000,A,0.4600
004213,2020-03-31,2020,1,INDL,C,D,STD,ECL,1.000000000000,USD,2020Q1,2020Q1,2020-04-28,6437.1000,289.2020,0.9700,8860.6000,292.6000,371.8000,A,0.4700
004213,2020-06-30,2020,2,INDL,C,D,STD,ECL,1.000000000000,USD,2020Q2,2020Q2,2020-07-28,5166.2000,285.3850,-6.9800,5890.2000,292.0000,758.6000,A,0.4700
004213,2020-09-30,2020,3,INDL,C,D,STD,ECL,1.000000000000,USD,2020Q3,2020Q3,2020-10-27,4992.0000,285.4450,0.8500,6049.4000,290.8000,1210.4000,A,0.4700
004213,2020-12-31,2020,4,INDL,C,D,STD,ECL,1.000000000000,USD,2020Q4,2020Q4,2021-02-16,5117.4000,285.7520,1.0400,6201.5000,290.3000,1860.2000,A,0.4700
004213,2021-03-31,2021,1,INDL,C,D,STD,ECL,1.000000000000,USD,2021Q1,2021Q1,2021-04-27,5150.0000,285.9370,0.6700,6320.1000,288.8000,295.3000,A,0.4800
004213,2021-06-30,2021,2,INDL,C,D,STD,ECL,1.000000000000,USD,2021Q2,2021Q2,2021-07-27,5487.4000,286.0870,1.0800,6736.3000,288.9000,798.3000,A,0.4800
004213,2021-09-30,2021,3,INDL,C,D,STD,ECL,1.000000000000,USD,2021Q3,2021Q3,2021-10-26,4986.8000,286.5670,1.1200,6961.8000,289.0000,1421.0000,A,0.4800
004213,2021-12-31,2021,4,INDL,C,D,STD,ECL,1.000000000000,USD,2021Q4,2021Q4,2022-02-15,4687.1000,286.8840,1.0400,7253.1000,289.1000,2061.9000,A,0.4800
004213,2022-03-31,2022,1,INDL,C,D,STD,ECL,1.000000000000,USD,2022Q1,2022Q1,2022-04-26,4604.5000,285.6550,0.6000,7105.1000,288.1000,170.1000,A,0.5100
004213,2022-06-30,2022,2,INDL,C,D,STD,ECL,1.000000000000,USD,2022Q2,2022Q2,2022-07-26,4905.0000,284.9890,1.0800,7118.4000,287.4000,492.5000,A,0.5100
004213,2022-09-30,2022,3,INDL,C,D,STD,ECL,1.000000000000,USD,2022Q3,2022Q3,2022-11-01,5099.3000,284.8280,1.2100,7089.9000,287.0000,929.2000,A,0.5100
004213,2022-12-31,2022,4,INDL,C,D,STD,ECL,1.000000000000,USD,2022Q4,2022Q4,2023-02-14,5494.2000,284.4500,0.9300,7258.6000,286.6000,1788.4000,A,0.5100
004213,2023-03-31,2023,1,INDL,C,D,STD,ECL,1.000000000000,USD,2023Q1,2023Q1,2023-05-02,5272.8000,284.7210,0.8200,7365.0000,285.9000,198.2000,A,0.5300
004213,2023-06-30,2023,2,INDL,C,D,STD,ECL,1.000000000000,USD,2023Q2,2023Q2,2023-08-01,5436.5000,285.0340,1.1500,7580.5000,286.1000,771.6000,A,0.5300
004213,2023-09-30,2023,3,INDL,C,D,STD,ECL,1.000000000000,USD,2023Q3,2023Q3,2023-10-31,5789.4000,285.1400,1.4100,7822.5000,286.4000,1559.3000,A,0.5300
004213,2023-12-31,2023,4,INDL,C,D,STD,ECL,1.000000000000,USD,2023Q4,2023Q4,2024-02-13,5644.1000,285.4490,1.4100,8072.2000,286.5000,2411.8000,A,0.5300
004213,2024-03-31,2024,1,INDL,C,D,STD,ECL,1.000000000000,USD,2024Q1,2024Q1,2024-04-30,5211.7000,285.5700,1.4300,8225.6000,287.8000,649.4000,A,0.5700
004213,2024-06-30,2024,2,INDL,C,D,STD,ECL,1.000000000000,USD,2024Q2,2024Q2,2024-07-30,5752.3000,284.5380,1.7100,8307.9000,287.4000,1260.5000,A,0.5700
004213,2024-09-30,2024,3,INDL,C,D,STD,ECL,1.000000000000,USD,2024Q3,2024Q3,2024-10-29,6118.3000,283.1620,2.5800,8575.5000,286.8000,2047.2000,A,0.5700
004213,2024-12-31,2024,4,INDL,C,D,STD,ECL,1.000000000000,USD,2024Q4,2024Q4,2025-02-11,6025.7000,283.3550,1.6600,8789.2000,286.6000,2813.9000,A,0.5700
004503,1962-03-31,1962,1,INDL,C,D,STD,XOM,32.000000000000,USD,1962Q1,1962Q1,,,,,,,,A,
004503,1962-06-30,1962,2,INDL,C,D,STD,XOM,32.000000000000,USD,1962Q2,1962Q2,,,,,,,,A,
004503,1962-09-30,1962,3,INDL,C,D,STD,XOM,32.000000000000,USD,1962Q3,1962Q3,,,,,,,,A,
004503,1962-12-31,1962,4,INDL,C,D,STD,XOM,32.000000000000,USD,1962Q4,1962Q4,,,,,,,,A,
004503,1963-03-31,1963,1,INDL,C,D,STD,XOM,32.000000000000,USD,1963Q1,1963Q1,,,,,,,,A,
004503,1963-06-30,1963,2,INDL,C,D,STD,XOM,32.000000000000,USD,1963Q2,1963Q2,,,,,,,,A,
004503,1963-09-30,1963,3,INDL,C,D,STD,XOM,32.000000000000,USD,1963Q3,1963Q3,,,,,,,,A,
004503,1963-12-31,1963,4,INDL,C,D,STD,XOM,32.000000000000,USD,1963Q4,1963Q4,,,,,,,,A,
004503,1964-03-31,1964,1,INDL,C,D,STD,XOM,32.000000000000,USD,1964Q1,1964Q1,,,,,,,,A,
004503,1964-06-30,1964,2,INDL,C,D,STD,XOM,32.000000000000,USD,1964Q2,1964Q2,,,,,,,,A,
004503,1964-09-30,1964,3,INDL,C,D,STD,XOM,32.000000000000,USD,1964Q3,1964Q3,,,,,,,,A,
004503,1964-12-31,1964,4,INDL,C,D,STD,XOM,32.000000000000,USD,1964Q4,1964Q4,,,,,,,,A,
004503,1965-03-31,1965,1,INDL,C,D,STD,XOM,32.000000000000,USD,1965Q1,1965Q1,,,,,,,,A,
004503,1965-06-30,1965,2,INDL,C,D,STD,XOM,32.000000000000,USD,1965Q2,1965Q2,,,,,,,,A,
004503,1965-09-30,1965,3,INDL,C,D,STD,XOM,32.000000000000,USD,1965Q3,1965Q3,,,,,,,,A,
004503,1965-12-31,1965,4,INDL,C,D,STD,XOM,32.000000000000,USD,1965Q4,1965Q4,,,,,,,,A,
004503,1966-03-31,1966,1,INDL,C,D,STD,XOM,32.000000000000,USD,1966Q1,1966Q1,,,,,,,,A,
004503,1966-06-30,1966,2,INDL,C,D,STD,XOM,32.000000000000,USD,1966Q2,1966Q2,,,,,,,,A,
004503,1966-09-30,1966,3,INDL,C,D,STD,XOM,32.000000000000,USD,1966Q3,1966Q3,,,,,,,,A,
004503,1966-12-31,1966,4,INDL,C,D,STD,XOM,32.000000000000,USD,1966Q4,1966Q4,,,,,,,,A,
004503,1967-03-31,1967,1,INDL,C,D,STD,XOM,32.000000000000,USD,1967Q1,1967Q1,,,,1.3200,,,,A,
004503,1967-06-30,1967,2,INDL,C,D,STD,XOM,32.000000000000,USD,1967Q2,1967Q2,,,,1.2100,,,,A,
004503,1967-09-30,1967,3,INDL,C,D,STD,XOM,32.000000000000,USD,1967Q3,1967Q3,,,,1.4100,,,,A,
004503,1967-12-31,1967,4,INDL,C,D,STD,XOM,32.000000000000,USD,1967Q4,1967Q4,,,,1.6200,,,,A,
004503,1968-03-31,1968,1,INDL,C,D,STD,XOM,32.000000000000,USD,1968Q1,1968Q1,,,,1.4900,,,,A,
004503,1968-06-30,1968,2,INDL,C,D,STD,XOM,32.000000000000,USD,1968Q2,1968Q2,,,,1.4000,,,,A,
004503,1968-09-30,1968,3,INDL,C,D,STD,XOM,32.000000000000,USD,1968Q3,1968Q3,,,,1.4700,,,,A,
004503,1968-12-31,1968,4,INDL,C,D,STD,XOM,32.000000000000,USD,1968Q4,1968Q4,,,,1.5700,,,,A,
004503,1969-03-31,1969,1,INDL,C,D,STD,XOM,32.000000000000,USD,1969Q1,1969Q1,,,,1.5100,,,,A,
004503,1969-06-30,1969,2,INDL,C,D,STD,XOM,32.000000000000,USD,1969Q2,1969Q2,,,,1.4000,,,,A,
004503,1969-09-30,1969,3,INDL,C,D,STD,XOM,32.000000000000,USD,1969Q3,1969Q3,,,,1.3800,,,,A,
004503,1969-12-31,1969,4,INDL,C,D,STD,XOM,32.000000000000,USD,1969Q4,1969Q4,,,215.0610,0.5800,10092.5980,,,A,
004503,1970-03-31,1970,1,INDL,C,D,STD,XOM,32.000000000000,USD,1970Q1,1970Q1,,,,1.4700,,,,A,
004503,1970-06-30,1970,2,INDL,C,D,STD,XOM,32.000000000000,USD,1970Q2,1970Q2,,,,1.1700,,,,A,
004503,1970-09-30,1970,3,INDL,C,D,STD,XOM,32.000000000000,USD,1970Q3,1970Q3,,,,1.4000,,,,A,
004503,1970-12-31,1970,4,INDL,C,D,STD,XOM,32.000000000000,USD,1970Q4,1970Q4,,,223.7290,1.8700,10950.5980,,,A,
004503,1971-03-31,1971,1,INDL,C,D,STD,XOM,32.000000000000,USD,1971Q1,1971Q1,,,223.9210,1.6700,,,,A,0.9000
004503,1971-06-30,1971,2,INDL,C,D,STD,XOM,32.000000000000,USD,1971Q2,1971Q2,,,224.1740,1.5700,,,,A,0.9000
004503,1971-09-30,1971,3,INDL,C,D,STD,XOM,32.000000000000,USD,1971Q3,1971Q3,1971-10-25,,224.2060,1.5900,,,,A,0.9500
004503,1971-12-31,1971,4,INDL,C,D,STD,XOM,32.000000000000,USD,1971Q4,1971Q4,1972-01-26,6790.5040,224.2270,1.6900,11592.8980,,,A,1.0500
004503,1972-03-31,1972,1,INDL,C,D,STD,XOM,32.000000000000,USD,1972Q1,1972Q1,1972-04-24,,224.1830,1.5800,11730.8980,,,A,0.9500
004503,1972-06-30,1972,2,INDL,C,D,STD,XOM,32.000000000000,USD,1972Q2,1972Q2,1972-07-26,,224.1000,1.4800,11842.2970,,,A,0.9500
004503,1972-09-30,1972,3,INDL,C,D,STD,XOM,32.000000000000,USD,1972Q3,1972Q3,1972-10-24,,224.0610,1.5800,11978.0000,,,A,0.9500
004503,1972-12-31,1972,4,INDL,C,D,STD,XOM,32.000000000000,USD,1972Q4,1972Q4,1973-01-23,7098.5780,224.2650,2.1900,12269.5000,,,A,0.9500
004503,1973-03-31,1973,1,INDL,C,D,STD,XOM,32.000000000000,USD,1973Q1,1973Q1,1973-04-23,,224.2030,2.2700,12556.6990,,,A,0.9500
004503,1973-06-30,1973,2,INDL,C,D,STD,XOM,32.000000000000,USD,1973Q2,1973Q2,1973-07-23,,224.1020,2.2700,12842.3980,,,A,0.9500
004503,1973-09-30,1973,3,INDL,C,D,STD,XOM,32.000000000000,USD,1973Q3,1973Q3,1973-10-22,,223.9840,2.8500,13222.0980,,,A,1.1000
004503,1973-12-31,1973,4,INDL,C,D,STD,XOM,32.000000000000,USD,1973Q4,1973Q4,1974-01-24,9793.5120,223.8670,3.5100,13717.6990,,,A,1.2500
004503,1974-03-31,1974,1,INDL,C,D,STD,XOM,32.000000000000,USD,1974Q1,1974Q1,1974-04-23,,223.8110,2.9700,14171.0000,,,A,1.1000
004503,1974-06-30,1974,2,INDL,C,D,STD,XOM,32.000000000000,USD,1974Q2,1974Q2,1974-07-19,,223.7860,3.6400,14772.7970,,,A,1.1000
004503,1974-09-30,1974,3,INDL,C,D,STD,XOM,32.000000000000,USD,1974Q3,1974Q3,1974-10-23,,223.7340,3.5800,15214.2970,,,A,1.2500
004503,1974-12-31,1974,4,INDL,C,D,STD,XOM,32.000000000000,USD,1974Q4,1974Q4,1975-01-23,14852.7970,223.6450,3.8500,15724.0000,,,A,1.5500
004503,1975-03-31,1975,1,INDL,C,D,STD,XOM,32.000000000000,USD,1975Q1,1975Q1,1975-04-22,14153.0040,223.6220,2.6700,15948.0040,,,A,1.2500
004503,1975-06-30,1975,2,INDL,C,D,STD,XOM,32.000000000000,USD,1975Q2,1975Q2,1975-07-22,13961.0040,223.6520,2.7300,16282.0040,,,A,1.2500
004503,1975-09-30,1975,3,INDL,C,D,STD,XOM,32.000000000000,USD,1975Q3,1975Q3,1975-10-23,14163.0040,223.6760,2.9500,16664.0040,,,A,1.2500
004503,1975-12-31,1975,4,INDL,C,D,STD,XOM,32.000000000000,USD,1975Q4,1975Q4,1976-01-27,14004.8010,223.7200,2.8400,17024.4020,,,A,1.2500
004503,1976-03-31,1976,1,INDL,C,D,STD,XOM,32.000000000000,USD,1976Q1,1976Q1,1976-04-26,14521.0040,,3.2600,17480.0040,,,A,1.2500
004503,1976-06-30,1976,2,INDL,C,D,STD,XOM,32.000000000000,USD,1976Q2,1976Q2,1976-07-28,14084.0040,,2.6600,17769.0040,,,A,1.4000
004503,1976-09-30,1976,3,INDL,C,D,STD,XOM,16.000000000000,USD,1976Q3,1976Q3,1976-10-26,14522.0040,447.8880,1.4200,18096.0040,,,A,0.7000
004503,1976-12-31,1976,4,INDL,C,D,STD,XOM,16.000000000000,USD,1976Q4,1976Q4,1977-01-25,15051.9020,448.0880,1.5200,18470.4020,,,A,0.7000
004503,1977-03-31,1977,1,INDL,C,D,STD,XOM,16.000000000000,USD,1977Q1,1977Q1,1977-04-26,15199.0000,448.1070,1.4400,18779.0040,,,A,0.7500
004503,1977-06-30,1977,2,INDL,C,D,STD,XOM,16.000000000000,USD,1977Q2,1977Q2,1977-07-25,14526.0000,447.9940,1.2800,19011.0040,,,A,0.7500
004503,1977-09-30,1977,3,INDL,C,D,STD,XOM,16.000000000000,USD,1977Q3,1977Q3,1977-10-24,14364.0000,447.7380,1.4500,19297.0040,,,A,0.7500
004503,1977-12-31,1977,4,INDL,C,D,STD,XOM,16.000000000000,USD,1977Q4,1977Q4,1978-01-24,15331.8010,447.4000,1.2800,19121.1050,,,A,0.7500
004503,1978-03-31,1978,1,INDL,C,D,STD,XOM,16.000000000000,USD,1978Q1,1978Q1,1978-04-25,14844.0000,446.9170,1.5500,19436.0000,,,A,0.8000
004503,1978-06-30,1978,2,INDL,C,D,STD,XOM,16.000000000000,USD,1978Q2,1978Q2,1978-07-25,14784.0040,446.1320,1.5500,19732.0000,,,A,0.8000
004503,1978-09-30,1978,3,INDL,C,D,STD,XOM,16.000000000000,USD,1978Q3,1978Q3,1978-10-23,15120.0000,445.1630,1.1800,19832.0040,,,A,0.8500
004503,1978-12-31,1978,4,INDL,C,D,STD,XOM,16.000000000000,USD,1978Q4,1978Q4,1979-01-25,16368.8050,443.6140,1.9200,20228.6050,,,A,0.8500
004503,1979-03-31,1979,1,INDL,C,D,STD,XOM,16.000000000000,USD,1979Q1,1979Q1,1979-04-24,16544.0040,442.0200,2.1600,20703.0040,,,A,0.9000
004503,1979-06-30,1979,2,INDL,C,D,STD,XOM,16.000000000000,USD,1979Q2,1979Q2,1979-07-24,16801.0040,440.3470,1.8800,21049.0040,,,A,0.9000
004503,1979-09-30,1979,3,INDL,C,D,STD,XOM,16.000000000000,USD,1979Q3,1979Q3,1979-10-23,18055.0040,453.2040,2.6000,21756.0040,,,A,1.0000
004503,1979-12-31,1979,4,INDL,C,D,STD,XOM,16.000000000000,USD,1979Q4,1979Q4,1980-01-28,20478.3050,438.8180,3.1000,22552.0040,,,A,1.1000
004503,1980-03-31,1980,1,INDL,C,D,STD,XOM,16.000000000000,USD,1980Q1,1980Q1,1980-04-23,21664.0040,437.1880,4.4000,23853.0040,,,A,1.2000
004503,1980-06-30,1980,2,INDL,C,D,STD,XOM,16.000000000000,USD,1980Q2,1980Q2,1980-07-22,23055.0040,434.8030,2.3600,24166.0040,,,A,1.3000
004503,1980-09-30,1980,3,INDL,C,D,STD,XOM,16.000000000000,USD,1980Q3,1980Q3,1980-10-23,22918.0040,432.3540,3.1300,24741.0040,,,A,1.4000
004503,1980-12-31,1980,4,INDL,C,D,STD,XOM,16.000000000000,USD,1980Q4,1980Q4,1981-01-28,23458.5040,432.0810,3.1000,25412.6050,,,A,1.5000
004503,1981-03-31,1981,1,INDL,C,D,STD,XOM,16.000000000000,USD,1981Q1,1981Q1,1981-04-24,24544.0040,432.1310,3.7000,26368.0080,,,A,1.5000
004503,1981-06-30,1981,2,INDL,C,D,STD,XOM,8.000000000000,USD,1981Q2,1981Q2,1981-07-23,23897.0040,864.2960,2.1100,27546.0080,,,A,0.7500
004503,1981-09-30,1981,3,INDL,C,D,STD,XOM,8.000000000000,USD,1981Q3,1981Q3,1981-10-27,24873.0040,864.9010,1.2500,27991.0080,,,A,0.7500
004503,1981-12-31,1981,4,INDL,C,D,STD,XOM,8.000000000000,USD,1981Q4,1981Q4,1982-01-27,23848.4060,868.3680,1.2300,28516.9060,,,A,0.7500
004503,1982-03-31,1982,1,INDL,C,D,STD,XOM,8.000000000000,USD,1982Q1,1982Q1,1982-04-27,23651.0040,869.0820,0.9600,29126.0080,,,A,0.7500
004503,1982-06-30,1982,2,INDL,C,D,STD,XOM,8.000000000000,USD,1982Q2,1982Q2,1982-07-22,21268.0040,869.3490,0.9800,29367.0080,,,A,0.7500
004503,1982-09-30,1982,3,INDL,C,D,STD,XOM,8.000000000000,USD,1982Q3,1982Q3,1982-10-26,21037.0040,866.5040,1.1700,29706.0080,,,A,0.7500
004503,1982-12-31,1982,4,INDL,C,D,STD,XOM,8.000000000000,USD,1982Q4,1982Q4,1983-01-25,19792.7030,866.0060,1.7100,28440.2070,,,A,0.7500
004503,1983-03-31,1983,1,INDL,C,D,STD,XOM,8.000000000000,USD,1983Q1,1983Q1,1983-04-27,20194.0040,866.0820,1.2200,28568.0080,,,A,0.7500
004503,1983-06-30,1983,2,INDL,C,D,STD,XOM,8.000000000000,USD,1983Q2,1983Q2,1983-07-26,19036.0040,866.1970,1.2500,28941.0080,,,A,0.7500
004503,1983-09-30,1983,3,INDL,C,D,STD,XOM,8.000000000000,USD,1983Q3,1983Q3,1983-10-26,19086.0040,859.3470,1.4200,29114.0080,,,A,0.8000
004503,1983-12-31,1983,4,INDL,C,D,STD,XOM,8.000000000000,USD,1983Q4,1983Q4,1984-01-25,18595.5040,846.0970,1.9000,29443.1050,,,A,0.8000
004503,1984-03-31,1984,1,INDL,C,D,STD,XOM,8.000000000000,USD,1984Q1,1984Q1,1984-04-24,19580.0000,836.3340,1.7500,29935.0000,,,A,0.8000
004503,1984-06-30,1984,2,INDL,C,D,STD,XOM,8.000000000000,USD,1984Q2,1984Q2,1984-07-24,18421.0000,815.2270,1.6300,29346.0000,,,A,0.8500
004503,1984-09-30,1984,3,INDL,C,D,STD,XOM,8.000000000000,USD,1984Q3,1984Q3,1984-10-24,18460.0000,798.5750,1.5800,28929.0000,,,A,0.8500
004503,1984-12-31,1984,4,INDL,C,D,STD,XOM,8.000000000000,USD,1984Q4,1984Q4,1985-01-25,17239.0000,783.0510,1.8100,28851.0000,,,A,0.8500
004503,1985-03-31,1985,1,INDL,C,D,STD,XOM,8.000000000000,USD,1985Q1,1985Q1,1985-04-23,17295.0040,766.1040,1.7100,28637.0080,,,A,0.8500
004503,1985-06-30,1985,2,INDL,C,D,STD,XOM,8.000000000000,USD,1985Q2,1985Q2,1985-07-24,17022.0040,752.4030,0.9900,28091.0080,,,A,0.8500
004503,1985-09-30,1985,3,INDL,C,D,STD,XOM,8.000000000000,USD,1985Q3,1985Q3,1985-10-24,17136.0040,740.8280,1.3300,28322.0080,,,A,0.8500
004503,1985-12-31,1985,4,INDL,C,D,STD,XOM,8.000000000000,USD,1985Q4,1985Q4,1986-01-29,17355.0040,730.5790,2.4300,29096.0080,,,A,0.9000
004503,1986-03-31,1986,1,INDL,C,D,STD,XOM,8.000000000000,USD,1986Q1,1986Q1,1986-04-24,15048.0040,723.9290,2.3500,30127.0080,,,A,0.9000
004503,1986-06-30,1986,2,INDL,C,D,STD,XOM,8.000000000000,USD,1986Q2,1986Q2,1986-07-24,14215.0040,722.1550,1.5500,30833.0080,,,A,0.9000
004503,1986-09-30,1986,3,INDL,C,D,STD,XOM,8.000000000000,USD,1986Q3,1986Q3,1986-10-24,14868.0040,720.3900,1.4600,31309.0080,,,A,0.9000
004503,1986-12-31,1986,4,INDL,C,D,STD,XOM,8.000000000000,USD,1986Q4,1986Q4,1987-01-26,16320.0040,717.6720,2.0600,32012.0080,,,A,0.9000
004503,1987-03-31,1987,1,INDL,C,D,STD,XOM,8.000000000000,USD,1987Q1,1987Q1,1987-04-27,17499.0040,713.1720,1.5000,32701.0080,,,A,0.9000
004503,1987-06-30,1987,2,INDL,C,D,STD,XOM,8.000000000000,USD,1987Q2,1987Q2,1987-07-27,17189.0040,707.3440,1.6100,32579.0080,,,A,0.9000
004503,1987-09-30,1987,3,INDL,C,D,STD,XOM,4.000000000000,USD,1987Q3,1987Q3,1987-10-27,15438.0040,1399.4140,0.7500,32228.0080,,,A,0.5000
004503,1987-12-31,1987,4,INDL,C,D,STD,XOM,4.000000000000,USD,1987Q4,1987Q4,1988-01-25,15391.0040,1379.4420,1.1200,33626.0080,,,A,0.5000
004503,1988-03-31,1988,1,INDL,C,D,STD,XOM,4.000000000000,USD,1988Q1,1988Q1,1988-04-25,14763.0040,1356.2210,1.0600,33340.0000,,,A,0.5000
004503,1988-06-30,1988,2,INDL,C,D,STD,XOM,4.000000000000,USD,1988Q2,1988Q2,1988-07-26,14091.0040,1322.4010,0.9000,32130.0000,,,A,0.5500
004503,1988-09-30,1988,3,INDL,C,D,STD,XOM,4.000000000000,USD,1988Q3,1988Q3,1988-10-24,14213.0040,1307.9880,0.9300,31219.0000,,,A,0.5500
004503,1988-12-31,1988,4,INDL,C,D,STD,XOM,4.000000000000,USD,1988Q4,1988Q4,1989-01-25,14846.0040,1288.7150,1.0600,31767.0000,,10554.0000,A,0.5500
004503,1989-03-31,1989,1,INDL,C,D,STD,XOM,4.000000000000,USD,1989Q1,1989Q1,1989-04-24,15458.0040,1274.2330,1.4100,31065.0000,,2167.0000,A,0.5500
004503,1989-06-30,1989,2,INDL,C,D,STD,XOM,4.000000000000,USD,1989Q2,1989Q2,1989-07-25,15250.0040,1259.4130,0.1100,29324.0000,,3387.0000,A,0.5500
004503,1989-09-30,1989,3,INDL,C,D,STD,XOM,4.000000000000,USD,1989Q3,1989Q3,1989-10-23,16030.0040,1251.6320,0.8500,29727.0000,,5096.0000,A,0.6000
004503,1989-12-31,1989,4,INDL,C,D,STD,XOM,4.000000000000,USD,1989Q4,1989Q4,1990-01-24,16576.0040,1250.2850,0.3700,30244.0000,,7915.0000,A,0.6000
004503,1990-03-31,1990,1,INDL,C,D,STD,XOM,4.000000000000,USD,1990Q1,1990Q1,1990-04-23,16158.0000,1248.4390,1.0100,30539.0000,,1770.0000,A,0.6000
