gvkey,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,tic,ajexq,curcdq,datacqtr,datafqtr,rdq,actq,cshoq,epsfiq,teqq,cshfdy,oancfy,costat,dvpspq
001078,1962-03-31,1962,1,INDL,C,D,STD,ABT,384.000000000000,USD,1962Q1,1962Q1,,,,,,,,A,
001078,1962-06-30,1962,2,INDL,C,D,STD,ABT,384.000000000000,USD,1962Q2,1962Q2,,,,,,,,A,
001078,1962-09-30,1962,3,INDL,C,D,STD,ABT,384.000000000000,USD,1962Q3,1962Q3,,,,,,,,A,
001078,1962-12-31,1962,4,INDL,C,D,STD,ABT,384.000000000000,USD,1962Q4,1962Q4,,,,,,,,A,
001078,1963-03-31,1963,1,INDL,C,D,STD,ABT,384.000000000000,USD,1963Q1,1963Q1,,,,,,,,A,
001078,1963-06-30,1963,2,INDL,C,D,STD,ABT,384.000000000000,USD,1963Q2,1963Q2,,,,,,,,A,
001078,1963-09-30,1963,3,INDL,C,D,STD,ABT,384.000000000000,USD,1963Q3,1963Q3,,,,,,,,A,
001078,1963-12-31,1963,4,INDL,C,D,STD,ABT,384.000000000000,USD,1963Q4,1963Q4,,,,,,,,A,
001078,1964-03-31,1964,1,INDL,C,D,STD,ABT,384.000000000000,USD,1964Q1,1964Q1,,,,,,,,A,
001078,1964-06-30,1964,2,INDL,C,D,STD,ABT,128.000000000000,USD,1964Q2,1964Q2,,,,,,,,A,
001078,1964-09-30,1964,3,INDL,C,D,STD,ABT,128.000000000000,USD,1964Q3,1964Q3,,,,,,,,A,
001078,1964-12-31,1964,4,INDL,C,D,STD,ABT,128.000000000000,USD,1964Q4,1964Q4,,,,,,,,A,
001078,1965-03-31,1965,1,INDL,C,D,STD,ABT,128.000000000000,USD,1965Q1,1965Q1,,,,,,,,A,
001078,1965-06-30,1965,2,INDL,C,D,STD,ABT,128.000000000000,USD,1965Q2,1965Q2,,,,,,,,A,
001078,1965-09-30,1965,3,INDL,C,D,STD,ABT,128.000000000000,USD,1965Q3,1965Q3,,,,,,,,A,
001078,1965-12-31,1965,4,INDL,C,D,STD,ABT,128.000000000000,USD,1965Q4,1965Q4,,,,,,,,A,
001078,1966-03-31,1966,1,INDL,C,D,STD,ABT,128.000000000000,USD,1966Q1,1966Q1,,,,,,,,A,
001078,1966-06-30,1966,2,INDL,C,D,STD,ABT,128.000000000000,USD,1966Q2,1966Q2,,,,,,,,A,
001078,1966-09-30,1966,3,INDL,C,D,STD,ABT,128.000000000000,USD,1966Q3,1966Q3,,,,,,,,A,
001078,1966-12-31,1966,4,INDL,C,D,STD,ABT,128.000000000000,USD,1966Q4,1966Q4,,,,,,,,A,
001078,1967-03-31,1967,1,INDL,C,D,STD,ABT,128.000000000000,USD,1967Q1,1967Q1,,,,0.5400,,,,A,
001078,1967-06-30,1967,2,INDL,C,D,STD,ABT,128.000000000000,USD,1967Q2,1967Q2,,,,0.4300,,,,A,
001078,1967-09-30,1967,3,INDL,C,D,STD,ABT,128.000000000000,USD,1967Q3,1967Q3,,,,0.4800,,,,A,
001078,1967-12-31,1967,4,INDL,C,D,STD,ABT,128.000000000000,USD,1967Q4,1967Q4,,,,0.6400,,,,A,
001078,1968-03-31,1968,1,INDL,C,D,STD,ABT,128.000000000000,USD,1968Q1,1968Q1,,,,0.5600,,,,A,
001078,1968-06-30,1968,2,INDL,C,D,STD,ABT,128.000000000000,USD,1968Q2,1968Q2,,,,0.5100,,,,A,
001078,1968-09-30,1968,3,INDL,C,D,STD,ABT,128.000000000000,USD,1968Q3,1968Q3,,,,0.5700,,,,A,
001078,1968-12-31,1968,4,INDL,C,D,STD,ABT,128.000000000000,USD,1968Q4,1968Q4,,,,0.7100,,,,A,
001078,1969-03-31,1969,1,INDL,C,D,STD,ABT,128.000000000000,USD,1969Q1,1969Q1,,,,0.6100,,,,A,
001078,1969-06-30,1969,2,INDL,C,D,STD,ABT,128.000000000000,USD,1969Q2,1969Q2,,,,0.5400,,,,A,
001078,1969-09-30,1969,3,INDL,C,D,STD,ABT,128.000000000000,USD,1969Q3,1969Q3,,,,0.6500,,,,A,
001078,1969-12-31,1969,4,INDL,C,D,STD,ABT,128.000000000000,USD,1969Q4,1969Q4,,,13.4950,0.5700,,,,A,
001078,1970-03-31,1970,1,INDL,C,D,STD,ABT,128.000000000000,USD,1970Q1,1970Q1,,,,0.6900,,,,A,
001078,1970-06-30,1970,2,INDL,C,D,STD,ABT,128.000000000000,USD,1970Q2,1970Q2,,,,0.6100,,,,A,
001078,1970-09-30,1970,3,INDL,C,D,STD,ABT,128.000000000000,USD,1970Q3,1970Q3,,,,0.7400,,,,A,
001078,1970-12-31,1970,4,INDL,C,D,STD,ABT,128.000000000000,USD,1970Q4,1970Q4,,,13.5060,0.8800,,,,A,
001078,1971-03-31,1971,1,INDL,C,D,STD,ABT,128.000000000000,USD,1971Q1,1971Q1,,,13.5060,0.3400,,,,A,0.2750
001078,1971-06-30,1971,2,INDL,C,D,STD,ABT,128.000000000000,USD,1971Q2,1971Q2,,,13.5060,0.2200,,,,A,0.2750
001078,1971-09-30,1971,3,INDL,C,D,STD,ABT,128.000000000000,USD,1971Q3,1971Q3,1971-10-26,,13.5060,0.4500,,,,A,0.2750
001078,1971-12-31,1971,4,INDL,C,D,STD,ABT,128.000000000000,USD,1971Q4,1971Q4,1972-02-10,236.4800,13.5160,0.7000,,,,A,0.2750
001078,1972-03-31,1972,1,INDL,C,D,STD,ABT,128.000000000000,USD,1972Q1,1972Q1,1972-04-18,,13.5190,0.6700,,,,A,0.2750
001078,1972-06-30,1972,2,INDL,C,D,STD,ABT,128.000000000000,USD,1972Q2,1972Q2,1972-07-13,,13.5580,0.6200,,,,A,0.2750
001078,1972-09-30,1972,3,INDL,C,D,STD,ABT,128.000000000000,USD,1972Q3,1972Q3,1972-10-18,,13.5660,0.6800,,,,A,0.2750
001078,1972-12-31,1972,4,INDL,C,D,STD,ABT,128.000000000000,USD,1972Q4,1972Q4,1973-02-09,292.6850,13.5710,0.9100,,,,A,0.2750
001078,1973-03-31,1973,1,INDL,C,D,STD,ABT,128.000000000000,USD,1973Q1,1973Q1,1973-04-10,,13.5780,0.7800,,,,A,0.2750
001078,1973-06-30,1973,2,INDL,C,D,STD,ABT,128.000000000000,USD,1973Q2,1973Q2,1973-07-10,,13.6230,0.7400,,,,A,0.3000
001078,1973-09-30,1973,3,INDL,C,D,STD,ABT,128.000000000000,USD,1973Q3,1973Q3,1973-10-11,,13.6230,0.7900,,,,A,0.3000
001078,1973-12-31,1973,4,INDL,C,D,STD,ABT,128.000000000000,USD,1973Q4,1973Q4,1974-02-08,399.9440,13.6230,1.0400,,,,A,0.3000
001078,1974-03-31,1974,1,INDL,C,D,STD,ABT,128.000000000000,USD,1974Q1,1974Q1,1974-04-10,,13.6230,0.9100,,,,A,0.3000
001078,1974-06-30,1974,2,INDL,C,D,STD,ABT,128.000000000000,USD,1974Q2,1974Q2,1974-07-10,,13.6230,0.9000,,,,A,0.3300
001078,1974-09-30,1974,3,INDL,C,D,STD,ABT,128.000000000000,USD,1974Q3,1974Q3,1974-10-10,,13.6230,0.9500,,,,A,0.3300
001078,1974-12-31,1974,4,INDL,C,D,STD,ABT,128.000000000000,USD,1974Q4,1974Q4,1975-02-06,523.4100,13.6230,1.2400,,,,A,0.3300
001078,1975-03-31,1975,1,INDL,C,D,STD,ABT,128.000000000000,USD,1975Q1,1975Q1,1975-04-09,499.7590,27.2470,1.1300,,,,A,0.3300
001078,1975-06-30,1975,2,INDL,C,D,STD,ABT,128.000000000000,USD,1975Q2,1975Q2,1975-07-10,498.5550,13.6270,1.1400,,,,A,0.3600
001078,1975-09-30,1975,3,INDL,C,D,STD,ABT,64.000000000000,USD,1975Q3,1975Q3,1975-10-10,483.6070,27.2530,0.6000,,,,A,0.1800
001078,1975-12-31,1975,4,INDL,C,D,STD,ABT,64.000000000000,USD,1975Q4,1975Q4,1976-02-02,475.2010,27.3070,0.8300,,,,A,0.2000
001078,1976-03-31,1976,1,INDL,C,D,STD,ABT,64.000000000000,USD,1976Q1,1976Q1,1976-04-07,478.7440,27.3390,0.7200,,,,A,0.2000
001078,1976-06-30,1976,2,INDL,C,D,STD,ABT,64.000000000000,USD,1976Q2,1976Q2,1976-07-14,491.1700,27.3590,0.7600,,,,A,0.2200
001078,1976-09-30,1976,3,INDL,C,D,STD,ABT,64.000000000000,USD,1976Q3,1976Q3,1976-10-08,560.2230,29.4130,0.7600,,,,A,0.2200
001078,1976-12-31,1976,4,INDL,C,D,STD,ABT,64.000000000000,USD,1976Q4,1976Q4,1977-01-28,563.6000,29.4790,1.0200,,,,A,0.2200
001078,1977-03-31,1977,1,INDL,C,D,STD,ABT,64.000000000000,USD,1977Q1,1977Q1,1977-04-12,544.2770,29.5020,0.8500,,,,A,0.2500
001078,1977-06-30,1977,2,INDL,C,D,STD,ABT,64.000000000000,USD,1977Q2,1977Q2,1977-07-11,560.4390,29.5260,0.9400,,,,A,0.2500
001078,1977-09-30,1977,3,INDL,C,D,STD,ABT,64.000000000000,USD,1977Q3,1977Q3,1977-10-11,563.0230,29.5770,0.9300,,,,A,0.3000
001078,1977-12-31,1977,4,INDL,C,D,STD,ABT,64.000000000000,USD,1977Q4,1977Q4,1978-01-26,590.3500,29.6450,1.2400,,,,A,0.3000
001078,1978-03-31,1978,1,INDL,C,D,STD,ABT,64.000000000000,USD,1978Q1,1978Q1,1978-04-10,603.5940,29.6770,1.0700,,,,A,0.3000
001078,1978-06-30,1978,2,INDL,C,D,STD,ABT,32.000000000000,USD,1978Q2,1978Q2,1978-07-13,600.1110,59.9330,0.6100,,,,A,0.1800
001078,1978-09-30,1978,3,INDL,C,D,STD,ABT,32.000000000000,USD,1978Q3,1978Q3,1978-10-10,613.7240,60.0430,0.5900,,,,A,0.1800
001078,1978-12-31,1978,4,INDL,C,D,STD,ABT,32.000000000000,USD,1978Q4,1978Q4,1979-01-25,667.5040,60.0780,0.7500,,,,A,0.2100
001078,1979-03-31,1979,1,INDL,C,D,STD,ABT,32.000000000000,USD,1979Q1,1979Q1,1979-04-12,717.8120,60.1430,0.6400,,,,A,0.2100
001078,1979-06-30,1979,2,INDL,C,D,STD,ABT,32.000000000000,USD,1979Q2,1979Q2,1979-07-11,727.3050,60.2650,0.7300,,,,A,0.2500
001078,1979-09-30,1979,3,INDL,C,D,STD,ABT,32.000000000000,USD,1979Q3,1979Q3,1979-10-10,766.4260,60.3180,0.7100,,,,A,0.2500
001078,1979-12-31,1979,4,INDL,C,D,STD,ABT,32.000000000000,USD,1979Q4,1979Q4,1980-01-24,805.3920,60.2950,0.8900,,,,A,0.2500
001078,1980-03-31,1980,1,INDL,C,D,STD,ABT,32.000000000000,USD,1980Q1,1980Q1,1980-04-10,841.6450,60.2840,0.7600,,,,A,0.2500
001078,1980-06-30,1980,2,INDL,C,D,STD,ABT,32.000000000000,USD,1980Q2,1980Q2,1980-07-11,909.2610,60.2620,0.8400,,,,A,0.3000
001078,1980-09-30,1980,3,INDL,C,D,STD,ABT,32.000000000000,USD,1980Q3,1980Q3,1980-10-10,959.4590,60.3400,0.8200,,,,A,0.3000
001078,1980-12-31,1980,4,INDL,C,D,STD,ABT,32.000000000000,USD,1980Q4,1980Q4,1981-01-23,963.6390,61.7630,1.0400,,,,A,0.3000
001078,1981-03-31,1981,1,INDL,C,D,STD,ABT,32.000000000000,USD,1981Q1,1981Q1,1981-04-14,990.2530,61.6850,0.9000,,,,A,0.3000
001078,1981-06-30,1981,2,INDL,C,D,STD,ABT,16.000000000000,USD,1981Q2,1981Q2,1981-07-09,1020.8210,123.1300,0.4900,,,,A,0.1800
001078,1981-09-30,1981,3,INDL,C,D,STD,ABT,16.000000000000,USD,1981Q3,1981Q3,1981-10-08,1058.4340,122.8420,0.4600,,,,A,0.1800
001078,1981-12-31,1981,4,INDL,C,D,STD,ABT,16.000000000000,USD,1981Q4,1981Q4,1982-01-21,1056.1690,122.5000,0.6100,,,,A,0.1800
001078,1982-03-31,1982,1,INDL,C,D,STD,ABT,16.000000000000,USD,1982Q1,1982Q1,1982-04-13,1113.2150,122.2490,0.5200,,,,A,0.1800
001078,1982-06-30,1982,2,INDL,C,D,STD,ABT,16.000000000000,USD,1982Q2,1982Q2,1982-07-12,1137.8170,121.9740,0.5800,,,,A,0.2100
001078,1982-09-30,1982,3,INDL,C,D,STD,ABT,16.000000000000,USD,1982Q3,1982Q3,1982-10-07,1178.5060,121.7280,0.5500,,,,A,0.2100
001078,1982-12-31,1982,4,INDL,C,D,STD,ABT,16.000000000000,USD,1982Q4,1982Q4,1983-01-19,1124.2380,122.1040,0.7200,,,,A,0.2100
001078,1983-03-31,1983,1,INDL,C,D,STD,ABT,16.000000000000,USD,1983Q1,1983Q1,1983-04-07,1331.8130,121.7460,0.6200,,,,A,0.2100
001078,1983-06-30,1983,2,INDL,C,D,STD,ABT,16.000000000000,USD,1983Q2,1983Q2,1983-07-07,1353.8430,121.5000,0.7000,,,,A,0.2500
001078,1983-09-30,1983,3,INDL,C,D,STD,ABT,16.000000000000,USD,1983Q3,1983Q3,1983-10-14,1430.9890,121.4120,0.6600,,,,A,0.2500
001078,1983-12-31,1983,4,INDL,C,D,STD,ABT,16.000000000000,USD,1983Q4,1983Q4,1984-01-19,1292.8400,121.0980,0.8800,,,,A,0.2500
001078,1984-03-31,1984,1,INDL,C,D,STD,ABT,16.000000000000,USD,1984Q1,1984Q1,1984-04-12,1374.4360,120.7950,0.7300,,,,A,0.2500
001078,1984-06-30,1984,2,INDL,C,D,STD,ABT,16.000000000000,USD,1984Q2,1984Q2,1984-07-12,1410.2630,120.6260,0.8300,,,,A,0.3000
001078,1984-09-30,1984,3,INDL,C,D,STD,ABT,16.000000000000,USD,1984Q3,1984Q3,1984-10-10,1415.8550,120.4380,0.7600,,,,A,0.3000
001078,1984-12-31,1984,4,INDL,C,D,STD,ABT,16.000000000000,USD,1984Q4,1984Q4,1985-01-18,1549.6290,120.2340,1.0200,,,,A,0.3000
001078,1985-03-31,1985,1,INDL,C,D,STD,ABT,16.000000000000,USD,1985Q1,1985Q1,1985-04-12,1644.8490,120.1430,0.8500,,,,A,0.3000
001078,1985-06-30,1985,2,INDL,C,D,STD,ABT,16.000000000000,USD,1985Q2,1985Q2,1985-07-12,1704.8410,120.0570,0.9300,,,,A,0.3500
001078,1985-09-30,1985,3,INDL,C,D,STD,ABT,16.000000000000,USD,1985Q3,1985Q3,1985-10-10,1753.8190,119.9840,,,,,A,0.3500
001078,1985-12-31,1985,4,INDL,C,D,STD,ABT,16.000000000000,USD,1985Q4,1985Q4,1986-01-16,1680.3970,119.5950,1.1500,,,,A,0.3500
001078,1986-03-31,1986,1,INDL,C,D,STD,ABT,16.000000000000,USD,1986Q1,1986Q1,1986-04-10,1780.5840,117.8990,1.0200,,,,A,0.3500
001078,1986-06-30,1986,2,INDL,C,D,STD,ABT,8.000000000000,USD,1986Q2,1986Q2,1986-07-11,1902.9900,232.8140,0.5600,,,,A,0.2100
001078,1986-09-30,1986,3,INDL,C,D,STD,ABT,8.000000000000,USD,1986Q3,1986Q3,1986-10-10,2024.3830,230.1990,0.5300,,,,A,0.2100
001078,1986-12-31,1986,4,INDL,C,D,STD,ABT,8.000000000000,USD,1986Q4,1986Q4,1987-01-19,1888.8720,228.8390,0.6900,,,,A,0.2100
001078,1987-03-31,1987,1,INDL,C,D,STD,ABT,8.000000000000,USD,1987Q1,1987Q1,1987-04-10,1969.4270,228.1450,0.6100,,,,A,0.2100
001078,1987-06-30,1987,2,INDL,C,D,STD,ABT,8.000000000000,USD,1987Q2,1987Q2,1987-07-10,1992.6930,227.6810,0.6700,,,,A,0.2500
001078,1987-09-30,1987,3,INDL,C,D,STD,ABT,8.000000000000,USD,1987Q3,1987Q3,1987-10-09,2007.9070,227.2040,0.6300,,,,A,0.2500
001078,1987-12-31,1987,4,INDL,C,D,STD,ABT,8.000000000000,USD,1987Q4,1987Q4,1988-01-15,2155.5170,226.7310,0.8300,,,,A,0.2500
001078,1988-03-31,1988,1,INDL,C,D,STD,ABT,8.000000000000,USD,1988Q1,1988Q1,1988-04-08,2118.3000,226.1690,0.7500,,,,A,0.2500
001078,1988-06-30,1988,2,INDL,C,D,STD,ABT,8.000000000000,USD,1988Q2,1988Q2,1988-07-12,2219.8600,225.7410,0.8200,,,,A,0.3000
001078,1988-09-30,1988,3,INDL,C,D,STD,ABT,8.000000000000,USD,1988Q3,1988Q3,1988-10-11,2203.8670,225.2920,0.7500,,,,A,0.3000
001078,1988-12-31,1988,4,INDL,C,D,STD,ABT,8.000000000000,USD,1988Q4,1988Q4,1989-01-16,2352.9630,224.8460,0.9800,,,965.3610,A,0.3000
001078,1989-03-31,1989,1,INDL,C,D,STD,ABT,8.000000000000,USD,1989Q1,1989Q1,1989-04-11,2198.9850,224.1470,0.8700,,,259.8630,A,0.3000
001078,1989-06-30,1989,2,INDL,C,D,STD,ABT,8.000000000000,USD,1989Q2,1989Q2,1989-07-13,2267.0260,223.6570,0.9400,,,505.6500,A,0.3500
001078,1989-09-30,1989,3,INDL,C,D,STD,ABT,8.000000000000,USD,1989Q3,1989Q3,1989-10-10,2370.1800,222.4580,0.8700,,,774.8680,A,0.3500
001078,1989-12-31,1989,4,INDL,C,D,STD,ABT,8.000000000000,USD,1989Q4,1989Q4,1990-01-15,2102.8470,221.2400,1.1200,,,959.8560,A,0.3500
001078,1990-03-31,1990,1,INDL,C,D,STD,ABT,8.000000000000,USD,1990Q1,1990Q1,,2318.7290,219.4490,1.0100,,,217.4690,A,0.3500
001078,1990-06-30,1990,2,INDL,C,D,STD,ABT,4.000000000000,USD,1990Q2,1990Q2,1990-07-10,2503.8830,435.1980,0.5400,,,465.4600,A,0.2100
001078,1990-09-30,1990,3,INDL,C,D,STD,ABT,4.000000000000,USD,1990Q3,1990Q3,1990-10-08,2694.0850,430.4960,0.5100,,,826.0310,A,0.2100
001078,1990-12-31,1990,4,INDL,C,D,STD,ABT,4.000000000000,USD,1990Q4,1990Q4,1991-01-14,2461.2420,429.1410,0.6400,,,1200.8840,A,0.2100
001078,1991-03-31,1991,1,INDL,C,D,STD,ABT,4.000000000000,USD,1991Q1,1991Q1,1991-04-08,2681.9360,428.2920,0.5800,,,245.4160,A,0.2100
001078,1991-06-30,1991,2,INDL,C,D,STD,ABT,4.000000000000,USD,1991Q2,1991Q2,1991-07-10,2731.1120,427.0290,0.6200,,,630.7190,A,0.2500
001078,1991-09-30,1991,3,INDL,C,D,STD,ABT,4.000000000000,USD,1991Q3,1991Q3,1991-10-09,2717.2450,425.6930,0.5800,,,1038.9710,A,0.2500
001078,1991-12-31,1991,4,INDL,C,D,STD,ABT,4.000000000000,USD,1991Q4,1991Q4,1992-01-14,2891.0680,425.2650,0.7200,,,1453.2090,A,0.2500
001078,1992-03-31,1992,1,INDL,C,D,STD,ABT,4.000000000000,USD,1992Q1,1992Q1,1992-04-09,2930.9570,424.3750,0.6800,,,268.3200,A,0.2500
001078,1992-06-30,1992,2,INDL,C,D,STD,ABT,2.000000000000,USD,1992Q2,1992Q2,1992-07-08,3028.6440,845.7920,0.3700,,,612.9210,A,0.1500
001078,1992-09-30,1992,3,INDL,C,D,STD,ABT,2.000000000000,USD,1992Q3,1992Q3,1992-10-08,3294.5230,839.1900,0.3300,,,880.3630,A,0.1525
001078,1992-12-31,1992,4,INDL,C,D,STD,ABT,2.000000000000,USD,1992Q4,1992Q4,1993-01-14,3231.7380,836.0520,0.4100,,,1388.8490,A,0.1500
001078,1993-03-31,1993,1,INDL,C,D,STD,ABT,2.000000000000,USD,1993Q1,1993Q1,1993-04-08,3353.7330,832.9430,0.4100,,,435.9530,A,0.1500
001078,1993-06-30,1993,2,INDL,C,D,STD,ABT,2.000000000000,USD,1993Q2,1993Q2,1993-07-09,3451.9010,828.9610,0.4100,,,802.0770,A,0.1700
001078,1993-09-30,1993,3,INDL,C,D,STD,ABT,2.000000000000,USD,1993Q3,1993Q3,1993-10-07,3544.7220,825.4290,0.3800,,,1374.8490,A,0.1700
001078,1993-12-31,1993,4,INDL,C,D,STD,ABT,2.000000000000,USD,1993Q4,1993Q4,1994-01-17,3585.5350,821.1300,0.4700,,,1846.9090,A,0.1700
001078,1994-03-31,1994,1,INDL,C,D,STD,ABT,2.000000000000,USD,1994Q1,1994Q1,1994-04-08,3520.4840,816.6430,0.4400,,,546.8450,A,0.1700
001078,1994-06-30,1994,2,INDL,C,D,STD,ABT,2.000000000000,USD,1994Q2,1994Q2,1994-07-12,3721.8440,812.1690,0.4600,,,1019.9880,A,0.1900
001078,1994-09-30,1994,3,INDL,C,D,STD,ABT,2.000000000000,USD,1994Q3,1994Q3,1994-10-10,3860.2800,807.8980,0.4300,,,1620.4430,A,0.1900
001078,1994-12-31,1994,4,INDL,C,D,STD,ABT,2.000000000000,USD,1994Q4,1994Q4,1995-01-18,3876.3280,803.2800,0.5200,,,2212.1370,A,0.1900
001078,1995-03-31,1995,1,INDL,C,D,STD,ABT,2.000000000000,USD,1995Q1,1995Q1,1995-04-11,3889.8350,799.2440,0.5200,,,508.3290,A,0.1900
001078,1995-06-30,1995,2,INDL,C,D,STD,ABT,2.000000000000,USD,1995Q2,1995Q2,1995-07-12,4040.1310,795.0540,0.5200,,,1035.2150,A,0.2100
001078,1995-09-30,1995,3,INDL,C,D,STD,ABT,2.000000000000,USD,1995Q3,1995Q3,1995-10-10,4077.4990,792.1520,0.4700,,,1554.3990,A,0.2100
001078,1995-12-31,1995,4,INDL,C,D,STD,ABT,2.000000000000,USD,1995Q4,1995Q4,1996-01-17,4226.7110,787.3070,0.5900,,,1965.5810,A,0.2100
001078,1996-03-31,1996,1,INDL,C,D,STD,ABT,2.000000000000,USD,1996Q1,1996Q1,1996-04-08,4113.2660,785.1330,0.6000,,,684.1660,A,0.2100
001078,1996-06-30,1996,2,INDL,C,D,STD,ABT,2.000000000000,USD,1996Q2,1996Q2,1996-07-10,4326.4050,781.3400,0.6000,,,1179.0100,A,0.2400
001078,1996-09-30,1996,3,INDL,C,D,STD,ABT,2.000000000000,USD,1996Q3,1996Q3,1996-10-08,4273.8510,777.7060,0.5300,,,1811.5440,A,0.2400
001078,1996-12-31,1996,4,INDL,C,D,STD,ABT,2.000000000000,USD,1996Q4,1996Q4,1997-01-16,4480.9020,774.4490,0.6500,,,2382.0620,A,0.2400
001078,1997-03-31,1997,1,INDL,C,D,STD,ABT,2.000000000000,USD,1997Q1,1997Q1,1997-04-09,4627.4380,773.1160,0.6800,,,784.6260,A,0.2400
001078,1997-06-30,1997,2,INDL,C,D,STD,ABT,2.000000000000,USD,1997Q2,1997Q2,1997-07-10,4587.9320,770.4050,0.6700,,,1363.9060,A,0.2700
001078,1997-09-30,1997,3,INDL,C,D,STD,ABT,2.000000000000,USD,1997Q3,1997Q3,1997-10-09,4653.0930,765.9200,0.6000,,,2010.2110,A,0.2700
001078,1997-12-31,1997,4,INDL,C,D,STD,ABT,2.000000000000,USD,1997Q4,1997Q4,1998-01-16,5038.2080,764.0940,0.7300,,,2628.7670,A,0.2700
001078,1998-03-31,1998,1,INDL,C,D,STD,ABT,2.000000000000,USD,1998Q1,1998Q1,1998-04-09,5181.8040,763.3550,0.7600,,,881.3830,A,0.2700
001078,1998-06-30,1998,2,INDL,C,D,STD,ABT,1.000000000000,USD,1998Q2,1998Q2,1998-07-09,5175.1980,1522.5790,0.3800,,,1697.6430,A,0.1500
001078,1998-09-30,1998,3,INDL,C,D,STD,ABT,1.000000000000,USD,1998Q3,1998Q3,1998-10-08,5066.2100,1518.6560,0.3400,,,2268.1130,A,0.1500
001078,1998-12-31,1998,4,INDL,C,D,STD,ABT,1.000000000000,USD,1998Q4,1998Q4,1999-01-15,5553.1360,1516.0630,0.4100,,1545.6580,2732.9010,A,0.1500
001078,1999-03-31,1999,1,INDL,C,D,STD,ABT,1.000000000000,USD,1999Q1,1999Q1,1999-04-08,5771.2990,1519.3330,0.4300,,1557.4310,845.3880,A,0.1500
001078,1999-06-30,1999,2,INDL,C,D,STD,ABT,1.000000000000,USD,1999Q2,1999Q2,1999-07-09,5547.1860,1521.1510,0.4100,,1558.0130,1612.1770,A,0.1700
001078,1999-09-30,1999,3,INDL,C,D,STD,ABT,1.000000000000,USD,1999Q3,1999Q3,1999-10-11,5878.0490,1521.9350,0.3000,,1557.7590,2533.2750,A,0.1700
001078,1999-12-31,1999,4,INDL,C,D,STD,ABT,1.000000000000,USD,1999Q4,1999Q4,2000-01-18,6419.7540,1547.0200,0.4300,,1557.6550,2937.5210,A,0.1700
001078,2000-03-31,2000,1,INDL,C,D,STD,ABT,1.000000000000,USD,2000Q1,2000Q1,2000-04-11,6727.9060,1549.1320,0.4400,,1559.5550,379.9650,A,0.1700
001078,2000-06-30,2000,2,INDL,C,D,STD,ABT,1.000000000000,USD,2000Q2,2000Q2,2000-07-12,6898.0360,1549.9310,0.4400,,1562.9400,1647.5540,A,0.1900
001078,2000-09-30,2000,3,INDL,C,D,STD,ABT,1.000000000000,USD,2000Q3,2000Q3,2000-10-10,6971.2890,1546.4280,0.4200,,1564.0620,2325.4350,A,0.1900
001078,2000-12-31,2000,4,INDL,C,D,STD,ABT,1.000000000000,USD,2000Q4,2000Q4,2001-01-15,7376.2410,1545.9340,0.4800,,1565.5790,3099.6180,A,0.1900
001078,2001-03-31,2001,1,INDL,C,D,STD,ABT,1.000000000000,USD,2001Q1,2001Q1,2001-04-12,8191.3700,1548.2550,-0.1400,,1547.0720,-96.4340,A,0.1900
001078,2001-06-30,2001,2,INDL,C,D,STD,ABT,1.000000000000,USD,2001Q2,2001Q2,2001-07-12,7963.5720,1550.9070,0.3400,,1558.1140,1495.0800,A,0.2100
001078,2001-09-30,2001,3,INDL,C,D,STD,ABT,1.000000000000,USD,2001Q3,2001Q3,2001-10-10,8170.9010,1552.2370,0.4000,,1562.7560,2679.4580,A,0.2100
001078,2001-12-31,2001,4,INDL,C,D,STD,ABT,1.000000000000,USD,2001Q4,2001Q4,2002-01-16,8419.1890,1554.5300,0.3900,9059.4320,1565.9630,3566.8480,A,0.2100
001078,2002-03-31,2002,1,INDL,C,D,STD,ABT,1.000000000000,USD,2002Q1,2002Q1,2002-04-09,8075.5210,1560.6140,0.5400,,1579.3980,1163.6130,A,0.2100
001078,2002-06-30,2002,2,INDL,C,D,STD,ABT,1.000000000000,USD,2002Q2,2002Q2,2002-07-11,8010.0450,1562.1310,0.3800,,1576.5410,2082.4820,A,0.2350
001078,2002-09-30,2002,3,INDL,C,D,STD,ABT,1.000000000000,USD,2002Q3,2002Q3,2002-10-09,8484.1490,1562.5410,0.4600,,1573.9370,2983.4150,A,0.2350
001078,2002-12-31,2002,4,INDL,C,D,STD,ABT,1.000000000000,USD,2002Q4,2002Q4,2003-01-16,9121.7720,1563.0680,0.4000,,1573.2930,4182.9440,A,0.2350
001078,2003-03-31,2003,1,INDL,C,D,STD,ABT,1.000000000000,USD,2003Q1,2003Q1,2003-04-09,9431.4460,1560.9680,0.5100,,1568.0970,943.0160,A,0.2350
001078,2003-06-30,2003,2,INDL,C,D,STD,ABT,1.000000000000,USD,2003Q2,2003Q2,2003-07-10,9714.7960,1562.5600,0.1600,,1570.3640,2010.6780,A,0.2450
001078,2003-09-30,2003,3,INDL,C,D,STD,ABT,1.000000000000,USD,2003Q3,2003Q3,2003-10-09,10260.8780,1563.3530,0.4800,,1570.9560,3099.7200,A,0.2450
001078,2003-12-31,2003,4,INDL,C,D,STD,ABT,1.000000000000,USD,2003Q4,2003Q4,2004-01-16,10290.4150,1564.5180,0.6000,,1571.8690,3746.4480,A,0.2450
