gvkey,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,tic,curcdq,datacqtr,datafqtr,epsfxq,ltq,niq,revtq,capxy,costat
004503,2020-09-30,2020,3,INDL,C,D,STD,XOM,USD,2020Q3,2020Q3,-0.1500,173431.0000,-680.0000,45425.0000,13653.0000,A
004503,2020-12-31,2020,4,INDL,C,D,STD,XOM,USD,2020Q4,2020Q4,-4.7000,168620.0000,-20070.0000,45738.0000,17282.0000,A
004503,2021-03-31,2021,1,INDL,C,D,STD,XOM,USD,2021Q1,2021Q1,0.6400,169669.0000,2730.0000,57552.0000,2400.0000,A
004503,2021-06-30,2021,2,INDL,C,D,STD,XOM,USD,2021Q2,2021Q2,1.1000,171733.0000,4690.0000,65943.0000,5147.0000,A
004503,2021-09-30,2021,3,INDL,C,D,STD,XOM,USD,2021Q3,2021Q3,1.5700,169182.0000,6750.0000,71892.0000,7987.0000,A
004503,2021-12-31,2021,4,INDL,C,D,STD,XOM,USD,2021Q4,2021Q4,2.0800,163240.0000,8870.0000,81305.0000,12076.0000,A
004503,2022-03-31,2022,1,INDL,C,D,STD,XOM,USD,2022Q1,2022Q1,1.2800,178245.0000,5480.0000,87734.0000,3911.0000,A
004503,2022-06-30,2022,2,INDL,C,D,STD,XOM,USD,2022Q2,2022Q2,4.2100,183266.0000,17850.0000,111265.0000,7748.0000,A
004503,2022-09-30,2022,3,INDL,C,D,STD,XOM,USD,2022Q3,2022Q3,4.6800,177109.0000,19660.0000,106512.0000,12624.0000,A
004503,2022-12-31,2022,4,INDL,C,D,STD,XOM,USD,2022Q4,2022Q4,3.0900,166594.0000,12750.0000,93164.0000,18407.0000,A
004503,2023-03-31,2023,1,INDL,C,D,STD,XOM,USD,2023Q1,2023Q1,2.7900,162957.0000,11430.0000,83644.0000,5412.0000,A
004503,2023-06-30,2023,2,INDL,C,D,STD,XOM,USD,2023Q2,2023Q2,1.9400,156251.0000,7880.0000,80795.0000,10771.0000,A
004503,2023-09-30,2023,3,INDL,C,D,STD,XOM,USD,2023Q3,2023Q3,2.2500,164726.0000,9070.0000,88570.0000,15691.0000,A
004503,2023-12-31,2023,4,INDL,C,D,STD,XOM,USD,2023Q4,2023Q4,1.9100,163779.0000,7630.0000,81688.0000,21919.0000,A
004503,2024-03-31,2024,1,INDL,C,D,STD,XOM,USD,2024Q1,2024Q1,2.0600,164866.0000,8220.0000,80411.0000,5074.0000,A
004503,2024-06-30,2024,2,INDL,C,D,STD,XOM,USD,2024Q2,2024Q2,2.1400,184441.0000,9240.0000,89986.0000,11309.0000,A
004503,2024-09-30,2024,3,INDL,C,D,STD,XOM,USD,2024Q3,2024Q3,1.9200,185516.0000,8610.0000,87792.0000,17469.0000,A
