permno,adate,qdate,public_date,npm,de_ratio,curr_ratio,ptb,TICKER
11850,1973-12-31,1973-12-31,1974-02-28,0.095,0.785,1.553,1.265,XON
11850,1973-12-31,1973-12-31,1974-03-31,0.095,0.785,1.553,1.231,XON
11850,1973-12-31,1973-12-31,1974-04-30,0.095,0.785,1.553,1.169,XON
11850,1973-12-31,1974-03-31,1974-05-31,0.089,0.799,1.553,1.145,XON
11850,1973-12-31,1974-03-31,1974-06-30,0.089,0.799,1.553,1.108,XON
11850,1973-12-31,1974-03-31,1974-07-31,0.089,0.799,1.553,1.183,XON
11850,1973-12-31,1974-06-30,1974-08-31,0.086,0.771,1.553,1.019,XON
11850,1973-12-31,1974-06-30,1974-09-30,0.086,0.771,1.553,0.890,XON
11850,1973-12-31,1974-06-30,1974-10-31,0.086,0.771,1.553,1.038,XON
11850,1973-12-31,1974-09-30,1974-11-30,0.081,0.744,1.553,0.923,XON
11850,1973-12-31,1974-09-30,1974-12-31,0.081,0.744,1.553,0.951,XON
11850,1973-12-31,1974-09-30,1975-01-31,0.081,0.744,1.553,1.076,XON
11850,1974-12-31,1974-12-31,1975-02-28,0.075,0.949,1.558,1.004,XON
11850,1974-12-31,1974-12-31,1975-03-31,0.075,0.949,1.558,0.960,XON
11850,1974-12-31,1974-12-31,1975-04-30,0.075,0.949,1.558,1.050,XON
11850,1974-12-31,1975-03-31,1975-05-31,0.070,0.968,1.595,1.229,XON
11850,1974-12-31,1975-03-31,1975-06-30,0.070,0.968,1.595,1.297,XON
11850,1974-12-31,1975-03-31,1975-07-31,0.070,0.968,1.595,1.220,XON
11850,1974-12-31,1975-06-30,1975-08-31,0.065,0.948,1.594,1.192,XON
11850,1974-12-31,1975-06-30,1975-09-30,0.065,0.948,1.594,1.202,XON
11850,1974-12-31,1975-06-30,1975-10-31,0.065,0.948,1.594,1.224,XON
11850,1974-12-31,1975-09-30,1975-11-30,0.061,0.938,1.572,1.154,XON
11850,1974-12-31,1975-09-30,1975-12-31,0.061,0.938,1.572,1.191,XON
11850,1974-12-31,1975-09-30,1976-01-31,0.061,0.938,1.572,1.222,XON
11850,1975-12-31,1975-12-31,1976-02-29,0.056,0.887,1.499,1.045,XON
11850,1975-12-31,1975-12-31,1976-03-31,0.056,0.887,1.499,1.126,XON
11850,1975-12-31,1975-12-31,1976-04-30,0.056,0.887,1.499,1.131,XON
11850,1975-12-31,1976-03-31,1976-05-31,0.057,0.920,1.552,1.292,XON
11850,1975-12-31,1976-03-31,1976-06-30,0.057,0.920,1.552,1.340,XON
11850,1975-12-31,1976-03-31,1976-07-31,0.057,0.920,1.552,1.361,XON
11850,1975-12-31,1976-06-30,1976-08-31,0.056,0.915,1.552,1.332,XON
11850,1975-12-31,1976-06-30,1976-09-30,0.056,0.915,1.552,1.398,XON
11850,1975-12-31,1976-06-30,1976-10-31,0.056,0.915,1.552,1.323,XON
11850,1975-12-31,1976-09-30,1976-11-30,0.055,0.918,1.540,1.266,XON
11850,1975-12-31,1976-09-30,1976-12-31,0.055,0.918,1.540,1.328,XON
11850,1975-12-31,1976-09-30,1977-01-31,0.055,0.918,1.540,1.325,XON
11850,1976-12-31,1976-12-31,1977-02-28,0.054,0.925,1.431,1.106,XON
11850,1976-12-31,1976-12-31,1977-03-31,0.054,0.925,1.431,1.103,XON
11850,1976-12-31,1976-12-31,1977-04-30,0.054,0.925,1.431,1.122,XON
11850,1976-12-31,1977-03-31,1977-05-31,0.051,0.937,1.471,1.220,XON
11850,1976-12-31,1977-03-31,1977-06-30,0.051,0.937,1.471,1.277,XON
11850,1976-12-31,1977-03-31,1977-07-31,0.051,0.937,1.471,1.232,XON
11850,1976-12-31,1977-06-30,1977-08-31,0.049,0.948,1.434,1.143,XON
11850,1976-12-31,1977-06-30,1977-09-30,0.049,0.948,1.434,1.137,XON
11850,1976-12-31,1977-06-30,1977-10-31,0.049,0.948,1.434,1.110,XON
11850,1976-12-31,1977-09-30,1977-11-30,0.048,0.946,1.419,1.080,XON
11850,1976-12-31,1977-09-30,1977-12-31,0.048,0.946,1.419,1.116,XON
11850,1976-12-31,1977-09-30,1978-01-31,0.048,0.946,1.419,1.061,XON
11850,1977-12-31,1977-12-31,1978-02-28,0.045,0.928,1.431,0.888,XON
11850,1977-12-31,1977-12-31,1978-03-31,0.045,0.928,1.431,0.901,XON
11850,1977-12-31,1977-12-31,1978-04-30,0.045,0.928,1.431,0.951,XON
11850,1977-12-31,1978-03-31,1978-05-31,0.045,0.955,1.434,1.076,XON
11850,1977-12-31,1978-03-31,1978-06-30,0.045,0.955,1.434,1.010,XON
11850,1977-12-31,1978-03-31,1978-07-31,0.045,0.955,1.434,1.070,XON
11850,1977-12-31,1978-06-30,1978-08-31,0.046,0.958,1.436,1.120,XON
11850,1977-12-31,1978-06-30,1978-09-30,0.046,0.958,1.436,1.176,XON
11850,1977-12-31,1978-06-30,1978-10-31,0.046,0.958,1.436,1.088,XON
11850,1977-12-31,1978-09-30,1978-11-30,0.043,0.970,1.434,1.108,XON
11850,1977-12-31,1978-09-30,1978-12-31,0.043,0.970,1.434,1.099,XON
11850,1977-12-31,1978-09-30,1979-01-31,0.043,0.970,1.434,1.144,XON
11850,1978-12-31,1978-12-31,1979-02-28,0.046,1.010,1.359,0.923,XON
11850,1978-12-31,1978-12-31,1979-03-31,0.046,1.010,1.359,0.989,XON
11850,1978-12-31,1978-12-31,1979-04-30,0.046,1.010,1.359,0.996,XON
11850,1978-12-31,1979-03-31,1979-05-31,0.048,0.996,1.403,1.066,XON
11850,1978-12-31,1979-03-31,1979-06-30,0.048,0.996,1.403,1.150,XON
11850,1978-12-31,1979-03-31,1979-07-31,0.048,0.996,1.403,1.169,XON
11850,1978-12-31,1979-06-30,1979-08-31,0.048,1.013,1.400,1.179,XON
11850,1978-12-31,1979-06-30,1979-09-30,0.048,1.013,1.400,1.234,XON
11850,1978-12-31,1979-06-30,1979-10-31,0.048,1.013,1.400,1.203,XON
11850,1978-12-31,1979-09-30,1979-11-30,0.053,1.038,1.395,1.174,XON
11850,1978-12-31,1979-09-30,1979-12-31,0.053,1.038,1.395,1.112,XON
11850,1978-12-31,1979-09-30,1980-01-31,0.053,1.038,1.395,1.228,XON
11850,1979-12-31,1979-12-31,1980-02-29,0.054,1.155,1.289,1.065,XON
11850,1979-12-31,1979-12-31,1980-03-31,0.054,1.155,1.289,0.943,XON
11850,1979-12-31,1979-12-31,1980-04-30,0.054,1.155,1.289,0.990,XON
11850,1979-12-31,1980-03-31,1980-05-31,0.060,1.107,1.369,1.177,XON
11850,1979-12-31,1980-03-31,1980-06-30,0.060,1.107,1.369,1.219,XON
11850,1979-12-31,1980-03-31,1980-07-31,0.060,1.107,1.369,1.269,XON
11850,1979-12-31,1980-06-30,1980-08-31,0.058,1.148,1.382,1.259,XON
11850,1979-12-31,1980-06-30,1980-09-30,0.058,1.148,1.382,1.255,XON
11850,1979-12-31,1980-06-30,1980-10-31,0.058,1.148,1.382,1.370,XON
11850,1979-12-31,1980-09-30,1980-11-30,0.057,1.178,1.387,1.544,XON
11850,1979-12-31,1980-09-30,1980-12-31,0.057,1.178,1.387,1.408,XON
11850,1979-12-31,1980-09-30,1981-01-31,0.057,1.178,1.387,1.358,XON
11850,1980-12-31,1980-12-31,1981-02-28,0.055,1.175,1.389,0.984,XON
11850,1980-12-31,1980-12-31,1981-03-31,0.055,1.175,1.389,0.937,XON
11850,1980-12-31,1980-12-31,1981-04-30,0.055,1.175,1.389,0.936,XON
11850,1980-12-31,1981-03-31,1981-05-31,0.050,1.203,1.412,1.061,XON
11850,1980-12-31,1981-03-31,1981-06-30,0.050,1.203,1.412,1.122,XON
11850,1980-12-31,1981-03-31,1981-07-31,0.050,1.203,1.412,1.147,XON
11850,1980-12-31,1981-06-30,1981-08-31,0.057,1.193,1.406,1.020,XON
11850,1980-12-31,1981-06-30,1981-09-30,0.057,1.193,1.406,0.977,XON
11850,1980-12-31,1981-06-30,1981-10-31,0.057,1.193,1.406,0.953,XON
11850,1980-12-31,1981-09-30,1981-11-30,0.054,1.194,1.399,1.011,XON
11850,1980-12-31,1981-09-30,1981-12-31,0.054,1.194,1.399,0.969,XON
11850,1980-12-31,1981-09-30,1982-01-31,0.054,1.194,1.399,0.950,XON
11850,1981-12-31,1981-12-31,1982-02-28,0.051,1.159,1.344,0.684,XON
11850,1981-12-31,1981-12-31,1982-03-31,0.051,1.159,1.344,0.670,XON
11850,1981-12-31,1981-12-31,1982-04-30,0.051,1.159,1.344,0.673,XON
11850,1981-12-31,1982-03-31,1982-05-31,0.046,1.182,1.354,0.835,XON
11850,1981-12-31,1982-03-31,1982-06-30,0.046,1.182,1.354,0.828,XON
11850,1981-12-31,1982-03-31,1982-07-31,0.046,1.182,1.354,0.776,XON
11850,1981-12-31,1982-06-30,1982-08-31,0.037,1.178,1.305,0.843,XON
11850,1981-12-31,1982-06-30,1982-09-30,0.037,1.178,1.305,0.829,XON
11850,1981-12-31,1982-06-30,1982-10-31,0.037,1.178,1.305,0.877,XON
11850,1981-12-31,1982-09-30,1982-11-30,0.038,1.163,1.262,0.819,XON
11850,1981-12-31,1982-09-30,1982-12-31,0.038,1.163,1.262,0.867,XON
11850,1981-12-31,1982-09-30,1983-01-31,0.038,1.163,1.262,0.878,XON
11850,1982-12-31,1982-12-31,1983-02-28,0.043,1.148,1.202,0.682,XON
11850,1982-12-31,1982-12-31,1983-03-31,0.043,1.148,1.202,0.720,XON
11850,1982-12-31,1982-12-31,1983-04-30,0.043,1.148,1.202,0.825,XON
11850,1982-12-31,1983-03-31,1983-05-31,0.047,1.159,1.216,1.023,XON
11850,1982-12-31,1983-03-31,1983-06-30,0.047,1.159,1.216,1.023,XON
11850,1982-12-31,1983-03-31,1983-07-31,0.047,1.159,1.216,1.088,XON
11850,1982-12-31,1983-06-30,1983-08-31,0.050,1.161,1.223,1.137,XON
11850,1982-12-31,1983-06-30,1983-09-30,0.050,1.161,1.223,1.092,XON
11850,1982-12-31,1983-06-30,1983-10-31,0.050,1.161,1.223,1.145,XON
11850,1982-12-31,1983-09-30,1983-11-30,0.054,1.164,1.236,1.114,XON
11850,1982-12-31,1983-09-30,1983-12-31,0.054,1.164,1.236,1.086,XON
11850,1982-12-31,1983-09-30,1984-01-31,0.054,1.164,1.236,1.155,XON
11850,1983-12-31,1983-12-31,1984-02-29,0.056,1.097,1.237,0.847,XON
11850,1983-12-31,1983-12-31,1984-03-31,0.056,1.097,1.237,0.850,XON
11850,1983-12-31,1983-12-31,1984-04-30,0.056,1.097,1.237,0.938,XON
11850,1983-12-31,1984-03-31,1984-05-31,0.060,1.139,1.256,1.127,XON
11850,1983-12-31,1984-03-31,1984-06-30,0.060,1.139,1.256,1.152,XON
11850,1983-12-31,1984-03-31,1984-07-31,0.060,1.139,1.256,1.085,XON
11850,1983-12-31,1984-06-30,1984-08-31,0.062,1.141,1.242,1.240,XON
11850,1983-12-31,1984-06-30,1984-09-30,0.062,1.141,1.242,1.243,XON
11850,1983-12-31,1984-06-30,1984-10-31,0.062,1.141,1.242,1.215,XON
11850,1983-12-31,1984-09-30,1984-11-30,0.063,1.151,1.214,1.219,XON
11850,1983-12-31,1984-09-30,1984-12-31,0.063,1.151,1.214,1.218,XON
11850,1983-12-31,1984-09-30,1985-01-31,0.063,1.151,1.214,1.299,XON
11850,1984-12-31,1984-12-31,1985-02-28,0.061,1.150,1.129,0.984,XON
11850,1984-12-31,1984-12-31,1985-03-31,0.061,1.150,1.129,1.041,XON
11850,1984-12-31,1984-12-31,1985-04-30,0.061,1.150,1.129,1.067,XON
11850,1984-12-31,1985-03-31,1985-05-31,0.060,1.187,1.150,1.450,XON
11850,1984-12-31,1985-03-31,1985-06-30,0.060,1.187,1.150,1.446,XON
11850,1984-12-31,1985-03-31,1985-07-31,0.060,1.187,1.150,1.409,XON
11850,1984-12-31,1985-06-30,1985-08-31,0.054,1.222,1.119,1.444,XON
11850,1984-12-31,1985-06-30,1985-09-30,0.054,1.222,1.119,1.420,XON
11850,1984-12-31,1985-06-30,1985-10-31,0.054,1.222,1.119,1.505,XON
11850,1984-12-31,1985-09-30,1985-11-30,0.052,1.263,1.063,1.390,XON
11850,1984-12-31,1985-09-30,1985-12-31,0.052,1.263,1.063,1.436,XON
