permno,adate,qdate,public_date,evm,pe_exi,gpm,roe,capital_ratio,debt_ebitda,PEG_trailing,divyield,TICKER
19393,2020-12-31,2021-06-30,2021-09-30,10.613,-26.066,0.811,-0.103,0.526,2.682,-0.021,3.31%,BMY
19393,2020-12-31,2021-06-30,2021-10-31,10.613,-25.727,0.811,-0.103,0.526,2.682,-0.021,3.36%,BMY
19393,2020-12-31,2021-09-30,2021-11-30,9.971,-22.346,0.813,-0.118,0.544,2.537,-0.030,3.65%,BMY
19393,2020-12-31,2021-09-30,2021-12-31,9.971,-25.979,0.813,-0.118,0.544,2.537,-0.034,3.14%,BMY
19393,2020-12-31,2021-09-30,2022-01-31,9.971,-27.038,0.813,-0.118,0.544,2.537,-0.036,3.33%,BMY
19393,2021-12-31,2021-12-31,2022-02-28,9.256,22.010,0.815,0.167,0.530,2.328,,3.15%,BMY
19393,2021-12-31,2021-12-31,2022-03-31,9.256,23.407,0.815,0.167,0.530,2.328,,2.96%,BMY
19393,2021-12-31,2021-12-31,2022-04-30,9.256,24.125,0.815,0.167,0.530,2.328,,2.87%,BMY
19393,2021-12-31,2022-03-31,2022-05-31,8.878,26.755,0.817,0.150,0.535,2.161,,2.86%,BMY
19393,2021-12-31,2022-03-31,2022-06-30,8.878,27.305,0.817,0.150,0.535,2.161,,2.81%,BMY
19393,2021-12-31,2022-03-31,2022-07-31,8.878,26.163,0.817,0.150,0.535,2.161,,2.93%,BMY
19393,2021-12-31,2022-06-30,2022-08-31,9.009,22.395,0.814,0.166,0.534,2.119,0.037,3.20%,BMY
19393,2021-12-31,2022-06-30,2022-09-30,9.009,23.618,0.814,0.166,0.534,2.119,0.039,3.04%,BMY
19393,2021-12-31,2022-06-30,2022-10-31,9.009,25.738,0.814,0.166,0.534,2.119,0.042,2.79%,BMY
19393,2021-12-31,2022-09-30,2022-11-30,9.420,26.150,0.811,0.174,0.538,2.107,0.045,2.69%,BMY
19393,2021-12-31,2022-09-30,2022-12-31,9.420,23.436,0.811,0.174,0.538,2.107,0.040,3.00%,BMY
19393,2021-12-31,2022-09-30,2023-01-31,9.420,23.664,0.811,0.174,0.538,2.107,0.041,3.14%,BMY
19393,2022-12-31,2022-12-31,2023-02-28,9.595,23.376,0.803,0.172,0.539,2.038,,3.31%,BMY
19393,2022-12-31,2022-12-31,2023-03-31,9.595,23.495,0.803,0.172,0.539,2.038,,3.29%,BMY
19393,2022-12-31,2022-12-31,2023-04-30,9.595,22.634,0.803,0.172,0.539,2.038,,3.41%,BMY
19393,2022-12-31,2023-03-31,2023-05-31,9.971,18.787,0.799,0.209,0.537,2.100,,3.54%,BMY
19393,2022-12-31,2023-03-31,2023-06-30,9.971,18.644,0.799,0.209,0.537,2.100,,3.57%,BMY
19393,2022-12-31,2023-03-31,2023-07-31,9.971,18.131,0.799,0.209,0.537,2.100,,3.67%,BMY
19393,2022-12-31,2023-06-30,2023-08-31,9.997,16.396,0.792,0.231,0.535,2.152,0.025,3.70%,BMY
19393,2022-12-31,2023-06-30,2023-09-30,9.997,15.436,0.792,0.231,0.535,2.152,0.024,3.93%,BMY
19393,2022-12-31,2023-06-30,2023-10-31,9.997,13.705,0.792,0.231,0.535,2.152,0.021,4.42%,BMY
19393,2022-12-31,2023-09-30,2023-11-30,9.737,12.533,0.785,0.246,0.535,2.184,0.020,4.62%,BMY
19393,2022-12-31,2023-09-30,2023-12-31,9.737,13.023,0.785,0.246,0.535,2.184,0.021,4.44%,BMY
19502,2009-08-31,2009-11-30,2010-01-31,7.279,17.085,0.295,0.148,0.142,0.512,3.140,1.53%,WAG
19502,2009-08-31,2009-11-30,2010-02-28,7.279,16.701,0.295,0.148,0.142,0.512,3.069,1.56%,WAG
19502,2009-08-31,2009-11-30,2010-03-31,7.279,17.578,0.295,0.148,0.142,0.512,3.230,1.48%,WAG
19502,2009-08-31,2010-02-28,2010-04-30,7.871,16.425,0.296,0.146,0.139,0.513,4.827,1.56%,WAG
19502,2009-08-31,2010-02-28,2010-05-31,7.871,14.972,0.296,0.146,0.139,0.513,4.400,1.72%,WAG
19502,2009-08-31,2010-02-28,2010-06-30,7.871,12.477,0.296,0.146,0.139,0.513,3.667,2.06%,WAG
19502,2009-08-31,2010-05-31,2010-07-31,8.081,13.726,0.296,0.139,0.138,0.522,19.248,1.93%,WAG
19502,2009-08-31,2010-05-31,2010-08-31,8.081,12.923,0.296,0.139,0.138,0.522,18.122,2.60%,WAG
19502,2009-08-31,2010-05-31,2010-09-30,8.081,16.106,0.296,0.139,0.138,0.522,22.585,2.09%,WAG
19502,2010-08-31,2010-08-31,2010-10-31,5.943,15.981,0.297,0.142,0.147,0.534,9.716,2.07%,WAG
19502,2010-08-31,2010-08-31,2010-11-30,5.943,16.439,0.297,0.142,0.147,0.534,9.994,2.01%,WAG
19502,2010-08-31,2010-08-31,2010-12-31,5.943,18.377,0.297,0.142,0.147,0.534,11.173,1.80%,WAG
19502,2010-08-31,2010-11-30,2011-01-31,7.015,17.894,0.299,0.145,0.140,0.509,5.919,1.73%,WAG
19502,2010-08-31,2010-11-30,2011-02-28,7.015,19.177,0.299,0.145,0.140,0.509,6.344,1.62%,WAG
19502,2010-08-31,2010-11-30,2011-03-31,7.015,17.761,0.299,0.145,0.140,0.509,5.876,1.74%,WAG
19502,2010-08-31,2011-02-28,2011-04-30,7.111,17.950,0.299,0.150,0.141,0.499,4.254,1.64%,WAG
19502,2010-08-31,2011-02-28,2011-05-31,7.111,18.332,0.299,0.150,0.141,0.499,4.344,1.60%,WAG
19502,2010-08-31,2011-02-28,2011-06-30,7.111,17.840,0.299,0.150,0.141,0.499,4.228,1.65%,WAG
19502,2010-08-31,2011-05-31,2011-07-31,7.343,15.250,0.299,0.160,0.142,0.487,2.148,1.79%,WAG
19502,2010-08-31,2011-05-31,2011-08-31,7.343,13.754,0.299,0.160,0.142,0.487,1.938,2.56%,WAG
19502,2010-08-31,2011-05-31,2011-09-30,7.343,12.848,0.299,0.160,0.142,0.487,1.810,2.74%,WAG
19502,2011-08-31,2011-08-31,2011-10-31,6.594,11.293,0.299,0.181,0.144,0.492,0.923,2.71%,WAG
19502,2011-08-31,2011-08-31,2011-11-30,6.594,11.469,0.299,0.181,0.144,0.492,0.937,2.67%,WAG
19502,2011-08-31,2011-08-31,2011-12-31,6.594,11.245,0.299,0.181,0.144,0.492,0.919,2.72%,WAG
19502,2011-08-31,2011-11-30,2012-01-31,7.374,11.308,0.298,0.179,0.142,0.484,0.924,2.70%,WAG
19502,2011-08-31,2011-11-30,2012-02-29,7.374,11.241,0.298,0.179,0.142,0.484,0.919,2.71%,WAG
19502,2011-08-31,2011-11-30,2012-03-31,7.374,11.353,0.298,0.179,0.142,0.484,0.928,2.69%,WAG
19502,2011-08-31,2012-02-29,2012-04-30,6.962,11.966,0.299,0.174,0.143,0.498,0.978,2.57%,WAG
19502,2011-08-31,2012-02-29,2012-05-31,6.962,10.416,0.299,0.174,0.143,0.498,0.851,2.95%,WAG
19502,2011-08-31,2012-02-29,2012-06-30,6.962,10.096,0.299,0.174,0.143,0.498,0.825,3.04%,WAG
19502,2011-08-31,2012-05-31,2012-07-31,6.365,12.538,0.299,0.170,0.144,0.509,0.969,2.48%,WAG
19502,2011-08-31,2012-05-31,2012-08-31,6.365,12.331,0.299,0.170,0.144,0.509,0.953,3.08%,WAG
19502,2011-08-31,2012-05-31,2012-09-30,6.365,12.566,0.299,0.170,0.144,0.509,0.971,3.02%,WAG
19502,2012-08-31,2012-08-31,2012-10-31,8.360,14.558,0.300,0.125,0.187,1.176,1.683,3.12%,WAG
19502,2012-08-31,2012-08-31,2012-11-30,8.360,14.012,0.300,0.125,0.187,1.176,1.620,3.24%,WAG
19502,2012-08-31,2012-08-31,2012-12-31,8.360,15.293,0.300,0.125,0.187,1.176,1.769,2.97%,WAG
19502,2012-08-31,2012-11-30,2013-01-31,7.464,18.000,0.304,0.124,0.178,0.926,4.188,2.75%,WAG
19502,2012-08-31,2012-11-30,2013-02-28,7.464,18.441,0.304,0.124,0.178,0.926,4.291,2.69%,WAG
19502,2012-08-31,2012-11-30,2013-03-31,7.464,21.477,0.304,0.124,0.178,0.926,4.997,2.31%,WAG
19502,2012-08-31,2013-02-28,2013-04-30,8.134,22.103,0.308,0.121,0.195,1.130,6.154,2.22%,WAG
19502,2012-08-31,2013-02-28,2013-05-31,8.134,21.321,0.308,0.121,0.195,1.130,5.937,2.30%,WAG
19502,2012-08-31,2013-02-28,2013-06-30,8.134,19.732,0.308,0.121,0.195,1.130,5.494,2.49%,WAG
19502,2012-08-31,2013-05-31,2013-07-31,9.191,22.137,0.309,0.118,0.206,1.321,4.538,2.19%,WAG
19502,2012-08-31,2013-05-31,2013-08-31,9.191,21.176,0.309,0.118,0.206,1.321,4.341,2.62%,WAG
19502,2012-08-31,2013-05-31,2013-09-30,9.191,23.700,0.309,0.118,0.206,1.321,4.859,2.34%,WAG
19502,2013-08-31,2013-08-31,2013-10-31,10.022,23.141,0.310,0.126,0.193,1.035,2.593,2.13%,WAG
19502,2013-08-31,2013-08-31,2013-11-30,10.022,23.125,0.310,0.126,0.193,1.035,2.591,2.13%,WAG
19502,2013-08-31,2013-08-31,2013-12-31,10.022,22.438,0.310,0.126,0.193,1.035,2.514,2.19%,WAG
19502,2013-08-31,2013-11-30,2014-01-31,10.213,19.913,0.307,0.141,0.201,1.159,1.682,2.20%,WAG
19502,2013-08-31,2013-11-30,2014-02-28,10.213,23.594,0.307,0.141,0.201,1.159,1.993,1.85%,WAG
19502,2013-08-31,2013-11-30,2014-03-31,10.213,22.927,0.307,0.141,0.201,1.159,1.937,1.91%,WAG
19502,2013-08-31,2014-02-28,2014-04-30,11.466,23.993,0.304,0.136,0.195,1.114,2.779,1.86%,WAG
19502,2013-08-31,2014-02-28,2014-05-31,11.466,25.410,0.304,0.136,0.195,1.114,2.943,1.75%,WAG
19502,2013-08-31,2014-02-28,2014-06-30,11.466,26.194,0.304,0.136,0.195,1.114,3.034,1.70%,WAG
19502,2013-08-31,2014-05-31,2014-07-31,12.618,23.551,0.302,0.137,0.186,1.046,3.499,1.83%,WAG
19502,2013-08-31,2014-05-31,2014-08-31,12.618,20.726,0.302,0.137,0.186,1.046,3.079,2.23%,WAG
19502,2013-08-31,2014-05-31,2014-09-30,12.618,20.298,0.302,0.137,0.186,1.046,3.016,2.28%,WAG
19502,2014-08-31,2014-08-31,2014-10-31,12.506,32.110,0.300,0.093,0.171,1.001,,2.10%,WAG
19502,2014-08-31,2014-08-31,2014-11-30,12.506,34.305,0.300,0.093,0.171,1.001,,1.97%,WAG
19502,2014-08-31,2014-08-31,2014-12-31,12.506,38.100,0.300,0.093,0.171,1.001,,1.77%,WAG
19502,2014-08-31,2014-11-30,2015-01-31,14.173,34.463,0.297,0.095,0.249,1.513,,1.83%,WAG
19502,2014-08-31,2014-11-30,2015-02-28,14.173,38.822,0.297,0.095,0.249,1.513,,1.62%,WAG
19502,2014-08-31,2014-11-30,2015-03-31,14.173,39.570,0.297,0.095,0.249,1.513,,1.59%,WAG
19502,2014-08-31,2015-02-28,2015-04-30,14.833,24.463,0.289,0.155,0.299,1.977,3.251,1.63%,WBA
19502,2014-08-31,2015-02-28,2015-05-31,14.833,25.322,0.289,0.155,0.299,1.977,3.365,1.57%,WBA
19502,2014-08-31,2015-02-28,2015-06-30,14.833,24.909,0.289,0.155,0.299,1.977,3.310,1.60%,WBA
19502,2014-08-31,2015-05-31,2015-07-31,14.489,25.362,0.283,0.159,0.334,2.228,2.035,1.40%,WBA
19502,2014-08-31,2015-05-31,2015-08-31,14.489,22.717,0.283,0.159,0.334,2.228,1.823,1.66%,WBA
19502,2014-08-31,2015-05-31,2015-09-30,14.489,21.811,0.283,0.159,0.334,2.228,1.750,1.73%,WBA
19502,2015-08-31,2015-08-31,2015-10-31,16.006,21.170,0.277,0.151,0.301,2.118,0.757,1.70%,WBA
19502,2015-08-31,2015-08-31,2015-11-30,16.006,21.008,0.277,0.151,0.301,2.118,0.751,1.71%,WBA
19502,2015-08-31,2015-08-31,2015-12-31,16.006,21.289,0.277,0.151,0.301,2.118,0.761,1.69%,WBA
19502,2015-08-31,2015-11-30,2016-01-31,14.376,19.256,0.273,0.142,0.326,2.130,0.593,1.81%,WBA
19502,2015-08-31,2015-11-30,2016-02-29,14.376,19.068,0.273,0.142,0.326,2.130,0.587,1.82%,WBA
19502,2015-08-31,2015-11-30,2016-03-31,14.376,20.348,0.273,0.142,0.326,2.130,0.626,1.71%,WBA
19502,2015-08-31,2016-02-29,2016-04-30,13.171,25.824,0.273,0.098,0.312,1.865,2.112,1.82%,WBA
19502,2015-08-31,2016-02-29,2016-05-31,13.171,25.212,0.273,0.098,0.312,1.865,2.062,1.86%,WBA
19502,2015-08-31,2016-02-29,2016-06-30,13.171,27.124,0.273,0.098,0.312,1.865,2.218,1.73%,WBA
19502,2015-08-31,2016-05-31,2016-07-31,12.672,27.328,0.271,0.093,0.301,1.734,2.327,1.82%,WBA
19502,2015-08-31,2016-05-31,2016-08-31,12.672,27.831,0.271,0.093,0.301,1.734,2.370,1.86%,WBA
19502,2015-08-31,2016-05-31,2016-09-30,12.672,27.800,0.271,0.093,0.301,1.734,2.367,1.86%,WBA
19502,2016-08-31,2016-08-31,2016-10-31,12.894,21.657,0.269,0.125,0.385,2.305,0.882,1.81%,WBA
19502,2016-08-31,2016-08-31,2016-11-30,12.894,22.181,0.269,0.125,0.385,2.305,0.904,1.77%,WBA
19502,2016-08-31,2016-08-31,2016-12-31,12.894,21.665,0.269,0.125,0.385,2.305,0.883,1.81%,WBA
19502,2016-08-31,2016-11-30,2017-01-31,12.556,21.677,0.268,0.124,0.344,1.989,1.101,1.83%,WBA
19502,2016-08-31,2016-11-30,2017-02-28,12.556,22.852,0.268,0.124,0.344,1.989,1.161,1.74%,WBA
19502,2016-08-31,2016-11-30,2017-03-31,12.556,21.971,0.268,0.124,0.344,1.989,1.116,1.81%,WBA
19502,2016-08-31,2017-02-28,2017-04-30,13.184,22.190,0.267,0.130,0.359,2.175,1.781,1.73%,WBA
19502,2016-08-31,2017-02-28,2017-05-31,13.184,20.774,0.267,0.130,0.359,2.175,1.667,1.85%,WBA
19502,2016-08-31,2017-02-28,2017-06-30,13.184,20.079,0.267,0.130,0.359,2.175,1.611,1.92%,WBA
19502,2016-08-31,2017-05-31,2017-07-31,13.483,20.320,0.263,0.132,0.364,2.357,1.402,1.86%,WBA
19502,2016-08-31,2017-05-31,2017-08-31,13.483,20.529,0.263,0.132,0.364,2.357,1.416,1.96%,WBA
19502,2016-08-31,2017-05-31,2017-09-30,13.483,19.451,0.263,0.132,0.364,2.357,1.342,2.07%,WBA
19502,2017-08-31,2017-08-31,2017-10-31,11.494,17.532,0.261,0.131,0.316,1.543,0.557,2.41%,WBA
19502,2017-08-31,2017-08-31,2017-11-30,11.494,19.249,0.261,0.131,0.316,1.543,0.611,2.20%,WBA
19502,2017-08-31,2017-08-31,2017-12-31,11.494,19.212,0.261,0.131,0.316,1.543,0.610,2.20%,WBA
19502,2017-08-31,2017-11-30,2018-01-31,11.861,20.790,0.259,0.121,0.335,1.926,0.775,2.13%,WBA
19502,2017-08-31,2017-11-30,2018-02-28,11.861,19.030,0.259,0.121,0.335,1.926,0.709,2.32%,WBA
19502,2017-08-31,2017-11-30,2018-03-31,11.861,18.086,0.259,0.121,0.335,1.926,0.674,2.44%,WBA
19502,2017-08-31,2018-02-28,2018-04-30,10.845,16.654,0.256,0.134,0.320,1.801,2.510,2.41%,WBA
19502,2017-08-31,2018-02-28,2018-05-31,10.845,15.637,0.256,0.134,0.320,1.801,2.357,2.56%,WBA
19502,2017-08-31,2018-02-28,2018-06-30,10.845,15.041,0.256,0.134,0.320,1.801,2.267,2.67%,WBA
19502,2017-08-31,2018-05-31,2018-07-31,9.999,15.836,0.252,0.143,0.317,1.679,2.310,2.37%,WBA
19502,2017-08-31,2018-05-31,2018-08-31,9.999,16.056,0.252,0.143,0.317,1.679,2.342,2.57%,WBA
19502,2017-08-31,2018-05-31,2018-09-30,9.999,17.073,0.252,0.143,0.317,1.679,2.490,2.41%,WBA
19502,2018-08-31,2018-08-31,2018-10-31,9.290,15.796,0.248,0.175,0.323,1.679,1.689,2.21%,WBA
19502,2018-08-31,2018-08-31,2018-11-30,9.290,16.766,0.248,0.175,0.323,1.679,1.793,2.08%,WBA
19502,2018-08-31,2018-08-31,2018-12-31,9.290,13.531,0.248,0.175,0.323,1.679,1.447,2.58%,WBA
19502,2018-08-31,2018-11-30,2019-01-31,10.012,13.283,0.245,0.185,0.315,1.818,1.067,2.44%,WBA
19502,2018-08-31,2018-11-30,2019-02-28,10.012,13.086,0.245,0.185,0.315,1.818,1.051,2.47%,WBA
19502,2018-08-31,2018-11-30,2019-03-31,10.012,11.631,0.245,0.185,0.315,1.818,0.934,2.78%,WBA
19502,2018-08-31,2019-02-28,2019-04-30,10.200,10.070,0.240,0.180,0.321,1.929,0.482,3.29%,WBA
19502,2018-08-31,2019-02-28,2019-05-31,10.200,9.274,0.240,0.180,0.321,1.929,0.444,3.57%,WBA
19502,2018-08-31,2019-02-28,2019-06-30,10.200,10.276,0.240,0.180,0.321,1.929,0.492,3.22%,WBA
19502,2018-08-31,2019-05-31,2019-07-31,9.913,10.684,0.238,0.173,0.327,2.040,0.502,3.23%,WBA
19502,2018-08-31,2019-05-31,2019-08-31,9.913,10.037,0.238,0.173,0.327,2.040,0.471,3.57%,WBA
19502,2018-08-31,2019-05-31,2019-09-30,9.913,10.845,0.238,0.173,0.327,2.040,0.509,3.31%,WBA
19502,2019-08-31,2019-08-31,2019-10-31,8.080,12.710,0.235,0.150,0.321,2.171,2.130,3.34%,WBA
19502,2019-08-31,2019-08-31,2019-11-30,8.080,13.828,0.235,0.150,0.321,2.171,2.318,3.07%,WBA
19502,2019-08-31,2019-08-31,2019-12-31,8.080,13.680,0.235,0.150,0.321,2.171,2.293,3.10%,WBA
19502,2019-08-31,2019-11-30,2020-01-31,10.303,12.776,0.236,0.138,0.419,3.215,1.996,3.60%,WBA
19502,2019-08-31,2019-11-30,2020-02-29,10.303,11.497,0.236,0.138,0.419,3.215,1.796,4.00%,WBA
19502,2019-08-31,2019-11-30,2020-03-31,10.303,11.495,0.236,0.138,0.419,3.215,1.796,4.00%,WBA
19502,2019-08-31,2020-02-29,2020-04-30,10.861,11.637,0.235,0.129,0.487,4.259,6.272,4.23%,WBA
19502,2019-08-31,2020-02-29,2020-05-31,10.861,11.543,0.235,0.129,0.487,4.259,6.222,4.26%,WBA
19502,2019-08-31,2020-02-29,2020-06-30,10.861,11.395,0.235,0.129,0.487,4.259,6.142,4.32%,WBA
19502,2019-08-31,2020-05-31,2020-07-31,13.272,71.421,0.231,0.020,0.553,5.932,,4.50%,WBA
19502,2019-08-31,2020-05-31,2020-08-31,13.272,66.702,0.231,0.020,0.553,5.932,,4.92%,WBA
19502,2019-08-31,2020-05-31,2020-09-30,13.272,63.018,0.231,0.020,0.553,5.932,,5.21%,WBA
19502,2020-08-31,2020-08-31,2020-10-31,12.166,65.462,0.216,0.019,0.630,6.763,,5.49%,WBA
19502,2020-08-31,2020-08-31,2020-11-30,12.166,73.096,0.216,0.019,0.630,6.763,,4.92%,WBA
19502,2020-08-31,2020-08-31,2020-12-31,12.166,76.692,0.216,0.019,0.630,6.763,,4.69%,WBA
19502,2020-08-31,2020-11-30,2021-01-31,14.024,-44.469,0.226,-0.041,0.618,7.536,,3.72%,WBA
19502,2020-08-31,2020-11-30,2021-02-28,14.024,-42.416,0.226,-0.041,0.618,7.536,,3.90%,WBA
19502,2020-08-31,2020-11-30,2021-03-31,14.024,-48.584,0.226,-0.041,0.618,7.536,,3.41%,WBA
19502,2020-08-31,2021-02-28,2021-04-30,14.993,-50.571,0.220,-0.041,0.627,8.013,,3.52%,WBA
19502,2020-08-31,2021-02-28,2021-05-31,14.993,-50.152,0.220,-0.041,0.627,8.013,,3.55%,WBA
19502,2020-08-31,2021-02-28,2021-06-30,14.993,-50.105,0.220,-0.041,0.627,8.013,,3.55%,WBA
19502,2020-08-31,2021-05-31,2021-07-31,13.680,20.680,0.222,0.090,0.615,7.105,0.269,3.97%,WBA
19502,2020-08-31,2021-05-31,2021-08-31,13.680,22.259,0.222,0.090,0.615,7.105,0.290,3.76%,WBA
19502,2020-08-31,2021-05-31,2021-09-30,13.680,20.636,0.222,0.090,0.615,7.105,0.268,4.06%,WBA
19502,2021-08-31,2021-08-31,2021-10-31,13.000,20.443,0.223,0.084,0.568,5.687,0.256,4.06%,WBA
19502,2021-08-31,2021-08-31,2021-11-30,13.000,19.478,0.223,0.084,0.568,5.687,0.244,4.26%,WBA
19502,2021-08-31,2021-08-31,2021-12-31,13.000,22.678,0.223,0.084,0.568,5.687,0.284,3.66%,WBA
19502,2021-08-31,2021-11-30,2022-01-31,12.474,7.243,0.226,0.258,0.583,5.918,,3.84%,WBA
19502,2021-08-31,2021-11-30,2022-02-28,12.474,6.709,0.226,0.258,0.583,5.918,,4.14%,WBA
19502,2021-08-31,2021-11-30,2022-03-31,12.474,6.517,0.226,0.258,0.583,5.918,,4.27%,WBA
19502,2021-08-31,2022-02-28,2022-04-30,11.717,6.208,0.230,0.239,0.569,5.518,,4.50%,WBA
19502,2021-08-31,2022-02-28,2022-05-31,11.717,6.417,0.230,0.239,0.569,5.518,,4.36%,WBA
19502,2021-08-31,2022-02-28,2022-06-30,11.717,5.549,0.230,0.239,0.569,5.518,,5.04%,WBA
19502,2021-08-31,2022-05-31,2022-07-31,12.573,6.715,0.228,0.194,0.563,5.995,0.054,4.82%,WBA
19502,2021-08-31,2022-05-31,2022-08-31,12.573,5.942,0.228,0.194,0.563,5.995,0.048,5.48%,WBA
19502,2021-08-31,2022-05-31,2022-09-30,12.573,5.322,0.228,0.194,0.563,5.995,0.043,6.11%,WBA
19502,2022-08-31,2022-08-31,2022-10-31,12.524,7.285,0.222,0.167,0.567,6.729,0.059,5.26%,WBA
19502,2022-08-31,2022-08-31,2022-11-30,12.524,8.283,0.222,0.167,0.567,6.729,0.067,4.63%,WBA
19502,2022-08-31,2022-08-31,2022-12-31,12.524,7.457,0.222,0.167,0.567,6.729,0.060,5.14%,WBA
19502,2022-08-31,2022-11-30,2023-01-31,16.552,-10.715,0.217,-0.106,0.569,8.361,,5.21%,WBA
19502,2022-08-31,2022-11-30,2023-02-28,16.552,-10.328,0.217,-0.106,0.569,8.361,,5.40%,WBA
19502,2022-08-31,2022-11-30,2023-03-31,16.552,-10.052,0.217,-0.106,0.569,8.361,,5.55%,WBA
19502,2022-08-31,2023-02-28,2023-04-30,17.486,-9.658,0.211,-0.120,0.579,9.136,,5.45%,WBA
19502,2022-08-31,2023-02-28,2023-05-31,17.486,-8.321,0.211,-0.120,0.579,9.136,,6.32%,WBA
19502,2022-08-31,2023-02-28,2023-06-30,17.486,-7.805,0.211,-0.120,0.579,9.136,,6.74%,WBA
19502,2022-08-31,2023-05-31,2023-07-31,16.007,-7.805,0.207,-0.133,0.591,8.716,-0.080,6.41%,WBA
19502,2022-08-31,2023-05-31,2023-08-31,16.007,-6.591,0.207,-0.133,0.591,8.716,-0.067,7.59%,WBA
19502,2022-08-31,2023-05-31,2023-09-30,16.007,-5.792,0.207,-0.133,0.591,8.716,-0.059,8.63%,WBA
19502,2023-08-31,2023-08-31,2023-10-31,12.991,-5.905,0.204,-0.128,0.609,7.929,-0.061,9.11%,WBA
19502,2023-08-31,2023-08-31,2023-11-30,12.991,-5.585,0.204,-0.128,0.609,7.929,-0.058,9.63%,WBA
19502,2023-08-31,2023-08-31,2023-12-31,12.991,-7.314,0.204,-0.128,0.609,7.929,-0.076,7.35%,WBA
19561,2008-12-31,2009-09-30,2010-01-31,22.953,-1212.0,0.183,-0.007,1.089,5.335,-45.556,2.77%,BA
19561,2009-12-31,2009-12-31,2010-02-28,15.739,33.775,0.193,,0.852,3.894,17.363,2.66%,BA
19561,2009-12-31,2009-12-31,2010-03-31,15.739,38.829,0.193,,0.852,3.894,19.961,2.31%,BA
19561,2009-12-31,2009-12-31,2010-04-30,15.739,38.733,0.193,,0.852,3.894,19.911,2.32%,BA
19561,2009-12-31,2010-03-31,2010-05-31,13.353,38.663,0.208,1.074,0.910,2.988,,2.62%,BA
19561,2009-12-31,2010-03-31,2010-06-30,13.353,37.801,0.208,1.074,0.910,2.988,,2.68%,BA
19561,2009-12-31,2010-03-31,2010-07-31,13.353,41.048,0.208,1.074,0.910,2.988,,2.47%,BA
19561,2009-12-31,2010-06-30,2010-08-31,15.218,46.664,0.209,0.589,0.864,3.361,,2.75%,BA
19561,2009-12-31,2010-06-30,2010-09-30,15.218,50.794,0.209,0.589,0.864,3.361,,2.52%,BA
19561,2009-12-31,2010-06-30,2010-10-31,15.218,53.924,0.209,0.589,0.864,3.361,,2.38%,BA
19561,2009-12-31,2010-09-30,2010-11-30,8.243,13.685,0.223,1.262,0.787,1.773,,2.63%,BA
19561,2009-12-31,2010-09-30,2010-12-31,8.243,14.004,0.223,1.262,0.787,1.773,,2.57%,BA
19561,2009-12-31,2010-09-30,2011-01-31,8.243,14.910,0.223,1.262,0.787,1.773,,2.42%,BA
19561,2010-12-31,2010-12-31,2011-02-28,9.702,16.146,0.217,0.511,0.806,1.995,0.819,2.33%,BA
19561,2010-12-31,2010-12-31,2011-03-31,9.702,16.576,0.217,0.511,0.806,1.995,0.841,2.27%,BA
19561,2010-12-31,2010-12-31,2011-04-30,9.702,17.888,0.217,0.511,0.806,1.995,0.908,2.11%,BA
19561,2010-12-31,2011-03-31,2011-05-31,9.598,17.263,0.220,1.021,0.760,1.925,0.646,2.15%,BA
19561,2010-12-31,2011-03-31,2011-06-30,9.598,16.356,0.220,1.021,0.760,1.925,0.612,2.27%,BA
19561,2010-12-31,2011-03-31,2011-07-31,9.598,15.591,0.220,1.021,0.760,1.925,0.583,2.38%,BA
19561,2010-12-31,2011-06-30,2011-08-31,9.680,14.165,0.221,0.995,0.735,1.834,0.268,2.51%,BA
19561,2010-12-31,2011-06-30,2011-09-30,9.680,12.820,0.221,0.995,0.735,1.834,0.243,2.78%,BA
19561,2010-12-31,2011-06-30,2011-10-31,9.680,13.939,0.221,0.995,0.735,1.834,0.264,2.55%,BA
19561,2010-12-31,2011-09-30,2011-11-30,9.046,13.602,0.221,0.956,0.714,1.739,,2.45%,BA
19561,2010-12-31,2011-09-30,2011-12-31,9.046,14.525,0.221,0.956,0.714,1.739,,2.29%,BA
19561,2010-12-31,2011-09-30,2012-01-31,9.046,14.689,0.221,0.956,0.714,1.739,,2.26%,BA
19561,2011-12-31,2011-12-31,2012-02-29,9.582,14.062,0.208,1.277,0.740,1.769,0.386,2.35%,BA
19561,2011-12-31,2011-12-31,2012-03-31,9.582,13.953,0.208,1.277,0.740,1.769,0.383,2.37%,BA
19561,2011-12-31,2011-12-31,2012-04-30,9.582,14.409,0.208,1.277,0.740,1.769,0.396,2.29%,BA
19561,2011-12-31,2012-03-31,2012-05-31,8.106,12.085,0.207,0.959,0.675,1.508,0.230,2.53%,BA
19561,2011-12-31,2012-03-31,2012-06-30,8.106,12.899,0.207,0.959,0.675,1.508,0.245,2.37%,BA
19561,2011-12-31,2012-03-31,2012-07-31,8.106,12.832,0.207,0.959,0.675,1.508,0.244,2.38%,BA
19561,2011-12-31,2012-06-30,2012-08-31,8.064,12.353,0.196,0.909,0.654,1.483,0.165,2.46%,BA
19561,2011-12-31,2012-06-30,2012-09-30,8.064,12.041,0.196,0.909,0.654,1.483,0.161,2.53%,BA
19561,2011-12-31,2012-06-30,2012-10-31,8.064,12.187,0.196,0.909,0.654,1.483,0.162,2.50%,BA
