gvkey,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,tic,curcdq,datacqtr,datafqtr,actq,atq,chq,epsfxq,lctq,ltq,niq,revtq,capxy,costat
004503,2014-12-31,2014,4,INDL,C,D,STD,XOM,USD,2014Q4,2014Q4,52910.0000,349493.0000,4616.0000,1.5600,64633.0000,168429.0000,6570.0000,77332.0000,32952.0000,A
004503,2015-03-31,2015,1,INDL,C,D,STD,XOM,USD,2015Q1,2015Q1,50658.0000,342961.0000,5184.0000,1.1700,55933.0000,165515.0000,4940.0000,59228.0000,6844.0000,A
004503,2015-06-30,2015,2,INDL,C,D,STD,XOM,USD,2015Q2,2015Q2,51647.0000,348260.0000,4343.0000,1.0000,58372.0000,169262.0000,4190.0000,65395.0000,13953.0000,A
004503,2015-09-30,2015,3,INDL,C,D,STD,XOM,USD,2015Q3,2015Q3,47234.0000,340662.0000,4296.0000,1.0100,54828.0000,163823.0000,4240.0000,59866.0000,20354.0000,A
004503,2015-12-31,2015,4,INDL,C,D,STD,XOM,USD,2015Q4,2015Q4,42623.0000,336758.0000,3705.0000,0.6700,53976.0000,159948.0000,2780.0000,52321.0000,26490.0000,A
004503,2016-03-31,2016,1,INDL,C,D,STD,XOM,USD,2016Q1,2016Q1,44251.0000,342789.0000,4846.0000,0.4300,48726.0000,164291.0000,1810.0000,42290.0000,4601.0000,A
004503,2016-06-30,2016,2,INDL,C,D,STD,XOM,USD,2016Q2,2016Q2,45828.0000,342473.0000,4358.0000,0.4100,51504.0000,165598.0000,1700.0000,50925.0000,8872.0000,A
004503,2016-09-30,2016,3,INDL,C,D,STD,XOM,USD,2016Q3,2016Q3,42945.0000,339386.0000,5093.0000,0.6300,50021.0000,162376.0000,2650.0000,51330.0000,12276.0000,A
004503,2016-12-31,2016,4,INDL,C,D,STD,XOM,USD,2016Q4,2016Q4,41416.0000,330314.0000,3657.0000,0.4100,47638.0000,156484.0000,1680.0000,52973.0000,16163.0000,A
004503,2017-03-31,2017,1,INDL,C,D,STD,XOM,USD,2017Q1,2017Q1,43131.0000,344209.0000,4897.0000,0.9500,53374.0000,160438.0000,4010.0000,56474.0000,2890.0000,A
004503,2017-06-30,2017,2,INDL,C,D,STD,XOM,USD,2017Q2,2017Q2,42180.0000,343012.0000,4042.0000,0.7800,50949.0000,157174.0000,3350.0000,56026.0000,5988.0000,A
004503,2017-09-30,2017,3,INDL,C,D,STD,XOM,USD,2017Q3,2017Q3,45752.0000,349427.0000,4266.0000,0.9300,53777.0000,160229.0000,3970.0000,59350.0000,10901.0000,A
004503,2017-12-31,2017,4,INDL,C,D,STD,XOM,USD,2017Q4,2017Q4,47134.0000,348691.0000,3177.0000,1.9700,57771.0000,154191.0000,8380.0000,65312.0000,15402.0000,A
004503,2018-03-31,2018,1,INDL,C,D,STD,XOM,USD,2018Q1,2018Q1,48315.0000,348826.0000,4125.0000,1.0900,60306.0000,153915.0000,4650.0000,65436.0000,3349.0000,A
004503,2018-06-30,2018,2,INDL,C,D,STD,XOM,USD,2018Q2,2018Q2,50555.0000,348790.0000,3430.0000,0.9200,62447.0000,155257.0000,3950.0000,71456.0000,8276.0000,A
004503,2018-09-30,2018,3,INDL,C,D,STD,XOM,USD,2018Q3,2018Q3,53975.0000,354628.0000,5669.0000,1.4600,65288.0000,157797.0000,6240.0000,74187.0000,13480.0000,A
004503,2018-12-31,2018,4,INDL,C,D,STD,XOM,USD,2018Q4,2018Q4,47973.0000,346196.0000,3042.0000,1.4100,57138.0000,147668.0000,6000.0000,68253.0000,19574.0000,A
004503,2019-03-31,2019,1,INDL,C,D,STD,XOM,USD,2019Q1,2019Q1,51576.0000,356189.0000,4586.0000,0.5500,66632.0000,158168.0000,2350.0000,61646.0000,5199.0000,A
004503,2019-06-30,2019,2,INDL,C,D,STD,XOM,USD,2019Q2,2019Q2,51743.0000,360729.0000,4213.0000,0.7300,70287.0000,162264.0000,3130.0000,67491.0000,11372.0000,A
004503,2019-09-30,2019,3,INDL,C,D,STD,XOM,USD,2019Q3,2019Q3,50008.0000,359361.0000,5351.0000,0.7500,64195.0000,162252.0000,3170.0000,63422.0000,17657.0000,A
004503,2019-12-31,2019,4,INDL,C,D,STD,XOM,USD,2019Q4,2019Q4,50052.0000,362597.0000,3089.0000,1.3300,63989.0000,163659.0000,5690.0000,63024.0000,24361.0000,A
004503,2020-03-31,2020,1,INDL,C,D,STD,XOM,USD,2020Q1,2020Q1,50249.0000,355804.0000,11412.0000,-0.1400,64773.0000,167061.0000,-610.0000,55134.0000,5945.0000,A
004503,2020-06-30,2020,2,INDL,C,D,STD,XOM,USD,2020Q2,2020Q2,53016.0000,361495.0000,12576.0000,-0.2600,57270.0000,174342.0000,-1080.0000,32277.0000,10362.0000,A
004503,2020-09-30,2020,3,INDL,C,D,STD,XOM,USD,2020Q3,2020Q3,48693.0000,358043.0000,8832.0000,-0.1500,56468.0000,173431.0000,-680.0000,45425.0000,13653.0000,A
004503,2020-12-31,2020,4,INDL,C,D,STD,XOM,USD,2020Q4,2020Q4,44893.0000,332750.0000,4364.0000,-4.7000,56363.0000,168620.0000,-20070.0000,45738.0000,17282.0000,A
004503,2021-03-31,2021,1,INDL,C,D,STD,XOM,USD,2021Q1,2021Q1,48195.0000,333770.0000,3515.0000,0.6400,60150.0000,169669.0000,2730.0000,57552.0000,2400.0000,A
004503,2021-06-30,2021,2,INDL,C,D,STD,XOM,USD,2021Q2,2021Q2,52842.0000,337289.0000,3465.0000,1.1000,62238.0000,171733.0000,4690.0000,65943.0000,5147.0000,A
004503,2021-09-30,2021,3,INDL,C,D,STD,XOM,USD,2021Q3,2021Q3,55555.0000,336688.0000,4768.0000,1.5700,61856.0000,169182.0000,6750.0000,71892.0000,7987.0000,A
004503,2021-12-31,2021,4,INDL,C,D,STD,XOM,USD,2021Q4,2021Q4,59154.0000,338923.0000,6802.0000,2.0800,56643.0000,163240.0000,8870.0000,81305.0000,12076.0000,A
004503,2022-03-31,2022,1,INDL,C,D,STD,XOM,USD,2022Q1,2022Q1,77255.0000,354771.0000,11074.0000,1.2800,72059.0000,178245.0000,5480.0000,87734.0000,3911.0000,A
004503,2022-06-30,2022,2,INDL,C,D,STD,XOM,USD,2022Q2,2022Q2,93163.0000,367774.0000,18861.0000,4.2100,80110.0000,183266.0000,17850.0000,111265.0000,7748.0000,A
004503,2022-09-30,2022,3,INDL,C,D,STD,XOM,USD,2022Q3,2022Q3,99289.0000,370152.0000,30407.0000,4.6800,74057.0000,177109.0000,19660.0000,106512.0000,12624.0000,A
004503,2022-12-31,2022,4,INDL,C,D,STD,XOM,USD,2022Q4,2022Q4,97631.0000,369067.0000,29640.0000,3.0900,69045.0000,166594.0000,12750.0000,93164.0000,18407.0000,A
004503,2023-03-31,2023,1,INDL,C,D,STD,XOM,USD,2023Q1,2023Q1,97224.0000,369371.0000,32651.0000,2.7900,66666.0000,162957.0000,11430.0000,83644.0000,5412.0000,A
004503,2023-06-30,2023,2,INDL,C,D,STD,XOM,USD,2023Q2,2023Q2,91760.0000,363248.0000,29528.0000,1.9400,61815.0000,156251.0000,7880.0000,80795.0000,10771.0000,A
004503,2023-09-30,2023,3,INDL,C,D,STD,XOM,USD,2023Q3,2023Q3,101142.0000,372259.0000,32944.0000,2.2500,71186.0000,164726.0000,9070.0000,88570.0000,15691.0000,A
004503,2023-12-31,2023,4,INDL,C,D,STD,XOM,USD,2023Q4,2023Q4,96609.0000,376317.0000,31539.0000,1.9100,65316.0000,163779.0000,7630.0000,81688.0000,21919.0000,A
004503,2024-03-31,2024,1,INDL,C,D,STD,XOM,USD,2024Q1,2024Q1,99377.0000,377918.0000,33320.0000,2.0600,71921.0000,164866.0000,8220.0000,80411.0000,5074.0000,A
004503,2024-06-30,2024,2,INDL,C,D,STD,XOM,USD,2024Q2,2024Q2,96238.0000,460707.0000,26460.0000,2.1400,70763.0000,184441.0000,9240.0000,89986.0000,11309.0000,A
004503,2024-09-30,2024,3,INDL,C,D,STD,XOM,USD,2024Q3,2024Q3,94349.0000,461916.0000,26926.0000,1.9200,69993.0000,185516.0000,8610.0000,87792.0000,17469.0000,A
004503,2024-12-31,2024,4,INDL,C,D,STD,XOM,USD,2024Q4,2024Q4,91990.0000,453475.0000,23029.0000,1.7200,70307.0000,182869.0000,7610.0000,81058.0000,24306.0000,A
