gvkey,datadate,tic,actq,ancq,epsfxq,lctq,ltq,revtq,capxy,roa,roe,pe_inc,divyield,pcf,roce,debt_ebitda,gpm,evm,cfm,npm,PEG_trailing,de_ratio,curr_ratio,ptb,roa_change,roe_change,pe_inc_change,divyield_change,pcf_change,roce_change,debt_ebitda_change,gpm_change,evm_change,cfm_change,npm_change,PEG_trailing_change,de_ratio_change,curr_ratio_change,ptb_change,relative_quarterly_return,target
5047,1981-06-30,GE,0.01787140575,0.03519735298,0.2229299363,0.02854996243,0.0262264052,0.1424113009,0.0,0.127,0.194,8.133,5.73,9.394,0.228,0.937,0.258,3.794,0.089,0.06,0.791,1.253,1.275,1.479,0.007936507937,-0.005128205128,-0.1687448896,0.2565789474,-0.2051781031,0.008849557522,-0.005307855626,0.0,-0.2733192875,0.0,-0.01639344262,-0.115212528,0.005617977528,-0.01847575058,-0.1714285714,-0.04127156324,0.001417827012
8539,1981-06-30,EXC,0.2143066991,0.0,-0.2459016393,0.09330752992,0.06495843464,-0.1609980754,0.0,0.093,0.124,3.01,15.2,2.569,0.093,5.032,0.228,8.598,0.167,0.112,0.339,1.43,0.762,0.56,0.02197802198,0.03333333333,0.02660300136,0.04827586207,-0.07855093257,0.02197802198,-0.01584197145,0.0,-0.01938868613,0.006024096386,0.01818181818,-0.5714285714,0.01346562721,-0.08303249097,0.05461393597,0.1486226501,0.05899364039
9882,1981-06-30,LUV,0.8131790478,0.03778854126,0.311827957,-0.070765773,-0.09457487835,0.1601940968,0.0,0.309,0.288,7.827,0.921,5.103,0.301,1.126,0.272,5.818,0.189,0.133,0.148,1.017,1.579,1.569,-0.034375,-0.06188925081,-0.4344653179,0.7344632768,-0.4008453681,-0.02272727273,-0.1042163882,-0.04561403509,0.1885597549,0.0,0.0,-0.3422222222,-0.2091757387,0.1222459133,-0.5777717976,0.1219542745,-0.2727745854
4213,1981-06-30,ECL,-0.009191623777,0.04194034107,0.1525423729,-0.01462225833,0.007183115199,0.04236426151,0.0,0.188,0.139,9.507,5.12,4.767,0.177,1.651,0.536,5.407,0.081,0.047,1.722,1.014,2.655,1.241,0.0,0.007246376812,-0.09629277567,0.04918032787,-0.2399553571,0.005681818182,-0.05711022273,-0.04964539007,-0.02681785457,0.06578947368,0.02173913043,-0.1713185756,-0.05056179775,0.01841196778,-0.06198034769,0.04691649467,-0.05308086186
3813,1981-07-31,TGT,0.05301217872,0.03765925961,0.3392857143,0.1195232706,0.08328149731,0.1231945798,0.0,0.171,0.138,8.184,3.65,6.644,0.204,0.978,0.265,4.209,0.051,0.032,0.44,1.131,1.449,1.201,0.01183431953,0.0,0.001836210062,-0.0188172043,-0.2927400468,0.0,-0.06051873199,0.007604562738,-0.02906574394,0.0,-0.0303030303,-0.3241167435,0.07611798287,-0.05170157068,0.0135021097,-0.02832246801,0.07786237731
11264,1981-08-31,WBA,0.02214557996,0.1171082576,-0.015625,0.1289557108,0.0902459862,0.03845709339,0.0,0.156,0.17,8.59,3.71,5.153,0.193,0.902,0.295,5.243,0.034,0.024,0.532,1.08,1.652,1.29,-0.05454545455,-0.03409090909,-0.08597573952,0.06303724928,-0.2890452539,-0.06310679612,-0.1881188119,-0.03278688525,0.01274869616,0.0,0.0,-0.8626033058,-0.04170363798,-0.1137339056,-0.06926406926,-0.1149898977,0.0301623406
7435,1981-09-30,MMM,0.02397828526,0.02595188193,-0.006802721088,0.08699787212,0.05541734651,0.01201923077,0.0,0.237,0.204,9.258,5.53,9.393,0.321,0.379,0.433,5.908,0.153,0.107,0.986,0.539,2.61,1.857,-0.02868852459,-0.03317535545,0.06683567642,-0.05308219178,-0.02804221854,-0.009259259259,0.007978723404,-0.01141552511,-0.0300443277,0.0,-0.02727272727,0.484939759,0.00936329588,-0.02865649423,0.04678692221,-0.01588558666,0.03517128594
2817,1981-09-30,CAT,0.06677457328,0.102626325,0.09604519774,0.1800843486,0.1170185785,0.103582799,0.0,0.222,0.177,8.261,4.21,6.418,0.203,0.981,0.247,4.738,0.116,0.069,0.868,0.836,1.585,1.294,0.06730769231,0.08588957055,-0.1216374269,0.01937046005,0.1828234427,0.09139784946,-0.04385964912,0.02489626556,-0.07713283989,0.04504504505,0.078125,-0.5975892443,0.02576687117,-0.03939393939,-0.06705118962,-0.06830794691,-0.0198636791
7257,1981-09-30,MRK,0.01716402667,0.03225765711,-0.2054794521,0.0517022588,0.05730564163,-0.06011837182,0.0,0.214,0.209,15.915,3.04,14.895,0.281,0.497,0.585,10.996,0.185,0.139,1.408,0.503,2.329,3.241,-0.08936170213,-0.07522123894,0.07613766989,-0.01935483871,0.0204850644,-0.07868852459,0.08278867102,-0.02010050251,0.09217322209,0.0,-0.06081081081,0.3473684211,-0.01178781925,0.002582866982,0.008087091757,0.03211682221,-0.05630151345
3170,1981-09-30,CL,0.009854080221,0.02091754893,0.08823529412,0.026270313,0.01576839942,0.001093788514,0.0,0.177,0.161,6.275,7.68,2.909,0.222,1.066,0.375,3.819,0.054,0.04,0.857,1.035,2.06,0.95,-0.03278688525,0.02547770701,0.03925140775,-0.02290076336,-0.008858603066,-0.02631578947,-0.01751152074,0.01078167116,0.002625360987,0.03846153846,0.05263157895,-0.2415929204,-0.01146131805,-0.01009130226,0.08447488584,0.01160801947,0.04353194167
2285,1981-09-30,BA,-0.0350111137,0.0339373343,-0.3424657534,-0.06364889151,-0.03617084531,-0.2004185944,0.0,0.09,0.194,4.063,6.12,-5.321,0.213,0.103,0.055,4.978,0.086,0.054,0.136,1.57,1.388,0.695,-0.203539823,-0.1377777778,0.08116019159,0.004926108374,-0.05956168257,-0.2254545455,0.0,-0.1666666667,0.0,0.0,-0.08474576271,0.5813953488,-0.004438807863,0.02738712065,-0.04401650619,-0.09769584194,-0.1221855497
5047,1981-09-30,GE,0.005689063266,0.02934009985,-0.07291666667,0.006695885074,0.01195072184,-0.04586628325,0.0,0.128,0.195,8.54,5.3,9.719,0.23,0.92,0.251,2.438,0.089,0.061,0.818,1.254,1.258,1.562,0.007874015748,0.005154639175,0.05004303455,-0.07504363002,0.03459655099,0.008771929825,-0.01814300961,-0.02713178295,-0.3574064312,0.0,0.01666666667,0.03413400759,0.000798084597,-0.01333333333,0.05611899932,0.001417827012,-0.009270602166
4503,1981-09-30,XOM,0.04084193985,0.04524223333,-0.4075829384,0.07834704924,0.06706799183,0.01653730129,0.0,0.188,0.212,4.845,9.16,5.583,0.252,0.65,0.162,3.479,0.078,0.054,0.132,1.194,1.399,1.011,-0.06930693069,-0.07423580786,0.05463648237,-0.00758396533,0.1891373802,-0.1,0.1343804538,-0.03571428571,0.03541666667,-0.025,-0.05263157895,0.056,0.0008382229673,-0.004978662873,-0.008823529412,0.02330868428,-0.05081264784
10983,1981-09-30,RTX,-0.005100840181,0.01847439193,0.005376344086,-0.009185508736,-0.00655001899,-0.08523476748,0.0,0.142,0.204,5.932,5.57,6.49,0.283,1.388,0.259,4.552,0.052,0.034,0.367,1.466,1.491,0.837,0.02898550725,-0.01449275362,-0.07973937325,0.05094339623,-3.628594573,0.03663003663,-0.0374479889,-0.003846153846,-0.02317596567,0.0,0.0303030303,-0.1048780488,-0.03679369251,0.00336473755,-0.04778156997,-0.08409640225,-0.1139836436
7065,1981-09-30,MMC,0.1410434471,-0.01983849707,0.04705882353,0.4631356824,0.05640395146,-0.03960814356,0.0,0.206,0.214,10.909,5.56,8.172,0.221,1.344,0.266,7.408,0.175,0.146,0.861,0.82,1.727,2.229,-0.1158798283,-0.08154506438,-0.02511170688,-0.01940035273,-0.6607721046,-0.1333333333,-0.1146245059,0.007575757576,-0.04915928636,0.02339181287,0.02097902098,-0.03583426652,-0.07239819005,0.0206855792,0.004054054054,-0.01644121939,-0.08424047877
7241,1981-09-30,CVS,0.1873453458,0.2695802311,-0.08130081301,0.5568511878,0.5417519829,0.001657828832,0.0,0.302,0.237,8.554,4.46,10.158,0.401,0.387,0.403,4.557,0.06,0.047,0.646,0.686,2.312,1.874,-0.01948051948,-0.04048582996,-0.01428900668,0.01363636364,0.2046963947,-0.03140096618,0.2056074766,-0.002475247525,0.03029617906,-0.01639344262,-0.04081632653,0.115716753,0.06687402799,-0.06244931062,-0.03501544799,0.08026348166,-0.1613375898
1209,1981-09-30,APD,0.01395451485,0.02644433035,0.0306122449,-0.03146300013,0.01582055788,0.03970684216,0.0,0.192,0.142,8.258,2.19,4.14,0.18,1.182,0.463,4.062,0.17,0.08,0.456,1.425,1.254,1.109,0.005235602094,-0.1445783133,-0.03302107728,-0.009049773756,0.1004784689,0.01694915254,-0.08015564202,-0.002155172414,-0.1833534379,0.0119047619,0.02564102564,-0.05785123967,-0.07407407407,-0.003179650238,-0.1934545455,0.006612688009,0.01634566316
8455,1981-09-30,PPL,-0.07844894665,0.0,0.01470588235,0.1435838,0.01782595945,0.05619551496,0.0,0.077,0.148,1.391,12.3,3.628,0.079,6.002,0.321,10.652,0.285,0.204,0.592,1.229,1.039,0.645,0.0,0.02068965517,0.08080808081,-0.08888888889,-0.06663236429,-0.0125,0.008739495798,-0.01230769231,-0.0007504690432,-0.006968641115,0.0,0.02068965517,0.01069078947,0.006782945736,0.0453808752,0.01235941492,0.05899242415
6066,1981-09-30,IBM,0.02508065355,0.03327262229,-0.1386861314,0.05647341544,0.05274139528,-0.02523567803,0.0,0.218,0.207,9.222,6.31,11.197,0.304,0.529,0.591,6.527,0.226,0.124,1.469,0.631,1.457,1.819,-0.04385964912,-0.08,0.04392121349,0.01121794872,0.04899756417,-0.05295950156,0.081799591,-0.015,-0.005182136869,0.0,-0.06060606061,0.7081395349,-0.01866251944,-0.02017484869,-0.01675675676,0.04975434536,-0.004020371327
3144,1981-09-30,KO,-0.04308654537,-0.004814732074,-0.08737864078,-0.1322546911,-0.1060937966,-0.04401632998,0.0,-0.129,0.193,9.326,6.51,9.239,0.413,-0.533,0.298,-10.052,0.094,0.073,1.755,0.654,1.511,1.858,-1.451048951,0.02659574468,-0.0146856841,-0.08050847458,-0.1261704341,0.2439759036,-3.115079365,-0.3069767442,-3.09285863,0.0,0.02816901408,-0.01955307263,-0.01208459215,0.01750841751,0.05688282139,0.08577198532,-0.02519883827
2991,1981-09-30,CVX,-0.05828977217,0.05447115919,-0.1444444444,-0.05252525253,-0.01701639322,0.05321722303,0.0,0.162,0.191,6.347,5.33,7.941,0.207,0.582,0.084,4.5,0.076,0.056,0.186,0.956,1.506,1.09,-0.06358381503,-0.09047619048,0.1170362548,-0.06980802792,0.382004873,-0.08,0.01217391304,-0.04545454545,0.02482350262,-0.03797468354,-0.06666666667,0.2317880795,-0.02249488753,-0.007251153593,0.04007633588,0.1345491959,0.06608631862
8549,1981-09-30,COP,0.08495864611,0.04426038648,-0.1655629139,0.1076187607,0.0912984359,-0.03740458457,0.0,0.308,0.177,6.735,5.07,3.175,0.436,0.341,0.273,2.498,0.102,0.062,0.313,1.067,1.09,1.102,-0.06097560976,-0.1194029851,0.2396466041,-0.1182608696,0.3012295082,-0.08210526316,0.2222222222,-0.04210526316,0.00807102502,-0.07272727273,-0.1267605634,0.3151260504,0.001877934272,-0.04553415061,0.1008991009,0.0916733524,0.02878336001
7163,1981-09-30,SPGI,0.06093092754,0.01330896795,0.4022988506,-0.01058009026,-0.007515723984,0.127026277,0.0,0.248,0.213,14.145,3.13,12.3,0.365,0.201,0.527,1.607,0.108,0.088,0.884,0.795,1.39,2.779,-0.02362204724,-0.009302325581,0.1438622028,-0.1377410468,-0.05253427823,-0.008152173913,-0.3927492447,-0.003780718336,-0.445862069,0.0,0.0,0.1865771812,-0.01119402985,0.03422619048,0.0872456964,-0.01347012773,0.09198569037
2403,1981-09-30,BMY,0.06857244602,0.02924464425,0.214953271,0.09228318425,0.09000012098,0.07310791394,0.0,0.246,0.212,12.948,3.19,14.091,0.305,0.466,0.621,7.129,0.101,0.086,0.9,0.624,2.393,2.519,0.0,0.0,0.1562779068,-0.1605263158,-0.03959923664,0.0,0.0,-0.001607717042,0.0,0.0,0.0,0.1952191235,0.009708737864,-0.002501042101,0.1491788321,0.107030399,0.01840360917
8068,1981-09-30,OXY,0.05178459042,0.1768434831,-0.13125,0.04148844364,0.03309214193,0.1927320997,0.0,0.406,0.309,3.364,9.8,2.37,0.683,0.433,0.27,0.882,0.087,0.05,0.006,1.595,1.143,0.899,-0.0145631068,-0.05504587156,-0.02322880372,0.04366347178,0.1069593648,-0.03394625177,-0.002304147465,-0.05594405594,-0.1780055918,-0.03333333333,-0.05660377358,-0.6470588235,-0.07803468208,-0.03462837838,-0.1937219731,-0.09465582498,-0.03895569819
6266,1981-09-30,JNJ,0.03388699544,0.03885279254,0.0,0.06291772298,0.05545239703,0.002848148703,0.0,0.203,0.196,15.346,2.33,15.555,0.275,0.341,0.543,9.386,0.112,0.087,1.094,0.491,2.431,2.792,0.015,0.01030927835,0.2139862353,-0.2101694915,0.1267656646,0.01851851852,-0.0115942029,0.02452830189,-0.004665959703,0.0,0.01162790698,0.2780373832,0.01237113402,-0.01777777778,0.2353982301,0.0574063388,0.07017128594
4213,1981-09-30,ECL,-0.03144042075,0.05368553966,-0.2647058824,0.1261827712,0.03590761796,-0.1146178805,0.0,0.188,0.144,7.849,6.12,4.975,0.177,1.651,0.536,5.407,0.081,0.049,1.292,1.051,2.535,1.052,0.0,0.03597122302,-0.1743978121,0.1953125,0.04363331236,0.0,0.0,0.0,0.0,0.0,0.04255319149,-0.24970964,0.03648915187,-0.04519774011,-0.1522965351,-0.05308086186,-0.1381620474
6730,1981-09-30,LLY,-0.007461564496,0.037172442,0.1287128713,-0.02863576218,-0.005887630062,-0.001309625588,0.0,0.23,0.193,11.008,4.3,11.938,0.299,0.415,0.615,2.375,0.156,0.137,1.07,0.486,2.168,1.98,-0.004329004329,0.005208333333,-0.007930785869,-0.02050113895,0.1017997231,-0.006644518272,0.0375,0.008196721311,-0.4083208769,0.0,0.0223880597,0.05004906771,0.01673640167,-0.007780320366,0.001011122346,-0.1006147385,0.1148840797
3980,1981-09-30,DIS,0.1479820066,0.1043622202,0.2365591398,0.172180649,0.4481796839,0.1953671515,0.0,0.151,0.1,14.651,1.83,9.859,0.156,0.517,0.222,7.324,0.215,0.121,1.878,0.379,2.39,1.406,-0.1117647059,-0.05660377358,0.08149405772,-0.0518134715,-0.1384252381,-0.1085714286,inf,-0.07112970711,-0.06914082359,0.2573099415,-0.06201550388,0.5096463023,0.4633204633,-0.2114813593,0.02852962692,-0.1477782202,0.06281834476
8762,1981-09-30,PG,0.03309304289,0.01202353851,0.5517241379,-0.0225433526,0.002582312002,0.08071425689,0.0,0.22,0.164,9.508,5.23,5.636,0.257,0.728,0.338,4.711,0.082,0.06,0.976,0.796,1.782,1.459,0.03286384977,0.03797468354,-0.01736254651,-0.04562043796,0.1644628099,0.028,0.02824858757,0.01501501502,-0.07025853562,0.03797468354,0.01694915254,0.06434023991,-0.007481296758,0.01020408163,0.1145912911,0.08814655568,0.03500179441
8530,1981-09-30,PFE,-0.007676538579,0.07628148028,-0.08235294118,0.02426229508,0.03251725626,0.02669842066,0.0,0.177,0.16,18.395,3.08,15.959,0.189,1.908,0.547,3.595,0.111,0.081,1.956,1.133,2.118,2.242,-0.02209944751,-0.05882352941,0.439133156,-0.1274787535,-0.2946610095,-0.04060913706,0.07010656197,-0.01441441441,-0.2566170389,-0.02631578947,-0.04705882353,0.6072308956,0.002654867257,0.003315963998,0.1277665996,0.01819502928,0.172836992
7154,1981-09-30,MCD,-0.08056470334,0.0366558678,-0.005319148936,-0.1497333741,0.007268117795,0.0340656252,0.0,0.249,0.194,10.663,1.48,7.924,0.243,1.521,0.379,5.166,0.159,0.106,0.595,1.194,0.627,1.806,0.01632653061,-0.005128205128,0.1244331962,-0.1494252874,0.1226976481,0.01673640167,-0.04579673777,0.007978723404,0.00213385063,0.0127388535,0.01923076923,0.137667304,-0.04936305732,-0.04855842185,0.112754159,0.07207786557,-0.0003930430095
8539,1981-09-30,EXC,0.1387444802,0.0,0.4347826087,-0.2754220431,0.01920578328,0.1418015055,0.0,0.092,0.121,3.329,14.0,4.021,0.094,5.102,0.228,8.663,0.164,0.11,0.539,1.448,0.801,0.559,-0.01075268817,-0.02419354839,0.1059800664,-0.07894736842,0.5652004671,0.01075268817,0.01391096979,0.0,0.007559897651,-0.01796407186,-0.01785714286,0.5899705015,0.01258741259,0.05118110236,-0.001785714286,0.05899364039,0.01379873692
1078,1981-09-30,ABT,0.03684583291,0.02995441683,-0.0612244898,0.04804024433,0.04215536409,-0.01847999613,0.0,0.186,0.226,15.43,2.43,15.866,0.247,1.477,0.442,10.592,0.128,0.105,0.871,1.051,1.244,3.293,0.005405405405,-0.004405286344,0.1044306063,-0.1195652174,-0.00948932451,0.0,0.01233721727,0.002267573696,-0.03074670571,0.0,0.0,0.1738544474,0.01841085271,-0.03715170279,0.1046628648,-0.06005397866,-0.0163671756
8549,1981-12-31,COP,-0.1666559127,0.05591261011,-0.02380952381,-0.12406907,-0.04730331059,0.06057414926,0.0,0.292,0.151,5.558,6.85,3.234,0.395,0.537,0.255,2.543,0.096,0.055,0.573,1.05,0.942,0.79,-0.05194805195,-0.1468926554,-0.1747587231,0.3510848126,0.01858267717,-0.09403669725,0.5747800587,-0.06593406593,0.01801441153,-0.05882352941,-0.1129032258,0.8306709265,-0.01593252109,-0.1357798165,-0.2831215971,0.02878336001,-0.1512406056
8530,1981-12-31,PFE,-0.006593116786,0.04356331352,0.2820512821,0.02780318273,-0.001357915078,0.004150897326,0.0,0.174,0.162,19.115,3.31,10.149,0.187,1.908,0.545,8.507,0.115,0.084,2.023,1.126,2.011,2.373,-0.01694915254,0.0125,0.03914107094,0.07467532468,-0.3640578984,-0.01058201058,0.0,-0.00365630713,1.366342142,0.03603603604,0.03703703704,0.03425357873,-0.006178287732,-0.05051935788,0.05842997324,0.172836992,0.05120244108
1209,1981-12-31,APD,-0.1361364266,0.009552513815,0.198019802,-0.1740992053,-0.1238044633,-0.07315281875,0.0,0.187,0.165,4.73,2.54,3.313,0.171,1.178,0.46,4.451,0.173,0.081,0.414,1.376,1.245,1.061,-0.02604166667,0.161971831,-0.4272220877,0.1598173516,-0.1997584541,-0.05,-0.003384094755,-0.006479481641,0.09576563269,0.01764705882,0.0125,-0.09210526316,-0.03438596491,-0.007177033493,-0.04328223625,0.01634566316,0.01664626683
7154,1981-12-31,MCD,0.03433211788,0.04381050508,-0.1871657754,0.2448315879,0.05180464082,-0.05274586442,0.0,0.241,0.187,9.117,1.68,5.911,0.232,1.535,0.378,5.475,0.164,0.107,0.512,1.115,0.499,1.541,-0.03212851406,-0.03608247423,-0.1449873394,0.1351351351,-0.2540383645,-0.04526748971,0.009204470743,-0.002638522427,0.05981416957,0.03144654088,0.009433962264,-0.1394957983,-0.0661641541,-0.2041467305,-0.1467331118,-0.0003930430095,0.1170061706
5047,1981-12-31,GE,0.05374036867,0.0432187515,0.1179775281,0.05623412746,0.05813951376,0.1393911995,0.0,0.169,0.185,8.66,5.09,5.075,0.226,0.67,0.305,4.645,0.093,0.061,0.805,1.276,1.237,1.518,0.3203125,-0.05128205128,0.01405152225,-0.03962264151,-0.4778269369,-0.01739130435,-0.2717391304,0.2151394422,0.9052502051,0.04494382022,0.0,-0.01589242054,0.01754385965,-0.01669316375,-0.02816901408,-0.009270602166,0.1909889277
4213,1981-12-31,ECL,0.02294995694,0.008766613964,0.14,-0.03026462426,0.0165132721,0.07843349381,0.0,0.188,0.151,7.41,6.3,5.226,0.177,1.651,0.536,5.407,0.081,0.052,1.015,1.045,2.489,1.004,0.0,0.04861111111,-0.05593069181,0.02941176471,0.05045226131,0.0,0.0,0.0,0.0,0.0,0.0612244898,-0.2143962848,-0.005708848716,-0.01814595661,-0.04562737643,-0.1381620474,0.07126219354
7241,1981-12-31,CVS,0.01068137727,0.09017132317,1.389380531,-0.08860153519,-0.04745704418,0.3630813339,0.0,0.298,0.24,8.199,4.73,8.787,0.39,0.48,0.403,3.943,0.063,0.049,0.572,0.751,2.148,1.81,-0.01324503311,0.01265822785,-0.04150105214,0.06053811659,-0.1349675133,-0.02743142145,0.2403100775,0.0,-0.1347377661,0.05,0.04255319149,-0.1145510836,0.09475218659,-0.07093425606,-0.03415154749,-0.1613375898,0.2552878809
7435,1981-12-31,MMM,0.002701399453,0.0261168224,-0.06164383562,0.03602793269,0.02594982258,-0.06294536817,0.0,0.277,0.188,9.56,5.83,7.801,0.3,0.408,0.47,4.82,0.147,0.103,1.555,0.572,2.376,1.752,0.1687763713,-0.07843137255,0.03262043638,0.05424954792,-0.1694879165,-0.06542056075,0.0765171504,0.08545034642,-0.1841570752,-0.03921568627,-0.03738317757,0.5770791075,0.0612244898,-0.08965517241,-0.05654281099,0.03517128594,0.08641370869
2285,1981-12-31,BA,0.08839668467,0.0405137202,0.03125,0.08901467754,0.1048987251,0.07520038133,0.0,0.111,0.155,3.827,7.47,-6.701,0.158,0.48,0.193,3.509,0.078,0.048,0.215,1.619,1.453,0.536,0.2333333333,-0.2010309278,-0.05808515875,0.2205882353,0.2593497463,-0.2582159624,3.660194175,2.509090909,-0.2950984331,-0.09302325581,-0.1111111111,0.5808823529,0.03121019108,0.04682997118,-0.2287769784,-0.1221855497,-0.1358087361
2991,1981-12-31,CVX,-0.0676581483,0.06026687896,0.08441558442,-0.04645141639,-0.01542738706,0.0704639412,0.0,0.161,0.177,4.562,7.56,3.493,0.199,0.578,0.127,4.551,0.074,0.054,0.144,0.864,1.422,0.75,-0.006172839506,-0.07329842932,-0.2812352292,0.4183864916,-0.5601309659,-0.038647343,-0.006872852234,0.5119047619,0.01133333333,-0.02631578947,-0.03571428571,-0.2258064516,-0.09623430962,-0.05577689243,-0.3119266055,0.06608631862,-0.199300577
10983,1981-12-31,RTX,-0.03308310165,0.02626350314,-0.2245989305,-0.05525316045,-0.03738806309,0.07710038657,0.0,0.178,0.198,5.089,6.69,2.313,0.283,0.979,0.285,3.323,0.056,0.033,0.361,1.281,1.54,0.708,0.2535211268,-0.02941176471,-0.1421105866,0.2010771993,-0.643605547,0.0,-0.2946685879,0.1003861004,-0.2699912127,0.07692307692,-0.02941176471,-0.01634877384,-0.1261937244,0.03286384977,-0.1541218638,-0.1139836436,-0.0393347943
7065,1981-12-31,MMC,-0.1687803992,-0.0008182106831,-0.3258426966,-0.04917573578,-0.08736142191,-0.005114718594,0.0,0.219,0.214,10.13,6.04,7.395,0.237,1.126,0.265,6.563,0.17,0.142,0.989,0.753,1.348,2.154,0.06310679612,0.0,-0.07140892841,0.08633093525,-0.09508076358,0.07239819005,-0.162202381,-0.003759398496,-0.1140658747,-0.02857142857,-0.02739726027,0.1486643438,-0.08170731707,-0.2194557035,-0.0336473755,-0.08424047877,0.1015652238
6266,1981-12-31,JNJ,0.01376374637,0.02230147198,-0.3043478261,-0.04466608846,0.02431027589,0.03946188341,0.0,0.243,0.193,15.041,2.38,13.377,0.27,0.33,0.537,8.331,0.115,0.087,1.079,0.507,2.499,2.706,0.197044335,-0.01530612245,-0.01987488596,0.02145922747,-0.1400192864,-0.01818181818,-0.03225806452,-0.01104972376,-0.112401449,0.02678571429,0.0,-0.01371115174,0.03258655804,0.02797202797,-0.03080229226,0.07017128594,0.08304670532
8762,1981-12-31,PG,0.005391688744,0.006319516259,-0.1444444444,0.007096392667,0.002897618447,-0.04329145959,0.0,0.223,0.167,9.417,5.05,5.86,0.261,0.684,0.341,4.717,0.084,0.063,0.914,0.785,1.815,1.5,0.01363636364,0.01829268293,-0.009570887674,-0.034416826,0.03974449965,0.01556420233,-0.06043956044,0.008875739645,0.001273614944,0.0243902439,0.05,-0.06352459016,-0.01381909548,0.01851851852,0.02810143934,0.03500179441,0.1159626978
6066,1981-12-31,IBM,0.04598984772,0.02974472723,0.5508474576,0.04065965311,0.02946475781,0.3380449338,0.0,0.332,0.189,11.01,5.56,5.433,0.296,0.368,0.701,3.968,0.228,0.114,4.445,0.629,1.408,1.99,0.5229357798,-0.08695652174,0.19388419,-0.118858954,-0.5147807448,-0.02631578947,-0.3043478261,0.1861252115,-0.3920637353,0.008849557522,-0.08064516129,2.025867937,-0.003169572108,-0.03363074811,0.09400769654,-0.004020371327,0.1369631864
3144,1981-12-31,KO,-0.04562910184,0.02587160268,-0.08510638298,-0.0685298076,-0.04744626832,-0.07667226649,0.0,0.271,0.193,7.756,7.67,6.151,0.332,0.246,0.45,4.8,0.099,0.076,1.344,0.57,1.626,1.545,-3.100775194,0.0,-0.168346558,0.178187404,-0.3342353069,-0.196125908,-1.461538462,0.5100671141,-1.477516912,0.05319148936,0.04109589041,-0.2341880342,-0.128440367,0.07610853739,-0.1684607104,-0.02519883827,0.02885994615
3170,1981-12-31,CL,-0.03765590014,-0.04020239943,-0.3513513514,-0.1090211654,-0.03129869299,0.02880984257,0.0,0.187,0.153,6.961,6.76,3.807,0.239,0.916,0.377,3.758,0.053,0.04,1.156,1.027,2.205,1.06,0.05649717514,-0.04968944099,0.1093227092,-0.1197916667,0.3086971468,0.07657657658,-0.1407129456,0.005333333333,-0.01597276774,-0.01851851852,0.0,0.3488914819,-0.007729468599,0.07038834951,0.1157894737,0.04353194167,0.1759659475
6730,1981-12-31,LLY,0.00511558037,0.04005458893,0.0,0.1040600399,0.1172886301,0.141798175,0.0,0.249,0.194,11.709,4.53,10.305,0.3,0.384,0.634,6.593,0.16,0.135,1.29,0.537,2.036,2.147,0.08260869565,0.00518134715,0.0636809593,0.05348837209,-0.1367900821,0.003344481605,-0.07469879518,0.03089430894,1.776,0.02564102564,-0.01459854015,0.2056074766,0.1049382716,-0.06088560886,0.08434343434,0.1148840797,0.1020387087
7163,1981-12-31,SPGI,0.1129931734,0.003974845607,-0.06557377049,0.1284605908,0.1183996797,0.1023270924,0.0,0.242,0.198,12.595,3.79,9.471,0.361,0.095,0.534,6.48,0.109,0.088,0.82,0.771,1.477,2.341,-0.02419354839,-0.07042253521,-0.1095793567,0.2108626198,-0.23,-0.01095890411,-0.5273631841,0.01328273245,3.032358432,0.009259259259,0.0,-0.07239819005,-0.03018867925,0.06258992806,-0.1576106513,0.09198569037,0.05259728357
7257,1981-12-31,MRK,0.1427652228,0.09071204619,0.06896551724,0.4302902255,0.309390343,0.0869666529,0.0,0.225,0.193,14.669,3.56,18.566,0.252,0.739,0.616,9.795,0.172,0.136,1.403,0.639,1.855,2.705,0.05140186916,-0.07655502392,-0.07829092052,0.1710526316,0.2464585431,-0.103202847,0.4869215292,0.05299145299,-0.1092215351,-0.07027027027,-0.02158273381,-0.003551136364,0.2703777336,-0.2035208244,-0.1653810552,-0.05630151345,-0.0625537706
2403,1981-12-31,BMY,0.01688331985,0.06486536943,-0.06923076923,0.0188500962,0.02552150099,-0.04720492002,0.0,0.244,0.214,12.305,3.33,13.14,0.303,0.452,0.635,6.707,0.102,0.087,0.878,0.573,2.379,2.378,-0.008130081301,0.009433962264,-0.04966017918,0.04388714734,-0.06748988716,-0.006557377049,-0.03004291845,0.02254428341,-0.05919483799,0.009900990099,0.01162790698,-0.02444444444,-0.08173076923,-0.005850396991,-0.05597459309,0.01840360917,0.1240607675
3980,1981-12-31,DIS,-0.1337879427,0.1095176101,-0.5391304348,0.2311233838,0.1285056594,-0.3133767998,0.0,0.142,0.093,14.891,2.34,8.751,0.144,0.186,0.204,9.06,0.15,0.111,3.894,0.335,2.284,1.307,-0.05960264901,-0.07,0.01638113439,0.2786885246,-0.1123846232,-0.07692307692,-0.6402321083,-0.08108108108,0.2370289459,-0.3023255814,-0.0826446281,1.073482428,-0.1160949868,-0.04435146444,-0.07041251778,0.06281834476,0.1007677757
