epoch,step,train_loss
0,49,0.0012965331552550197
0,99,0.0004205048317089677
0,149,0.009699308313429356
0,199,0.0002762021904345602
0,249,0.00025690783513709903
0,299,0.001514343312010169
0,349,0.04476484656333923
0,399,0.011013347655534744
0,449,0.143970787525177
0,499,0.0036231346894055605
0,549,0.012556113302707672
0,599,0.009349622763693333
0,649,0.20336280763149261
0,699,0.007933649234473705
0,749,0.06739132851362228
0,799,0.007105646654963493
0,849,0.003886413760483265
0,899,0.019223690032958984
0,949,0.003415512153878808
0,999,0.03289465606212616
0,1049,2.4312144887517206e-05
0,1099,0.00046121826744638383
0,1149,0.0003029187209904194
0,1199,0.003366268938407302
0,1249,0.10893654078245163
0,1299,0.01021280325949192
0,1349,0.0003755387442652136
0,1399,0.0024037552066147327
0,1449,0.002361568622291088
0,1499,0.00848502479493618
0,1549,0.05797836557030678
0,1599,0.007091676816344261
0,1649,0.03203212469816208
0,1699,0.0033140552695840597
0,1749,0.008233869448304176
0,1799,0.05929708108305931
0,1849,0.0009886983316391706
0,1899,0.03088279999792576
0,1949,0.02595551498234272
0,1999,0.011980991810560226
0,2049,0.0005854722112417221
0,2099,1.547443389426917e-05
0,2149,0.013187373988330364
0,2199,0.022983970120549202
0,2249,0.01581527478992939
0,2299,0.004197373986244202
0,2349,0.005161960143595934
0,2399,0.034931112080812454
0,2449,0.01827460713684559
0,2499,0.0007726573967374861
0,2549,0.022127216681838036
0,2599,0.0007948025595396757
0,2649,0.01179584488272667
0,2699,0.004013000521808863
0,2749,0.0025666544679552317
0,2799,0.0009289834415540099
0,2849,1.8587356805801392
0,2899,0.09439209848642349
0,2949,0.018148811534047127
0,2999,0.05397353693842888
0,3049,0.033674463629722595
0,3099,0.0013063658261671662
0,3149,1.4197556972503662
0,3199,0.002222918439656496
0,3249,0.008644778281450272
0,3299,0.0020189546048641205
0,3349,0.024818647652864456
0,3399,0.004212023224681616
0,3449,0.00513902772217989
0,3499,0.006179255899041891
0,3549,0.03186781704425812
0,3599,0.0007647627498954535
0,3649,0.07745952904224396
0,3699,0.0024056609254330397
0,3749,0.0024104337207973003
0,3799,0.019065629690885544
0,3849,0.0010679671540856361
0,3899,0.009785620495676994
0,3949,0.003053802065551281
0,3999,0.0007671238272450864
0,4049,0.35693591833114624
0,4099,0.006572679150849581
0,4149,0.0022581976372748613
0,4199,0.059142082929611206
0,4249,0.015211006626486778
0,4299,0.02496599406003952
0,4349,0.00033360341330990195
0,4399,0.07144085317850113
0,4449,0.006690932437777519
0,4499,0.001468523871153593
0,4549,0.007974913343787193
0,4599,0.008644604124128819
0,4649,1.1715785264968872
0,4699,0.034501221030950546
0,4749,0.0013093906454741955
0,4799,0.06586278229951859
0,4849,0.037233322858810425
0,4899,0.0015462615992873907
0,4949,4.333985543780727e-06
0,4999,0.000230622201343067
0,5049,0.004336366429924965
0,5099,5.630978193948977e-05
0,5149,0.005098859313875437
0,5199,0.06951235979795456
0,5249,0.007301413454115391
0,5299,1.8450247807777487e-05
0,5349,0.015018523670732975
0,5399,0.0063345907256007195
0,5449,1.6699863408575766e-05
0,5499,0.01774168573319912
0,5549,0.08787314593791962
0,5599,0.00028846223722212017
0,5649,0.06009001284837723
0,5699,0.011721881106495857
0,5749,0.0001301834563491866
0,5799,0.04570411890745163
0,5849,0.09431778639554977
0,5899,0.011742359027266502
0,5949,0.1046939492225647
0,5999,5.4115434977575205e-06
0,6049,0.0032064253464341164
0,6099,0.012923489324748516
0,6149,0.010108094662427902
0,6199,2.7590898753260262e-05
0,6249,0.0016310065984725952
0,6299,0.049665261059999466
0,6349,0.005151759367436171
0,6399,0.04297696426510811
0,6449,0.04028915613889694
0,6499,0.0052396333776414394
0,6549,0.06761661171913147
0,6599,1.042078679347469e-06
0,6649,0.0005940347327850759
0,6699,0.003452510107308626
0,6749,0.005185337737202644
0,6799,0.008604469709098339
0,6849,0.0006799395196139812
0,6899,0.02795332856476307
0,6949,0.006062961183488369
0,6999,0.018858840689063072
0,7049,0.013986130245029926
0,7099,0.0010958623606711626
0,7149,6.148884858703241e-05
0,7199,0.002735510701313615
0,7249,0.0007637050002813339
0,7299,0.012684172950685024
0,7349,0.024196002632379532
0,7399,0.0008956659585237503
0,7449,0.00042672138079069555
0,7499,0.002874483121559024
0,7549,0.007805162575095892
0,7599,0.05104532465338707
0,7649,0.0010956096230074763
0,7699,0.04749491438269615
0,7749,0.0014412308810278773
0,7799,0.002529826480895281
0,7849,0.02014915458858013
0,7899,0.01277519017457962
0,7949,0.004985188599675894
0,7999,0.02834675833582878
0,8049,0.010389910079538822
0,8099,0.0012801842531189322
0,8149,0.00111192197073251
0,8199,0.029140915721654892
0,8249,0.1537935733795166
0,8299,0.02046947181224823
0,8349,0.04398965463042259
0,8399,0.03686201944947243
0,8449,0.0013319149147719145
0,8499,0.1347280591726303
0,8549,0.0014440573286265135
0,8599,5.071065515949158e-06
0,8649,0.003424417693167925
0,8699,0.004418532829731703
0,8749,0.07023469358682632
0,8799,0.061408594250679016
0,8849,0.0002968435874208808
0,8899,0.0008794182795099914
0,8949,0.031316209584474564
0,8999,0.003908130340278149
0,9049,0.0073819453828036785
0,9099,0.016786795109510422
0,9149,0.015081302262842655
0,9199,0.020907023921608925
0,9249,4.7060049837455153e-05
0,9299,0.019558504223823547
0,9349,8.912013072404079e-06
0,9399,0.01672452501952648
0,9449,0.0023337716702371836
